xh_initial,qh_initial
-0.001649478,-0.005100802
-0.005230613,-0.006591797
-0.003691781,-0.009584665
0.006152386,0.008767577
-0.000479831,-0.002541817
-0.019871245,-0.01594739
0.005262144,0.003257873
0.003052475,0.004995837
0.00687104,0.011350456
-0.019087007,-0.021381175
0.00863417,0.006110832
0.017670643,0.026874116
-0.002002572,-0.005590666
9.43795e-05,-0.001548114
0.004349253,0.001795332
0.001303211,-0.000814598
0.011175076,0.012391978
0.001444492,-0.003462715
-0.006112105,-0.00210101
-0.00479976,-0.006235323
-0.003417585,-0.006437419
0.00707524,0.00672517
-0.007902203,-0.001710794
-0.001092293,-0.002611392
0.005315903,0.003845524
-0.008685344,-0.005868449
-0.006061503,-0.004427318
-0.00938544,-0.009470477
-0.002182859,-0.00374127
-0.009152093,-0.006509221
0.020187181,0.018815624
0.014371134,0.013109077
0.007159233,0.004882813
0.01595428,0.02170392
0.001686388,-0.004755866
0.000246761,-7.96432e-05
-0.003867625,0.00167264
0.001046556,0.000795165
-0.001564202,-0.00826315
0.025410147,0.027399455
-0.002775039,-0.006004367
0.013956797,0.013650271
-0.005616115,-0.005185357
0.00051943,0.002878481
-0.005420191,-0.004344116
-0.010003506,-0.008570316
-0.001652619,-0.001414538
-4.72959e-05,0.00464311
0.018272831,0.019426602
0.025469719,0.027508837
0.013701939,0.018695782
0.013948674,0.00778153
0.011557021,0.003350816
0.019724159,0.025845796
0.003912675,-0.005944798
0.03692802,0.045137406
0.014914807,0.020504087
0.046098634,0.066617716
0.006616522,-0.004005257
0.040958242,0.045303173
-0.044874081,-0.055361866
0.036898397,0.027553293
-0.011963185,-0.006750062
0.003210797,0.002493921
0.007515901,0.008769202
0.02678391,0.024290999
0.017315493,0.047490069
-0.004365292,0.002873068
0.01112994,0.003552398
0.003343019,-0.02957465
-0.020492093,-0.02541625
-0.028430759,-0.016299427
0.032513102,0.037434796
0.033105276,0.030168589
0.002791772,-0.002411714
0.00060484,0.002302423
0.022027158,0.031757882
0.030514672,0.021763331
-0.000131812,-0.003976685
0.000749782,0.001750164
-0.023198373,-0.027626119
-0.003523204,-0.009545199
-0.009343844,0.002721088
0.000130921,-0.00226142
-0.003306735,-0.007196283
0.029037066,0.051195708
0.008609591,-0.004452166
-0.077022956,-0.095713351
0.012237866,0.023581207
0.044952918,0.044661796
0.005274889,0.00428652
0.001154835,0.010052791
0.010151943,0.008284682
-0.009162997,-0.014392853
-0.013877195,-0.014267331
-0.012344979,-0.00851402
-0.01361652,-0.018433707
-0.023419006,-0.009389945
0.024892962,0.01719164
-0.010379787,-0.018348093
-0.010235848,-0.010849057
-0.016195667,-0.003159275
0.010113452,0.009448066
0.018237137,0.018126888
0.007977833,0.002792809
0.00254796,0.002552945
0.007830676,0.00295156
0.008545087,0.022735141
0.006526684,0.003723764
-0.012375366,-0.019730185
0.025170105,0.035781868
0.001836643,-0.007030947
0.007954456,0.00529661
-0.02592426,-0.018468194
0.006533824,-0.001808114
-0.009765437,-0.007528586
-0.005096758,-0.004676895
0.017027356,0.021259527
-0.004844887,-0.010268208
0.001147528,0.004081864
0.019346602,0.014059059
0.006908184,0.00857461
0.02432788,0.025118693
0.013884129,0.013786418
0.023669726,0.012749004
-0.001640644,0.010962497
0.013758744,0.016654561
0.020420956,0.019188569
0.000249241,-0.007661109
-0.008215351,-0.002977092
0.002433757,-0.004504277
0.005493671,0.013116421
0.029327492,0.038890004
-0.00904559,-0.025310341
0.0179453,0.021557064
0.00021339,-0.00402639
0.011093925,0.02430471
0.021460051,0.008036139
0.008394287,0.001839709
-0.00783556,-0.005038139
0.019304856,0.035682173
0.017643322,0.010052547
0.003870104,-0.00099525
-0.012994065,-0.007743513
0.030370893,0.040708288
0.018298235,0.009559726
-0.016148333,-0.019112154
0.02150414,0.022672925
0.026119468,0.030787217
0.000227857,-0.009451796
-0.008068105,0.001272265
0.022317252,0.017365523
-0.013672131,-0.017277269
0.006847524,0.010590976
-0.005119043,-0.000670719
0.007968606,-0.002139351
-0.039872675,-0.029342526
-0.009465198,-0.007795583
-0.018281126,-0.01719773
0.019755754,0.008482857
0.028986048,0.025674902
0.012128693,0.009875483
-0.006104368,-0.006335034
-0.003742762,-0.002182192
-0.017722591,-0.021655232
-0.009167358,-0.005741837
0.034114803,0.052283548
0.005009279,0.000209468
0.018099148,0.024460733
0.022794971,0.026779509
0.029925293,0.02659871
0.019496029,0.022845396
-0.00336416,0.002995715
-0.067050988,-0.065557656
0.001410837,-0.009346173
0.048617696,0.071880743
0.016880804,0.00289579
-0.003541352,-0.015500931
0.007354785,0.013082237
0.009481957,-0.003809234
0.023553928,0.020074946
-0.006778426,-0.015931327
-0.001570299,0.000457108
-0.000474656,0.008909534
0.005376334,0.011698996
-0.02135847,-0.030177559
-0.029945395,-0.025116351
0.014612563,0.008798232
-0.040530627,-0.033986468
-0.059526828,-0.069230769
0.032141124,0.028882123
0.019648607,0.026929906
