month,ID,country,debt_inf,debt_out,eq_inf,eq_out,fdi_inf,fdi_out,other_inf,other_out,port_inf,port_out,中文名称,iso2,GPRC,GPRHC
2005-10-01T00:00:00Z,MYS,Malaysia,,,,,,,,,,,马来西亚,MY,0.0545820184051991,0.0350017510354519
2005-10-01T00:00:00Z,NLD,Netherlands,,,,,,,,,,,荷兰,NL,0.0603274926543236,0.0700035020709038
2005-10-01T00:00:00Z,PHL,Philippines,0.38324013,0.207917914,0.024876852,-0.000457107,0.045782849,-0.039316943,-0.363654897,0.321818767,0.408117004394531,0.207460800170898,菲律宾,PH,0.0114909512922168,0
2005-10-01T00:00:00Z,POL,Poland,0.145375692,-0.016820328,-0.167001828,-0.009611616,-0.479379348,-1.740903948,2.11455552,1.775746056,-0.0216261405944824,-0.0264319438934326,波兰,PL,0.0258546397089958,0.0420021004974842
2005-10-01T00:00:00Z,PRT,Portugal,-2.471386764,0.848225112,-0.070885668,0.046856628,0.3904719,0.344816724,7.271187504,3.020450328,-2.5422724609375,0.895081726074219,葡萄牙,PT,0.00574547564610839,0.00700034992769361
2005-10-01T00:00:00Z,SWE,Sweden,,,,,,,,,,,瑞典,SE,0.0258546397089958,0.0210010502487421
2005-10-01T00:00:00Z,THA,Thailand,0.0993,-0.67414,-0.12013,-0.01798,0.34042,-0.06758,-0.82958,0.74043,-0.0208299961090088,-0.692119995117188,泰国,TH,0.0517092794179916,0.0560027994215488
2005-10-01T00:00:00Z,TUR,Türkiye,0.092,,-0.174,,0.336,0.105,-0.781,-4.537,-0.082,0.16,土耳其,TR,0.0603274926543236,0.0560027994215488
2005-10-01T00:00:00Z,UKR,Ukraine,,,,,,,,,,,乌克兰,UA,0.0373455919325352,0.0280013997107744
2005-10-01T00:00:00Z,ZAF,South Africa,-0.13986013986014,,0.756177156177156,,,,,,0.616317016601562,,南非,ZA,0.0430910661816597,0.0280013997107744
2005-11-01T00:00:00Z,BEL,Belgium,,,,,,,,,,,比利时,BE,0.0487968511879444,0.0454579889774323
2005-11-01T00:00:00Z,BRA,Brazil,0.75030309,-1.2886e-05,0.92911253,0.057613886,1.358379,0.450355,0.330795708,0.050113767,1.67941564941406,0.057601001739502,巴西,BR,0.0487968511879444,0.053034320473671
2005-11-01T00:00:00Z,CAN,Canada,4.983,1.475,-0.513,1.257,,,,,4.47,2.732,加拿大,CA,0.109792917966843,0.0606106519699097
2005-11-01T00:00:00Z,CHL,Chile,0.002558476,0.090314522,0.592616573,0.410243138,0.247399515,0.266829982,0.023297918,-0.745988092,0.595175048828125,0.500557647705078,智利,CL,0.0182988196611404,0.0378816574811935
2005-11-01T00:00:00Z,CHN,China,,,,,,,,,,,中国,CN,0.390374809503555,0.393969237804413
2005-11-01T00:00:00Z,COL,Colombia,,,,,,,,,,,哥伦比亚,CO,0.0152490166947246,0.0151526629924774
2005-11-01T00:00:00Z,DEU,Germany,9.845798842,15.332056157,-2.599932038,26.478999591,28.543859487,11.230622117,18.629703411,19.467668814,7.24586669921875,41.8110546875,德国,DE,0.253133684396744,0.250018954277039
2005-11-01T00:00:00Z,DNK,Denmark,-2.54380742433263,-0.0838334915603328,-0.0799716800489163,2.06494279691699,0.753857788791092,3.13917003234267,8.04608428403624,4.50946948364362,-2.62377905273438,1.98110925292969,丹麦,DK,0.0152490166947246,0.0151526629924774
2005-11-01T00:00:00Z,ESP,Spain,,,,,10.591835551,3.443790306,12.169944798,3.090218406,17.743416515,28.281037708,西班牙,ES,0.082344688475132,0.0909159779548645
2005-11-01T00:00:00Z,FIN,Finland,,,,,,,,,,,芬兰,FI,0.0274482294917107,0.053034320473671
2005-11-01T00:00:00Z,FRA,France,,,,,,,,,,,法国,FR,0.289731323719025,0.280324280261993
2005-11-01T00:00:00Z,HUN,Hungary,,,,,,,,,,,匈牙利,HU,0.00609960639849305,0.00757633149623871
2005-11-01T00:00:00Z,IDN,Indonesia,,,,,,,,,,,印度尼西亚,ID,0.118942327797413,0.143950298428535
2005-11-01T00:00:00Z,IND,India,-0.480093263855665,,0.895797026904076,,0.746,,,,0.271,0,印度,IN,0.173838794231415,0.181831955909729
2005-11-01T00:00:00Z,ITA,Italy,10.026714511792,14.406757316127,26.722201665269,2.591020847547,5.83393635,22.867851919,-0.414594874221,-3.56171832038,36.74891796875,16.99777734375,意大利,IT,0.0853944942355156,0.113644972443581
2005-11-01T00:00:00Z,JPN,Japan,24.7429944229944,6.74315744315744,19.7165508365508,0.687404547404548,-0.364624624624625,4.12423852423852,25.5753410553411,63.4882711282711,44.459546875,7.43056201171875,日本,JP,0.176888585090637,0.17425562441349
2005-11-01T00:00:00Z,MEX,Mexico,,,,,,,,,,,墨西哥,MX,0.051846656948328,0.0454579889774323
2005-11-01T00:00:00Z,MYS,Malaysia,,,,,,,,,,,马来西亚,MY,0.0365976393222809,0.0303053259849548
2005-11-01T00:00:00Z,NLD,Netherlands,,,,,,,,,,,荷兰,NL,0.0304980333894491,0.0151526629924774
2005-11-01T00:00:00Z,PHL,Philippines,-0.774793511,-0.117723045,0.034684181,-0.00705868,0.06759992,-0.11563596,0.464834243,0.4987223,-0.740109313964844,-0.124781723022461,菲律宾,PH,0.0243984255939722,0.0303053259849548
2005-11-01T00:00:00Z,POL,Poland,0.075428672,-0.14142876,-0.123750165,0.227464589,1.864502486,2.047181301,-0.292286104,-1.923431136,-0.0483214912414551,0.0860358352661133,波兰,PL,0.0335478372871876,0.053034320473671
2005-11-01T00:00:00Z,PRT,Portugal,4.268791406,-0.09428584,0.152035917,-0.08250011,-0.162643074,0.693000924,-1.315287468,0.76607245,4.42082763671875,-0.176785949707031,葡萄牙,PT,0.00914940983057022,0.0151526629924774
2005-11-01T00:00:00Z,SWE,Sweden,,,,,,,,,,,瑞典,SE,0.0274482294917107,0.0151526629924774
2005-11-01T00:00:00Z,THA,Thailand,0.06217,0.07275,0.37074,-0.02609,0.63075,-0.06896,-0.23065,0.20041,0.432910003662109,0.0466599998474121,泰国,TH,0.0335478372871876,0.0303053259849548
2005-11-01T00:00:00Z,TUR,Türkiye,1.168,,0.977,,3.192,0.105,-0.008,0.817,2.145,-0.326,土耳其,TR,0.051846656948328,0.0378816574811935
2005-11-01T00:00:00Z,UKR,Ukraine,,,,,,,,,,,乌克兰,UA,0.0396474413573742,0.0606106519699097
2005-11-01T00:00:00Z,ZAF,South Africa,-0.626262626262626,,1.0579872802095,,,,,,0.431724639892578,,南非,ZA,0.0304980333894491,0.0227289944887161
2005-12-01T00:00:00Z,BEL,Belgium,,,,,,,,,,,比利时,BE,0.0909404531121254,0.10942629724741
2005-12-01T00:00:00Z,BRA,Brazil,0.36335469,0.029489899,1.12390373,0.047317101,1.415615,-0.133896,-12.344703791,2.052011704,1.48725842285156,0.076806999206543,巴西,BR,0.0533099174499512,0.0547131486237049
2005-12-01T00:00:00Z,CAN,Canada,-4.262,3.342,0.194,1.605,,,,,-4.068,4.947,加拿大,CA,0.213239669799805,0.164139434695244
2005-12-01T00:00:00Z,CHL,Chile,-0.062802124,0.468397483,0.637161661,0.178697803,-0.083372712,0.579293501,0.14064788,-0.844032394,0.574359558105469,0.647095275878906,智利,CL,0.012543510645628,0
2005-12-01T00:00:00Z,CHN,China,,,,,,,,,,,中国,CN,0.213239669799805,0.187587931752205
2005-12-01T00:00:00Z,COL,Colombia,,,,,,,,,,,哥伦比亚,CO,0.0439022853970528,0.0234484914690256
2005-12-01T00:00:00Z,DEU,Germany,-3.42285607,18.29751913,5.50715845,1.61124399,6.28136178,0.50506986,-71.24686173,-71.94044358,2.08430249023438,19.908763671875,德国,DE,0.329267144203186,0.336095035076141
2005-12-01T00:00:00Z,DNK,Denmark,6.05669534524597,-5.3465065708613,-3.36421795720274,1.16857331946677,2.25189877406952,-0.0346664145472881,-10.4440452554284,0.102581072137657,2.69247729492188,-4.17793310546875,丹麦,DK,0.018815265968442,0.0234484914690256
2005-12-01T00:00:00Z,ESP,Spain,,,,,-0.32248592,8.01116677,6.73663602,4.14370695,16.89968494,6.91092069,西班牙,ES,0.0878045707941055,0.0937939658761024
2005-12-01T00:00:00Z,FIN,Finland,,,,,,,,,,,芬兰,FI,0.0156793873757124,0.0234484914690256
2005-12-01T00:00:00Z,FRA,France,,,,,,,,,,,法国,FR,0.357490032911301,0.398624360561371
2005-12-01T00:00:00Z,HUN,Hungary,,,,,,,,,,,匈牙利,HU,0.00627175532281399,0.00781616382300854
2005-12-01T00:00:00Z,IDN,Indonesia,,,,,,,,,,,印度尼西亚,ID,0.0658534318208695,0.070345476269722
2005-12-01T00:00:00Z,IND,India,-0.212079706623073,,2.03177756704267,,0.342,,,,2.389,0,印度,IN,0.188152655959129,0.179771766066551
2005-12-01T00:00:00Z,ITA,Italy,-15.33335067119,3.36350561901,16.36242695411,3.18163778745,5.23921059,4.95110736,-2.64725964825,-11.60297345061,1.02907641601563,6.5451435546875,意大利,IT,0.0972122028470039,0.101610131561756
2005-12-01T00:00:00Z,JPN,Japan,-9.82943531570606,12.3964133789307,9.15102176995579,3.416865460005,-1.26655267328384,7.28474434898657,-2.58835599299358,-21.0765701893402,-0.678413757324219,15.8132783203125,日本,JP,0.100348085165024,0.0859778001904488
2005-12-01T00:00:00Z,MEX,Mexico,,,,,,,,,,,墨西哥,MX,0.0439022853970528,0.0625293105840683
2005-12-01T00:00:00Z,MYS,Malaysia,,,,,,,,,,,马来西亚,MY,0.0282228980213404,0.00781616382300854
2005-12-01T00:00:00Z,NLD,Netherlands,,,,,,,,,,,荷兰,NL,0.0689893066883087,0.0937939658761024
2005-12-01T00:00:00Z,PHL,Philippines,-0.181733667,0.278421631,0.000621794,0.003405095,0.078324568,0.173246392,0.958165679,1.55804382,-0.181111877441406,0.281826721191406,菲律宾,PH,0.018815265968442,0.00781616382300854
2005-12-01T00:00:00Z,POL,Poland,-0.00237122,0.0711366,-0.3082586,0.13990198,3.02686233,2.2170907,0.82637017,-0.82281334,-0.310629821777344,0.21103857421875,波兰,PL,0.0313587747514248,0.0468969829380512
2005-12-01T00:00:00Z,PRT,Portugal,2.9995933,4.77208025,2.7624713,2.23013241,-2.24317412,-2.49808027,-6.31218764,-7.02948169,5.762064453125,7.00221240234375,葡萄牙,PT,0.0219511426985264,0.0156323276460171
2005-12-01T00:00:00Z,SWE,Sweden,,,,,,,,,,,瑞典,SE,0.0282228980213404,0.0390808209776878
2005-12-01T00:00:00Z,THA,Thailand,-0.0365,-0.10849,0.62945,-0.13045,0.67652,-0.04214,-0.72149,0.71817,0.592950012207031,-0.238940002441406,泰国,TH,0.0470381639897823,0.0547131486237049
2005-12-01T00:00:00Z,TUR,Türkiye,2.108,,0.196,,2.376,0.109,5.392,1.562,2.304,0.014,土耳其,TR,0.0658534318208695,0.070345476269722
2005-12-01T00:00:00Z,UKR,Ukraine,,,,,,,,,,,乌克兰,UA,0.0752610638737679,0.0625293105840683
2005-12-01T00:00:00Z,ZAF,South Africa,-0.16576297443842,,-0.0395042602633617,,,,,,-0.205267227172852,,南非,ZA,0.0219511426985264,0.0156323276460171
2006-01-01T00:00:00Z,BEL,Belgium,,,,,,,,,,,比利时,BE,0.095413975417614,0.0680323541164398
2006-01-01T00:00:00Z,BRA,Brazil,-0.86546304,-0.069287459,1.09514432,-0.239826541,1.472215,1.18861,2.634676789,0.488367841,0.229681304931641,-0.309114013671875,巴西,BR,0.0492459200322628,0.0680323541164398
2006-01-01T00:00:00Z,CAN,Canada,-1.204,4.571,4.72,0.505,,,,,3.516,5.076,加拿大,CA,0.123114801943302,0.037795752286911
2006-01-01T00:00:00Z,CHL,Chile,-0.239033845,0.582456611,0.123162107,0.275131139,0.799822123,0.25286909,-0.049051051,1.631000799,-0.115871734619141,0.857587768554688,智利,CL,0.0153893502429128,0.0226774513721466
2006-01-01T00:00:00Z,CHN,China,,,,,,,,,,,中国,CN,0.630963385105133,0.657646059989929
2006-01-01T00:00:00Z,COL,Colombia,,,,,,,,,,,哥伦比亚,CO,0.0184672214090824,0.0302366018295288
2006-01-01T00:00:00Z,DEU,Germany,31.09296666,22.362971778,-17.058165516,12.29679024,-1.739221218,9.849535332,58.63366173,36.446185482,14.0348017578125,34.65976171875,德国,DE,0.517082154750824,0.506463050842285
2006-01-01T00:00:00Z,DNK,Denmark,-0.353825179924543,0.922291620430551,0.492692051615358,3.95374274753495,4.84575631717447,1.64737960115405,4.83101360134428,2.54446593322976,0.138866882324219,4.8760341796875,丹麦,DK,0.00923361070454121,0.0151183009147644
2006-01-01T00:00:00Z,ESP,Spain,,,,,2.663901114,4.04850033,5.483932734,16.465111656,27.233275314,7.428907332,西班牙,ES,0.0831024944782257,0.0680323541164398
2006-01-01T00:00:00Z,FIN,Finland,1.044500982,0.952517118,0.814541322,2.379477324,1.257516246,2.00306967,0.256586568,-1.66418175,1.85904235839844,3.33199438476563,芬兰,FI,0.0215450916439295,0.0302366018295288
2006-01-01T00:00:00Z,FRA,France,,,,,,,,,,,法国,FR,0.637119114398956,0.6274094581604
2006-01-01T00:00:00Z,HUN,Hungary,,,,,,,,,,,匈牙利,HU,0.0184672214090824,0.0075591504573822
2006-01-01T00:00:00Z,IDN,Indonesia,,,,,,,,,,,印度尼西亚,ID,0.0461680516600609,0.075591504573822
2006-01-01T00:00:00Z,IND,India,-0.204459234608985,,0.815884636716583,,0.482,,,,1.545,0,印度,IN,0.28316405415535,0.287247717380524
2006-01-01T00:00:00Z,ITA,Italy,35.196335364876,12.074846489622,1.744912114428,7.71383340231,3.160129854,4.796474382,31.725188701668,39.72041163678,36.94125,19.7886796875,意大利,IT,0.113881193101406,0.0529140532016754
2006-01-01T00:00:00Z,JPN,Japan,14.7635171944161,-4.66389172625128,20.7295795028941,1.31680286006129,0.779307116104869,3.16797752808989,-41.7698416751788,6.52431052093973,35.49309765625,-3.34708862304688,日本,JP,0.129270538687706,0.120946407318115
2006-01-01T00:00:00Z,MEX,Mexico,,,,,,,,,,,墨西哥,MX,0.0584795325994492,0.037795752286911
2006-01-01T00:00:00Z,MYS,Malaysia,,,,,,,,,,,马来西亚,MY,0.0184672214090824,0.037795752286911
2006-01-01T00:00:00Z,NLD,Netherlands,,,,,,,,,,,荷兰,NL,0.113881193101406,0.037795752286911
2006-01-01T00:00:00Z,PHL,Philippines,2.161068899,-0.151184976,0.061331495,1.4308e-05,0.309293962,0.069902742,-0.733822309,-0.028967823,2.222400390625,-0.151170669555664,菲律宾,PH,0.0246229600161314,0.0151183009147644
2006-01-01T00:00:00Z,POL,Poland,0.815751636,0.002420628,-0.33888792,0.364304514,2.818821306,1.082020716,0.089563236,1.292615352,0.476863739013672,0.366725128173828,波兰,PL,0.0215450916439295,0.0075591504573822
2006-01-01T00:00:00Z,PRT,Portugal,-1.76705844,2.363743242,-2.223346818,0.106507632,1.18005615,-0.168233646,9.8640591,3.523224054,-3.9904052734375,2.47025073242188,葡萄牙,PT,0.00923361070454121,0
2006-01-01T00:00:00Z,SWE,Sweden,,,,,,,,,,,瑞典,SE,0.0369344428181648,0.0226774513721466
2006-01-01T00:00:00Z,THA,Thailand,0.06474,-0.44333,2.49034,-0.04072,1.42198,-0.06784,1.03858,-3.61911,2.555080078125,-0.484049987792969,泰国,TH,0.0215450916439295,0.0226774513721466
2006-01-01T00:00:00Z,TUR,Türkiye,1.755,,0.465,,0.44,-0.275,3.247,1.023,2.22,0.151,土耳其,TR,0.0584795325994492,0.0831506550312042
2006-01-01T00:00:00Z,UKR,Ukraine,,,,,,,,,,,乌克兰,UA,0.0892582312226296,0.0831506550312042
2006-01-01T00:00:00Z,ZAF,South Africa,-0.367435442538932,,1.79869899467771,,,,,,1.43126354980469,,南非,ZA,0.052323792129755,0.0529140532016754
2006-02-01T00:00:00Z,BEL,Belgium,,,,,,,,,,,比利时,BE,0.101888112723827,0.0561437271535397
2006-02-01T00:00:00Z,BRA,Brazil,1.9913993,-0.353041365,1.699928,-0.335368635,0.894811,1.81863,-0.806201961,2.631381197,3.69132739257813,-0.688409973144531,巴西,BR,0.0286560319364071,0.0320821292698383
2006-02-01T00:00:00Z,CAN,Canada,-1.827,1.901,4.718,3.155,,,,,2.891,5.056,加拿大,CA,0.191040217876434,0.0561437271535397
2006-02-01T00:00:00Z,CHL,Chile,0.031461924,-0.232785918,0.109253983,0.583701644,1.303552147,0.115329171,-0.073614337,0.088234169,0.140715911865234,0.350915710449219,智利,CL,0.00318400352261961,0
2006-02-01T00:00:00Z,CHN,China,,,,,,,,,,,中国,CN,0.471232533454895,0.352903425693512
2006-02-01T00:00:00Z,COL,Colombia,,,,,,,,,,,哥伦比亚,CO,0.0286560319364071,0.0401026643812656
2006-02-01T00:00:00Z,DEU,Germany,1.770457305,9.551873835,18.05794821,13.715970315,8.01779586,16.089314295,17.149439775,21.788682585,19.82840625,23.26784375,德国,DE,0.359792411327362,0.28071865439415
2006-02-01T00:00:00Z,DNK,Denmark,0.884630337588285,0.441586211365256,-7.00171709972138,2.9803019503661,0.284131406725847,1.00077755459081,2.38709259379252,-3.79673427071859,-6.1170869140625,3.42188818359375,丹麦,DK,0.149648174643517,0.088225856423378
2006-02-01T00:00:00Z,ESP,Spain,,,,,3.343931835,33.748521615,31.19729622,17.221069875,31.2546003,6.911110815,西班牙,ES,0.108256123960018,0.0320821292698383
2006-02-01T00:00:00Z,FIN,Finland,-3.05144226,1.37768559,0.36292584,1.51617045,0.915671445,1.660624485,0.127740345,-4.618947615,-2.68851635742188,2.89385595703125,芬兰,FI,0.0350240394473076,0.0481231957674027
2006-02-01T00:00:00Z,FRA,France,,,,,,,,,,,法国,FR,0.445760488510132,0.449149817228317
2006-02-01T00:00:00Z,HUN,Hungary,,,,,,,,,,,匈牙利,HU,0.00636800704523921,0
2006-02-01T00:00:00Z,IDN,Indonesia,,,,,,,,,,,印度尼西亚,ID,0.0764160826802254,0.072184793651104
2006-02-01T00:00:00Z,IND,India,-0.0343452650657001,,1.71903035795197,,0.127,,,,1.821,0,印度,IN,0.251536279916763,0.224574908614159
2006-02-01T00:00:00Z,ITA,Italy,8.81992404582,-0.123326737005,1.90667865384,12.377033027595,3.91100346,4.13305677,-10.395052037295,-16.8645668673,10.7266025390625,12.2537060546875,意大利,IT,0.098704107105732,0.0401026643812656
2006-02-01T00:00:00Z,JPN,Japan,-12.1502684277801,1.10904132935663,0.775287601193012,1.28123561994035,0.996301661695782,-0.811086493395825,5.34683425649766,4.30256497656583,-11.37498046875,2.39027709960938,日本,JP,0.152832165360451,0.104266926646233
2006-02-01T00:00:00Z,MEX,Mexico,,,,,,,,,,,墨西哥,MX,0.0764160826802254,0.072184793651104
2006-02-01T00:00:00Z,MYS,Malaysia,,,,,,,,,,,马来西亚,MY,0.0127360140904784,0.00802053231745958
2006-02-01T00:00:00Z,NLD,Netherlands,,,,,,,,,,,荷兰,NL,0.101888112723827,0.0240615978837013
2006-02-01T00:00:00Z,PHL,Philippines,-0.33608976,0.266815841,0.210214619,6.3909e-05,0.094635889,0.068963333,-0.741803143,-0.243763242,-0.125875129699707,0.266879730224609,菲律宾,PH,0.0254720281809568,0.0240615978837013
2006-02-01T00:00:00Z,POL,Poland,3.57672966,0.10744515,-0.15042321,0.17191224,3.907421955,2.64315069,0.595723665,1.142500095,3.426306640625,0.279357391357422,波兰,PL,0.0445760488510132,0.0320821292698383
2006-02-01T00:00:00Z,PRT,Portugal,0.655415415,0.40351623,1.085196015,0.36292584,0.323529285,0.06446709,1.899391485,0.87627489,1.74061145019531,0.766442077636719,葡萄牙,PT,0.00955201033502817,0
2006-02-01T00:00:00Z,SWE,Sweden,,,,,,,,,,,瑞典,SE,0.0286560319364071,0.0240615978837013
2006-02-01T00:00:00Z,THA,Thailand,-0.24875,0.27388,0.63014,-0.01206,0.56155,-0.1628,0.70071,0.10642,0.381390014648438,0.261820007324219,泰国,TH,0.0445760488510132,0.0401026643812656
2006-02-01T00:00:00Z,TUR,Türkiye,0.728,,0.199,,0.394,0.062,5.197,-1.628,0.927,-0.286,土耳其,TR,0.0700480788946152,0.0401026643812656
2006-02-01T00:00:00Z,UKR,Ukraine,,,,,,,,,,,乌克兰,UA,0.0445760488510132,0.0240615978837013
2006-02-01T00:00:00Z,ZAF,South Africa,0.329836065573771,,2.55081967213115,,,,,,2.88065576171875,,南非,ZA,0.0509440563619137,0.0320821292698383
2006-03-01T00:00:00Z,BEL,Belgium,,,,,,,,,,,比利时,BE,0.0373027250170708,0.0433494672179222
2006-03-01T00:00:00Z,BRA,Brazil,2.469711301,-0.029440658,-0.151797991,0.651386658,1.694662,0.199149,0.650370241,3.036610905,2.3179130859375,0.621945983886719,巴西,BR,0.0459110476076603,0.0361245572566986
2006-03-01T00:00:00Z,CAN,Canada,4.453,5.251,-1.416,4.542,,,,,3.037,9.793,加拿大,CA,0.238163560628891,0.151723146438599
2006-03-01T00:00:00Z,CHL,Chile,0.031739773,0.734300249,-0.054797574,0.38357164,1.781242537,0.307078421,1.624624009,2.551164203,-0.0230578002929688,1.11787182617188,智利,CL,0.0258249640464783,0.0288996454328299
2006-03-01T00:00:00Z,CHN,China,,,,,,,,,,,中国,CN,0.527977049350739,0.577992916107178
2006-03-01T00:00:00Z,COL,Colombia,,,,,,,,,,,哥伦比亚,CO,0.0344332866370678,0.0433494672179222
2006-03-01T00:00:00Z,DEU,Germany,29.342022,18.933904,4.069972,-1.07579,10.236232,12.599364,17.021522,46.845546,33.4119921875,17.858115234375,德国,DE,0.266857951879501,0.267321735620499
2006-03-01T00:00:00Z,DNK,Denmark,0.241311349324617,-6.58398628402955,0.498325562018299,7.00620102869778,-1.13188802897018,2.30095018346713,4.72415837459341,4.92284766620199,0.739636901855469,0.422214691162109,丹麦,DK,0.0315638445317745,0.0433494672179222
2006-03-01T00:00:00Z,ESP,Spain,,,,,-3.61201,1.054154,8.6544,5.918648,24.68908,13.17392,西班牙,ES,0.106169298291206,0.0722491145133972
2006-03-01T00:00:00Z,FIN,Finland,4.854878,4.5075,0.340166,0.927944,3.321126,0.698362,4.829636,9.701342,5.1950439453125,5.43544384765625,芬兰,FI,0.0229555238038301,0.0505743809044361
2006-03-01T00:00:00Z,FRA,France,,,,,,,,,,,法国,FR,0.439024388790131,0.498518884181976
2006-03-01T00:00:00Z,HUN,Hungary,,,,,,,,,,,匈牙利,HU,0.00573888095095754,0.00722491135820746
2006-03-01T00:00:00Z,IDN,Indonesia,,,,,,,,,,,印度尼西亚,ID,0.0545193701982498,0.0722491145133972
2006-03-01T00:00:00Z,IND,India,-0.0583427541979576,,1.51022838343382,,1.24,,,,0.966,0,印度,IN,0.350071728229523,0.354020655155182
2006-03-01T00:00:00Z,ITA,Italy,32.816747974,-0.246834306,0.305541188,9.412271818,9.394832,2.021764,6.656325016,32.475196068,33.1222890625,9.1654375,意大利,IT,0.0688665732741356,0.0505743809044361
2006-03-01T00:00:00Z,JPN,Japan,1.38555766574586,25.6364209254144,-16.1322427486188,0.527952348066298,3.16665227900552,7.25450621546962,22.7835462707182,-10.1543939917127,-14.746685546875,26.164375,日本,JP,0.134863704442978,0.151723146438599
2006-03-01T00:00:00Z,MEX,Mexico,,,,,,,,,,,墨西哥,MX,0.0688665732741356,0.0505743809044361
2006-03-01T00:00:00Z,MYS,Malaysia,,,,,,,,,,,马来西亚,MY,0.0315638445317745,0.0144498227164149
2006-03-01T00:00:00Z,NLD,Netherlands,,,,,,,,,,,荷兰,NL,0.0688665732741356,0.0794740244746208
2006-03-01T00:00:00Z,PHL,Philippines,-0.073686426,-0.170477404,0.049039539,0.000392287,0.150334984,0.23652982,0.430486568,-0.095727452,-0.0246468849182129,-0.170085113525391,菲律宾,PH,0.0172166433185339,0.0144498227164149
2006-03-01T00:00:00Z,POL,Poland,0.015626,-0.028848,-0.098564,0.385842,-1.381098,-2.931678,-2.304234,-0.858228,-0.0829379959106445,0.356993988037109,波兰,PL,0.043041605502367,0.0288996454328299
2006-03-01T00:00:00Z,PRT,Portugal,0.070918,1.747708,-0.173088,0.698362,0.482002,1.199596,8.635168,4.560388,-0.102169998168945,2.44607006835938,葡萄牙,PT,0,0
2006-03-01T00:00:00Z,SWE,Sweden,,,,,,,,,,,瑞典,SE,0.0114777619019151,0.0144498227164149
2006-03-01T00:00:00Z,THA,Thailand,0.07165,-0.39481,-0.0397900000000001,-0.00405,0.91236,-0.04919,3.35608,-3.97165,0.0318600006103516,-0.398859985351562,泰国,TH,0.043041605502367,0.0577992908656597
2006-03-01T00:00:00Z,TUR,Türkiye,0.761,,-0.023,,0.369,0.033,1.133,-1.42,0.738,0.44,土耳其,TR,0.086083211004734,0.0794740244746208
2006-03-01T00:00:00Z,UKR,Ukraine,,,,,,,,,,,乌克兰,UA,0.063127689063549,0.0794740244746208
2006-03-01T00:00:00Z,ZAF,South Africa,0.749452865364351,,0.941557915214396,,,,,,1.6910107421875,,南非,ZA,0.0373027250170708,0.0433494672179222
2006-04-01T00:00:00Z,BEL,Belgium,,,,,,,,,,,比利时,BE,0.0407383032143116,0.0227514021098614
2006-04-01T00:00:00Z,BRA,Brazil,-5.246224692,0.015512472,-0.047620848,0.151483528,0.835257,0.393772709,-0.110365009,-1.153819431,-5.29384521484375,0.166996002197266,巴西,BR,0.0438720174133778,0.0682542100548744
2006-04-01T00:00:00Z,CAN,Canada,-1.654,2.398,6.481,2.608,,,,,4.827,5.006,加拿大,CA,0.222493812441826,0.113757014274597
2006-04-01T00:00:00Z,CHL,Chile,0.160802801,0.060313771,0.01811043,0.159354978,0.127566522,0.109265662,0.011029413,-0.146022818,0.178913223266602,0.219668746948242,智利,CL,0.0219360087066889,0
2006-04-01T00:00:00Z,CHN,China,,,,,,,,,,,中国,CN,0.538999080657959,0.477779477834702
2006-04-01T00:00:00Z,COL,Colombia,,,,,,,,,,,哥伦比亚,CO,0.0156685784459114,0.0227514021098614
2006-04-01T00:00:00Z,DEU,Germany,2.465278053,8.073202743,-37.395163458,-4.142746992,-7.030153293,8.953045632,31.961489382,6.660791076,-34.92988671875,3.93045556640625,德国,DE,0.26949954032898,0.212346434593201
2006-04-01T00:00:00Z,DNK,Denmark,-1.28546256930861,-1.11572719484004,-0.349978176880425,3.53550702381145,1.09632886632935,1.17408383310971,7.95509286949775,0.935161086953008,-1.63544067382813,2.41977978515625,丹麦,DK,0.0250697247684002,0.0303352046757937
2006-04-01T00:00:00Z,ESP,Spain,,,,,9.283140105,12.207359916,8.041297701,14.746264989,12.325163148,-3.687486585,西班牙,ES,0.0814766064286232,0.0606704093515873
2006-04-01T00:00:00Z,FIN,Finland,2.468959404,1.86521784,0.148481157,0.722771913,2.235807174,1.446770943,-1.542486069,-3.712028925,2.61744067382813,2.58798974609375,芬兰,FI,0.0156685784459114,0.0227514021098614
2006-04-01T00:00:00Z,FRA,France,,,,,,,,,,,法国,FR,0.357243597507477,0.401941448450089
2006-04-01T00:00:00Z,HUN,Hungary,,,,,,,,,,,匈牙利,HU,0.00940114725381136,0.00758380116894841
2006-04-01T00:00:00Z,IDN,Indonesia,,,,,,,,,,,印度尼西亚,ID,0.034470871090889,0.0379190035164356
2006-04-01T00:00:00Z,IND,India,0.0559558783958294,,0.117518603359289,,0.661,,,,3.711,0,印度,IN,0.238162383437157,0.197178825736046
2006-04-01T00:00:00Z,ITA,Italy,9.465510552189,0.628042161951,-14.782629374178,10.459677796494,8.926049058,2.320478247,3.706835765856,-8.031305287269,-5.31711865234375,11.0877197265625,意大利,IT,0.13474977016449,0.136508420109749
2006-04-01T00:00:00Z,JPN,Japan,-2.59424618240108,-29.9087066565427,43.7430692651649,4.76119125959673,-14.3094997047161,2.14419134396355,-17.7050113895216,33.2734750696026,41.14882421875,-25.147515625,日本,JP,0.13474977016449,0.1061732172966
2006-04-01T00:00:00Z,MEX,Mexico,,,,,,,,,,,墨西哥,MX,0.10968004912138,0.113757014274597
