date,Debt,Equity,Total,country1,name,iso3
2017-09-01,1052.6724886836453,20.07224178135431,1072.7447304649995,Czech Republic,Czechia,CZE
2018-04-01,-7334.059233449477,20.857530003871464,-7313.201703445606,Czech Republic,Czechia,CZE
2018-08-01,-1037.048693853693,359.29139876804084,-677.7572950856522,Czech Republic,Czechia,CZE
2018-12-01,5758.824307055042,-82.13986691931436,5676.6844401357275,Czech Republic,Czechia,CZE
2018-02-01,5972.837218375106,-95.09411879449911,5877.743099580607,Czech Republic,Czechia,CZE
2018-01-01,-11358.73107149702,0.0,-11358.73107149702,Czech Republic,Czechia,CZE
2018-07-01,-5665.385832466888,17.042629175896213,-5648.343203290992,Czech Republic,Czechia,CZE
2018-06-01,6309.1419769865,-104.9651173326085,6204.176859653891,Czech Republic,Czechia,CZE
2018-03-01,7705.893766674749,90.95318942517581,7796.846956099925,Czech Republic,Czechia,CZE
2018-05-01,-3497.7438069803866,-8.334100745925042,-3506.0779077263114,Czech Republic,Czechia,CZE
2018-11-01,1800.4032258064515,-46.28330995792426,1754.1199158485272,Czech Republic,Czechia,CZE
2018-10-01,-7229.619746497665,-98.06537691794529,-7327.68512341561,Czech Republic,Czechia,CZE
2018-09-01,6410.966390381636,58.11093906548865,6469.077329447125,Czech Republic,Czechia,CZE
2019-04-01,-6402.09208683473,-203.5626750700279,-6605.654761904758,Czech Republic,Czechia,CZE
2019-08-01,-69.55284377560261,11.16812556595231,-58.3847182096503,Czech Republic,Czechia,CZE
2019-12-01,6721.403661726236,-1.743679163034,6719.659982563202,Czech Republic,Czechia,CZE
2019-02-01,828.0974232262612,-9.133427462054351,818.9639957642069,Czech Republic,Czechia,CZE
2019-01-01,-2799.6795585028276,-7.254439449908767,-2806.9339979527363,Czech Republic,Czechia,CZE
2019-07-01,-8804.538670880527,160.17030989377594,-8644.368360986751,Czech Republic,Czechia,CZE
2019-06-01,7533.748014822652,27.924827951296965,7561.672842773949,Czech Republic,Czechia,CZE
2019-03-01,8288.210952632502,15.671773199506948,8303.882725832009,Czech Republic,Czechia,CZE
2019-05-01,78.2450201796641,24.519376817254695,102.76439699691879,Czech Republic,Czechia,CZE
2019-11-01,-328.67284217816655,16.40550601679509,-312.2673361613715,Czech Republic,Czechia,CZE
2019-10-01,-8349.572171819238,10.233478092617277,-8339.33869372662,Czech Republic,Czechia,CZE
2019-09-01,7756.412983366656,-145.02063215212488,7611.392351214531,Czech Republic,Czechia,CZE
2020-04-01,-968.3279550615525,-14.740448587705687,-983.0684036492582,Czech Republic,Czechia,CZE
2020-08-01,1915.1523370400496,-23.008769550673527,1892.143567489376,Czech Republic,Czechia,CZE
2020-12-01,15013.82658959538,188.02312138728328,15201.849710982662,Czech Republic,Czechia,CZE
2020-02-01,-1872.4589735776794,0.261176163322161,-1872.1977974143572,Czech Republic,Czechia,CZE
2020-01-01,-5736.144737421309,3.6096315534621617,-5732.535105867847,Czech Republic,Czechia,CZE
2020-07-01,-5781.675822987413,-10.122420729333394,-5791.798243716747,Czech Republic,Czechia,CZE
2020-06-01,4575.213026238078,-8.942883658145607,4566.270142579932,Czech Republic,Czechia,CZE
2020-03-01,7648.504762300878,-34.68785093374371,7613.816911367134,Czech Republic,Czechia,CZE
2020-05-01,-800.911671798152,-36.3869007157423,-837.2985725138943,Czech Republic,Czechia,CZE
2020-11-01,-3022.6286838692386,52.63628639148521,-2969.9923974777535,Czech Republic,Czechia,CZE
2020-10-01,-5176.032556931338,32.73010650272752,-5143.30245042861,Czech Republic,Czechia,CZE
2020-09-01,2761.7323738466284,-1.721778287934307,2760.010595558694,Czech Republic,Czechia,CZE
2021-04-01,-7410.941181906386,77.90047590444944,-7333.040706001937,Czech Republic,Czechia,CZE
2021-08-01,-966.9963945641128,-66.46944624202649,-1033.4658408061393,Czech Republic,Czechia,CZE
2021-12-01,14295.815618706643,-517.5654508838666,13778.250167822776,Czech Republic,Czechia,CZE
2021-02-01,2751.5429212642607,-32.962408827379846,2718.580512436881,Czech Republic,Czechia,CZE
2021-01-01,-8345.965827086919,-27.6549187578565,-8373.620745844775,Czech Republic,Czechia,CZE
2021-07-01,-9548.974418068681,1.4289006683567644,-9547.545517400324,Czech Republic,Czechia,CZE
2021-06-01,6503.312511830399,126.20670073821691,6629.519212568615,Czech Republic,Czechia,CZE
2021-03-01,3411.962548859191,-96.21852558858275,3315.744023270608,Czech Republic,Czechia,CZE
2021-05-01,62.39308116327696,-50.22809351834253,12.164987644934428,Czech Republic,Czechia,CZE
2021-11-01,1759.9334771664883,139.38331535418925,1899.3167925206776,Czech Republic,Czechia,CZE
2021-10-01,-7581.781763554423,3.050029589839305,-7578.731733964584,Czech Republic,Czechia,CZE
2021-09-01,6326.515467742686,392.5606418997265,6719.076109642413,Czech Republic,Czechia,CZE
2022-04-01,-8728.544239366182,34.92232107289871,-8693.621918293284,Czech Republic,Czechia,CZE
2022-08-01,-1986.5215778409813,152.42570380445997,-1834.0958740365213,Czech Republic,Czechia,CZE
2022-02-01,888.3990719257548,-2.8306264501160117,885.5684454756388,Czech Republic,Czechia,CZE
2022-01-01,-7782.088034029969,9.3397447752913,-7772.748289254678,Czech Republic,Czechia,CZE
2022-07-01,698.7208676574077,1.8628140911537026,700.5836817485614,Czech Republic,Czechia,CZE
2022-06-01,-5866.452991452987,-259.7008547008545,-6126.153846153841,Czech Republic,Czechia,CZE
2022-03-01,1363.4961892594376,-51.7203401030882,1311.7758491563495,Czech Republic,Czechia,CZE
2022-05-01,2605.2395401512913,116.71438950382506,2721.9539296551166,Czech Republic,Czechia,CZE
1995-04-01,312.7049661497023,327.74947775016307,640.4544438998653,Emerging Markets,,
1995-08-01,2001.4131662456894,3049.0727524874255,5050.485918733115,Emerging Markets,,
1995-12-01,1940.1856147227738,551.5011881947022,2491.686802917476,Emerging Markets,,
1995-02-01,-1497.125799306209,-175.98598050643926,-1673.1117798126484,Emerging Markets,,
1995-01-01,381.469684564479,-1528.1593010924053,-1146.6896165279263,Emerging Markets,,
1995-07-01,799.4446531565443,3224.282347530318,4023.727000686862,Emerging Markets,,
1995-06-01,1861.7992340042058,590.3803491356947,2452.1795831399004,Emerging Markets,,
1995-03-01,-2369.078757819817,-1248.3225477387493,-3617.4013055585665,Emerging Markets,,
1995-05-01,-336.14506826412435,1297.3518933455052,961.2068250813809,Emerging Markets,,
1995-11-01,323.9542797361721,599.8566064701481,923.8108862063202,Emerging Markets,,
1995-10-01,1452.007905054622,887.4733058304021,2339.4812108850238,Emerging Markets,,
1995-09-01,-31.656078511099622,1404.716968793265,1373.0608902821655,Emerging Markets,,
1996-04-01,1681.6781857103904,2407.9002970678557,4089.5784827782463,Emerging Markets,,
1996-08-01,2688.1437776432085,961.6611857246098,3649.8049633678183,Emerging Markets,,
1996-12-01,5139.22009243371,1047.8742390992952,6187.094331533006,Emerging Markets,,
1996-02-01,1825.1270869551286,1269.8486047938236,3094.975691748952,Emerging Markets,,
1996-01-01,1569.6871266132848,1777.0957275842757,3346.7828541975605,Emerging Markets,,
1996-07-01,2504.387031726663,707.0775128900949,3211.464544616758,Emerging Markets,,
1996-06-01,4280.127770061462,450.97334258142314,4731.101112642885,Emerging Markets,,
1996-03-01,2256.5357369988924,442.10137040903356,2698.637107407926,Emerging Markets,,
1996-05-01,3100.040841118932,1301.3635157692656,4401.404356888197,Emerging Markets,,
1996-11-01,5854.027001675773,879.6545260485932,6733.681527724366,Emerging Markets,,
1996-10-01,2092.566928364634,1294.8814234647616,3387.4483518293955,Emerging Markets,,
1996-09-01,1796.1348893148856,1040.3904472412069,2836.5253365560925,Emerging Markets,,
1997-04-01,2681.9847222341414,1127.8448904558695,3809.829612690011,Emerging Markets,,
1997-08-01,2575.5548756427834,1940.4103890945344,4515.965264737318,Emerging Markets,,
1997-12-01,-3068.6256007814955,433.19545267841386,-2635.4301481030816,Emerging Markets,,
1997-02-01,3109.398343142733,1572.4635221199615,4681.861865262695,Emerging Markets,,
1997-01-01,683.0407675244312,1757.519426687809,2440.5601942122403,Emerging Markets,,
1997-07-01,4769.585645929039,2882.0268845205264,7651.612530449565,Emerging Markets,,
1997-06-01,2635.3987486843826,3449.092295113404,6084.491043797787,Emerging Markets,,
1997-03-01,2104.0801016710625,1386.728326476983,3490.8084281480456,Emerging Markets,,
1997-05-01,2194.328008102692,4080.8129278736787,6275.140935976371,Emerging Markets,,
1997-11-01,-1527.0304027479956,-2145.408216488484,-3672.4386192364796,Emerging Markets,,
1997-10-01,206.3104283202906,-344.3006617861794,-137.99023346588876,Emerging Markets,,
1997-09-01,4643.411826763665,389.3736370545297,5032.785463818194,Emerging Markets,,
1998-04-01,10712.747763699303,2135.479424420621,12848.227188119923,Emerging Markets,,
1998-08-01,-5450.718437598614,-1986.874844568622,-7437.593282167236,Emerging Markets,,
1998-12-01,-2526.3884443118477,-77.54249271236012,-2603.9309370242077,Emerging Markets,,
1998-02-01,3447.5269179669826,3879.1974265902627,7326.724344557246,Emerging Markets,,
1998-01-01,-165.8769106970973,2188.097422400183,2022.2205117030858,Emerging Markets,,
1998-07-01,-2026.0241907221907,1837.079401394013,-188.94478932817765,Emerging Markets,,
1998-06-01,-882.7278074863427,-0.934521668064292,-883.662329154407,Emerging Markets,,
1998-03-01,9722.91805130515,3394.718723238781,13117.636774543931,Emerging Markets,,
1998-05-01,896.7225452111431,1365.8889445876089,2262.611489798752,Emerging Markets,,
1998-11-01,350.2727801277033,1071.902271652339,1422.1750517800424,Emerging Markets,,
1998-10-01,3025.396679124454,172.26428672836508,3197.660965852819,Emerging Markets,,
1998-09-01,-8443.788812922588,-1938.7185097832064,-10382.507322705795,Emerging Markets,,
1999-04-01,3697.2521169679176,2787.8844207478414,6485.136537715759,Emerging Markets,,
1999-08-01,-1469.8189833315769,358.02394892192814,-1111.7950344096487,Emerging Markets,,
1999-12-01,4202.884605569767,2557.461848141369,6760.346453711136,Emerging Markets,,
1999-02-01,-3946.073586974805,916.1294019503703,-3029.944185024435,Emerging Markets,,
1999-01-01,-1878.6458753419956,1147.1697223441424,-731.4761529978532,Emerging Markets,,
1999-07-01,-1018.2275314767096,2370.1928059011007,1351.965274424391,Emerging Markets,,
1999-06-01,-2072.13319353428,1152.2166064526511,-919.9165870816289,Emerging Markets,,
1999-03-01,-1748.2134334842258,2103.225188403882,355.01175491965614,Emerging Markets,,
1999-05-01,1612.6207144463242,4886.492262243456,6499.11297668978,Emerging Markets,,
1999-11-01,2964.3469511127855,3590.4054187639,6554.752369876685,Emerging Markets,,
1999-10-01,485.60858126341475,1352.1118014360277,1837.7203826994423,Emerging Markets,,
1999-09-01,1128.9779980077674,25.020781549745767,1153.9987795575132,Emerging Markets,,
2000-04-01,1061.2256374228946,1005.5716019019229,2066.7972393248174,Emerging Markets,,
2000-08-01,531.5777815636651,3182.8287917513117,3714.406573314977,Emerging Markets,,
2000-12-01,-95.79192787038878,470.8897251898034,375.09779731941467,Emerging Markets,,
2000-02-01,1898.7763754067598,2388.6232006204023,4287.399576027162,Emerging Markets,,
2000-01-01,1997.6844490393248,1628.4240950511405,3626.1085440904653,Emerging Markets,,
2000-07-01,2878.745165863136,1909.2574055107327,4788.002571373869,Emerging Markets,,
2000-06-01,506.5723118316286,3915.7286052046747,4422.300917036303,Emerging Markets,,
2000-03-01,2132.760878981514,4175.50128016023,6308.262159141744,Emerging Markets,,
2000-05-01,-2601.7227446957377,1045.6768615853505,-1556.0458831103872,Emerging Markets,,
2000-11-01,-5234.556125495192,846.1024095187609,-4388.453715976431,Emerging Markets,,
2000-10-01,-135.21261768726163,445.76513698894325,310.5525193016816,Emerging Markets,,
2000-09-01,310.0375772370244,-409.6882550314819,-99.65067779445752,Emerging Markets,,
2001-04-01,478.7428103390506,1641.203566827697,2119.9463771667474,Emerging Markets,,
2001-08-01,1316.0469201308188,496.09069470282304,1812.1376148336417,Emerging Markets,,
2001-12-01,1448.1409419929948,790.922819243488,2239.0637612364826,Emerging Markets,,
2001-02-01,-3359.7556085353813,720.982482327987,-2638.7731262073944,Emerging Markets,,
2001-01-01,2591.722035461483,4449.05968965323,7040.781725114713,Emerging Markets,,
2001-07-01,-64.4651938552434,2964.2218072033484,2899.756613348105,Emerging Markets,,
2001-06-01,-1629.0039205096634,1553.9314376491939,-75.07248286046956,Emerging Markets,,
2001-03-01,-646.792906157755,747.0656997573212,100.27279359956617,Emerging Markets,,
2001-05-01,-509.18577844643823,1771.3180757482705,1262.1322973018323,Emerging Markets,,
2001-11-01,-722.0802363277778,1314.241744977286,592.1615086495083,Emerging Markets,,
2001-10-01,-1128.074646329771,2318.9076735556628,1190.8330272258918,Emerging Markets,,
2001-09-01,-2840.66045871919,-61.73782995538682,-2902.398288674577,Emerging Markets,,
2002-04-01,749.3496287778714,553.3600039062093,1302.7096326840806,Emerging Markets,,
2002-08-01,-1208.6575173188862,230.08910422202163,-978.5684130968646,Emerging Markets,,
2002-12-01,402.7833837674254,1779.3122024111424,2182.095586178568,Emerging Markets,,
2002-02-01,-2448.9909005847117,26.535760546287225,-2422.4551400384244,Emerging Markets,,
2002-01-01,3459.836070533317,960.8151899214969,4420.651260454814,Emerging Markets,,
2002-07-01,-1246.2784315197655,-724.2420983166177,-1970.520529836383,Emerging Markets,,
2002-06-01,-2514.433903321038,-853.6881602933232,-3368.122063614361,Emerging Markets,,
2002-03-01,890.9801650867406,480.0568562854773,1371.0370213722179,Emerging Markets,,
2002-05-01,88.17243973363624,-777.8942776763173,-689.7218379426811,Emerging Markets,,
2002-11-01,1776.5094587407796,1317.7352329543635,3094.244691695143,Emerging Markets,,
2002-10-01,105.37257177421222,73.52321300857945,178.89578478279168,Emerging Markets,,
2002-09-01,162.80410812424395,-559.8764537281015,-397.07234560385757,Emerging Markets,,
2003-04-01,-355.7385802185829,-400.82652548066164,-756.5651056992446,Emerging Markets,,
2003-08-01,-1396.6739553785549,2912.61779401859,1515.943838640035,Emerging Markets,,
2003-12-01,-77.41144443202866,3981.3677444723367,3903.956300040308,Emerging Markets,,
2003-02-01,-921.2580186144199,-240.69952785396828,-1161.9575464683883,Emerging Markets,,
2003-01-01,4167.942252462971,414.7232803010819,4582.665532764053,Emerging Markets,,
2003-07-01,-741.4521952613128,3397.718200772503,2656.2660055111905,Emerging Markets,,
2003-06-01,6106.31895225728,3549.092813180052,9655.411765437333,Emerging Markets,,
2003-03-01,-3.620430052643954,-552.7712272819814,-556.3916573346254,Emerging Markets,,
2003-05-01,2357.157336703498,1337.3705212141642,3694.527857917662,Emerging Markets,,
2003-11-01,151.29648867741074,2950.537652582639,3101.83414126005,Emerging Markets,,
2003-10-01,2068.626840655923,5100.102248399239,7168.729089055162,Emerging Markets,,
2003-09-01,4360.492219414564,2971.928647778482,7332.420867193046,Emerging Markets,,
2004-04-01,-8317.597573222429,6332.569494275441,-1985.028078946988,Emerging Markets,,
2004-08-01,1298.3424063490615,1546.2216701421376,2844.564076491199,Emerging Markets,,
2004-12-01,4605.183619080208,3453.5526843241114,8058.736303404319,Emerging Markets,,
2004-02-01,5159.325977777683,3213.9592987922897,8373.285276569972,Emerging Markets,,
2004-01-01,7232.63479973667,5839.30606133529,13071.94086107196,Emerging Markets,,
2004-07-01,636.6821845924026,1403.5344210309486,2040.2166056233511,Emerging Markets,,
2004-06-01,5570.338865713312,764.5396730751468,6334.878538788458,Emerging Markets,,
2004-03-01,5681.703046540877,3711.6578532566728,9393.36089979755,Emerging Markets,,
2004-05-01,108.95079149460696,-3212.492972643612,-3103.542181149005,Emerging Markets,,
2004-11-01,4261.693049070323,4178.04183008001,8439.734879150332,Emerging Markets,,
2004-10-01,2977.6535465863935,121.35048091155568,3099.004027497949,Emerging Markets,,
2004-09-01,1295.1035883275604,2136.4141517147114,3431.5177400422717,Emerging Markets,,
2005-04-01,738.9014801078984,779.1877263940278,1518.0892065019261,Emerging Markets,,
2005-08-01,-845.8940514769815,2952.526466739496,2106.6324152625143,Emerging Markets,,
2005-12-01,2492.0660909554385,5031.125335352642,7523.19142630808,Emerging Markets,,
2005-02-01,7774.41920811014,7211.735656913739,14986.15486502388,Emerging Markets,,
2005-01-01,5484.654894593097,4253.8851852250145,9738.54007981811,Emerging Markets,,
2005-07-01,-2380.72000274401,10085.216583214242,7704.4965804702315,Emerging Markets,,
2005-06-01,7121.651552991702,5547.856532205688,12669.50808519739,Emerging Markets,,
2005-03-01,2845.461622333358,2194.3927664093612,5039.854388742719,Emerging Markets,,
2005-05-01,6038.494093332854,-454.2503188624339,5584.24377447042,Emerging Markets,,
2005-11-01,3680.9155958927317,7125.441623942181,10806.357219834912,Emerging Markets,,
2005-10-01,-1064.8811847118857,-2989.316097590521,-4054.197282302407,Emerging Markets,,
2005-09-01,3495.931128887184,2361.840959124663,5857.772088011847,Emerging Markets,,
2006-04-01,-2990.9412997254094,3182.502013921202,191.56071419579257,Emerging Markets,,
2006-08-01,4153.239934801342,-1170.610570377592,2982.6293644237503,Emerging Markets,,
2006-12-01,5067.524998052952,590.6740954966668,5658.199093549619,Emerging Markets,,
2006-02-01,8624.539921381569,9761.713073479297,18386.252994860864,Emerging Markets,,
2006-01-01,3648.8564724161315,8448.623401456716,12097.479873872848,Emerging Markets,,
2006-07-01,2337.2937260126364,-55.31976225478331,2281.973963757853,Emerging Markets,,
2006-06-01,-4273.017336873449,-1681.3508270183927,-5954.3681638918415,Emerging Markets,,
2006-03-01,6613.818957451321,3227.1113120299956,9840.930269481316,Emerging Markets,,
2006-05-01,-3453.6744712164304,-4261.354017298023,-7715.028488514454,Emerging Markets,,
2006-11-01,10437.505510014524,1883.804758246958,12321.31026826148,Emerging Markets,,
2006-10-01,7831.811133456823,6518.649264786623,14350.460398243446,Emerging Markets,,
2006-09-01,7337.11512229703,1392.0946238710978,8729.209746168128,Emerging Markets,,
2007-04-01,8990.694385498266,9120.70884807984,18111.403233578105,Emerging Markets,,
2007-08-01,5333.782759881692,-10070.41649693557,-4736.633737053878,Emerging Markets,,
2007-12-01,6989.866795517412,4433.509369213399,11423.376164730811,Emerging Markets,,
2007-02-01,5731.592730255869,9781.461090101046,15513.053820356916,Emerging Markets,,
2007-01-01,12388.173903807941,1438.8169920551877,13826.99089586313,Emerging Markets,,
2007-07-01,4932.210365635604,6074.46574317901,11006.676108814614,Emerging Markets,,
2007-06-01,3656.6849271518377,913.9671530167639,4570.652080168602,Emerging Markets,,
2007-03-01,3972.6859213705216,-151.72466868273938,3820.9612526877822,Emerging Markets,,
2007-05-01,9253.60283249571,5350.044225960917,14603.647058456627,Emerging Markets,,
2007-11-01,8996.871080851935,-7054.16390938824,1942.707171463695,Emerging Markets,,
2007-10-01,12711.349553054957,8888.643246596957,21599.992799651915,Emerging Markets,,
2007-09-01,8925.644630664163,3912.635812985644,12838.280443649806,Emerging Markets,,
2008-04-01,1978.5460146331343,5528.73872841643,7507.284743049564,Emerging Markets,,
2008-08-01,7937.171921221923,-5782.854317087069,2154.3176041348543,Emerging Markets,,
2008-12-01,-9824.237274489702,695.9905911399273,-9128.246683349775,Emerging Markets,,
2008-02-01,7273.112733489443,-1353.2595695991045,5919.853163890339,Emerging Markets,,
2008-01-01,14815.556719218119,-18477.99647945276,-3662.43976023464,Emerging Markets,,
2008-07-01,10018.37411402815,-4460.465456510689,5557.9086575174615,Emerging Markets,,
2008-06-01,10100.881586575788,-7629.7261617257545,2471.1554248500333,Emerging Markets,,
2008-03-01,1118.8609548727081,-2856.737289423006,-1737.876334550298,Emerging Markets,,
2008-05-01,7848.555375809491,2839.359865597289,10687.91524140678,Emerging Markets,,
2008-11-01,-10865.218134089548,-6248.506504498472,-17113.72463858802,Emerging Markets,,
2008-10-01,-23711.158163828848,-20418.290939191033,-44129.449103019884,Emerging Markets,,
2008-09-01,-4392.864892828692,-9411.640969887112,-13804.505862715803,Emerging Markets,,
2009-04-01,5384.134887375979,5944.826417994732,11328.96130537071,Emerging Markets,,
2009-08-01,7532.798981480796,13157.511154458118,20690.310135938915,Emerging Markets,,
2009-12-01,-1364.5467501004002,9093.496034244763,7728.9492841443625,Emerging Markets,,
2009-02-01,-5800.318066517745,-1517.5108653216078,-7317.828931839353,Emerging Markets,,
2009-01-01,3514.6983606808403,-1825.1470451061036,1689.5513155747367,Emerging Markets,,
2009-07-01,19872.995965885682,16146.067210179111,36019.063176064796,Emerging Markets,,
2009-06-01,4053.0020435742604,5344.802707141132,9397.804750715391,Emerging Markets,,
2009-03-01,-9302.068256400922,4291.27569465779,-5010.792561743132,Emerging Markets,,
2009-05-01,14079.494302623512,13449.833043114118,27529.32734573763,Emerging Markets,,
2009-11-01,8146.444198729066,5724.498767291577,13870.942966020642,Emerging Markets,,
2009-10-01,14738.02899384874,20287.342937212106,35025.37193106084,Emerging Markets,,
2009-09-01,14320.885789202588,16730.33407269431,31051.219861896898,Emerging Markets,,
2010-04-01,25529.792827096622,12510.754804835906,38040.547631932524,Emerging Markets,,
2010-08-01,21486.21708368526,5340.374383469738,26826.591467154998,Emerging Markets,,
2010-12-01,1833.778549969408,5965.18469320965,7798.963243179058,Emerging Markets,,
2010-02-01,3806.7630425614425,3101.6036722303884,6908.366714791831,Emerging Markets,,
2010-01-01,23453.523958513742,3734.963471705145,27188.487430218887,Emerging Markets,,
2010-07-01,21399.17957757026,11450.940240112464,32850.119817682724,Emerging Markets,,
2010-06-01,1700.1248794834232,6353.270924611139,8053.395804094562,Emerging Markets,,
2010-03-01,19293.247155079192,14012.869718448572,33306.11687352776,Emerging Markets,,
2010-05-01,6579.22311968641,-5935.937366964506,643.2857527219048,Emerging Markets,,
2010-11-01,5891.0759975472565,11872.684020662176,17763.760018209432,Emerging Markets,,
2010-10-01,20309.11684066224,31952.9975563518,52262.11439701404,Emerging Markets,,
2010-09-01,20493.356113594935,12931.979872435548,33425.335986030484,Emerging Markets,,
2011-04-01,27842.587549031872,11203.413708504513,39046.00125753639,Emerging Markets,,
2011-08-01,11902.290974187774,-12893.219644155457,-990.9286699676832,Emerging Markets,,
2011-12-01,5678.035876860193,1531.7543945854745,7209.790271445667,Emerging Markets,,
2011-02-01,14192.50044399455,-4135.23545100029,10057.26499299426,Emerging Markets,,
2011-01-01,24196.256747784646,-195.36269105572956,24000.894056728917,Emerging Markets,,
2011-07-01,26636.201400241414,6422.583008277562,33058.78440851898,Emerging Markets,,
2011-06-01,9896.459207855976,673.6229540651748,10570.082161921151,Emerging Markets,,
2011-03-01,23186.629248655376,1152.0303253696686,24338.659574025045,Emerging Markets,,
2011-05-01,19014.84233650242,-2457.1378984858284,16557.704438016593,Emerging Markets,,
2011-11-01,8945.535391673864,-3956.6577964254484,4988.877595248416,Emerging Markets,,
2011-10-01,7163.3399289815,3258.2701110362013,10421.610040017702,Emerging Markets,,
2011-09-01,-13858.789168590723,-912.473942652691,-14771.263111243414,Emerging Markets,,
2012-04-01,7817.786255559063,-855.5991638447,6962.187091714362,Emerging Markets,,
2012-08-01,7436.108908004947,10241.827929083758,17677.936837088706,Emerging Markets,,
2012-12-01,17930.935573776802,15772.013982263823,33702.94955604062,Emerging Markets,,
2012-02-01,23828.722512588698,12896.150310896457,36724.87282348516,Emerging Markets,,
2012-01-01,23857.55394396105,14414.376229072759,38271.93017303381,Emerging Markets,,
2012-07-01,30607.560462763482,3304.5308695542276,33912.09133231771,Emerging Markets,,
2012-06-01,12926.589918128357,3918.1032192655616,16844.69313739392,Emerging Markets,,
2012-03-01,16696.96106467366,5550.198900179657,22247.159964853316,Emerging Markets,,
2012-05-01,3850.7539143788717,-5307.933048269046,-1457.179133890174,Emerging Markets,,
2012-11-01,18122.3974673223,2901.5211172720287,21023.91858459433,Emerging Markets,,
2012-10-01,23410.6683853434,750.4349067576832,24161.103292101085,Emerging Markets,,
2012-09-01,27914.855870629588,7344.124179097953,35258.98004972754,Emerging Markets,,
2013-04-01,31018.729002142663,-325.9932569053547,30692.735745237307,Emerging Markets,,
2013-08-01,1104.9248265043839,1451.2265722731545,2556.1513987775384,Emerging Markets,,
2013-12-01,14929.468442542982,3729.7845912420407,18659.253033785022,Emerging Markets,,
2013-02-01,18049.32088968878,9690.548777097083,27739.869666785864,Emerging Markets,,
2013-01-01,19983.98778153487,9489.270357895766,29473.258139430636,Emerging Markets,,
2013-07-01,1377.591988365684,3513.962300802346,4891.55428916803,Emerging Markets,,
2013-06-01,-9576.276400237075,-16513.006095294233,-26089.282495531308,Emerging Markets,,
2013-03-01,14197.567057601784,1485.1511170613196,15682.718174663103,Emerging Markets,,
2013-05-01,15100.544476353529,6209.467115277031,21310.01159163056,Emerging Markets,,
2013-11-01,9579.73579784626,84.10975391627315,9663.845551762533,Emerging Markets,,
2013-10-01,5067.441701777101,10403.596400794524,15471.038102571625,Emerging Markets,,
2013-09-01,21297.78573765939,16238.010597367276,37535.796335026665,Emerging Markets,,
2014-04-01,13259.098300056168,14576.295782162988,27835.394082219158,Emerging Markets,,
2014-08-01,3734.919040100536,9914.310741996169,13649.229782096705,Emerging Markets,,
2014-12-01,-7086.162899312177,-15613.604874669832,-22699.76777398201,Emerging Markets,,
2014-02-01,20944.279569536593,-4167.355932084752,16776.92363745184,Emerging Markets,,
2014-01-01,11685.193454458153,-1411.7193695784886,10273.474084879665,Emerging Markets,,
2014-07-01,21390.821649944628,10709.909750368663,32100.731400313292,Emerging Markets,,
2014-06-01,27219.039879634365,13007.181698840743,40226.22157847511,Emerging Markets,,
2014-03-01,15281.393601750095,5440.384322976792,20721.777924726885,Emerging Markets,,
2014-05-01,15820.663359595728,14147.06461173764,29967.72797133337,Emerging Markets,,
2014-11-01,19964.80968973881,1440.9256013066392,21405.73529104545,Emerging Markets,,
2014-10-01,15630.785888675771,-4704.390381809065,10926.395506866706,Emerging Markets,,
2014-09-01,15506.671250617348,798.0849576745667,16304.756208291914,Emerging Markets,,
2015-04-01,6768.987861302833,-287.1713871498969,6481.816474152936,Emerging Markets,,
2015-08-01,-6527.321462995515,-6743.786814186334,-13271.108277181847,Emerging Markets,,
2015-12-01,-2352.883517975295,14541.99258715872,12189.109069183425,Emerging Markets,,
2015-02-01,1418.5084794319735,11407.456842828798,12825.965322260772,Emerging Markets,,
2015-01-01,23783.367008041343,10212.984974629271,33996.35198267062,Emerging Markets,,
2015-07-01,-4040.7562302580154,-14618.093661349081,-18658.849891607097,Emerging Markets,,
2015-06-01,3502.4264061950507,446.5100551060773,3948.936461301128,Emerging Markets,,
2015-03-01,-257.37384528999655,5490.861280501011,5233.487435211015,Emerging Markets,,
2015-05-01,-1146.171244942052,8391.12057491966,7244.949329977608,Emerging Markets,,
2015-11-01,1185.7947462754819,-26929.959883951822,-25744.16513767634,Emerging Markets,,
2015-10-01,-2689.9501379105823,2035.9704995614754,-653.9796383491068,Emerging Markets,,
2015-09-01,-4861.496265453998,-1605.8418802536773,-6467.338145707675,Emerging Markets,,
2016-04-01,10134.357289043233,7076.287623915189,17210.64491295842,Emerging Markets,,
2016-08-01,6450.733937534866,4986.789954103995,11437.52389163886,Emerging Markets,,
2016-12-01,5777.871874608256,-4658.729533080019,1119.142341528237,Emerging Markets,,
2016-02-01,-21149.88951306318,3407.058881719286,-17742.83063134389,Emerging Markets,,
2016-01-01,-20845.33693955011,-2363.8825871792537,-23209.219526729365,Emerging Markets,,
2016-07-01,-609.774810510008,15164.01614598825,14554.241335478242,Emerging Markets,,
2016-06-01,10037.59005018444,6733.305394635702,16770.895444820144,Emerging Markets,,
2016-03-01,6895.525597535459,14839.022382414767,21734.54797995023,Emerging Markets,,
2016-05-01,-4923.596083087672,166.26255954150525,-4757.333523546166,Emerging Markets,,
2016-11-01,-16982.8495947814,-6389.774808293354,-23372.624403074755,Emerging Markets,,
2016-10-01,-1560.8108688127336,667.1608056648057,-893.6500631479279,Emerging Markets,,
