项目,1998Q1,1998Q2,1998Q3,1998Q4,1999Q1,1999Q2,1999Q3,1999Q4,2000Q1,2000Q2,2000Q3,2000Q4,2001Q1,2001Q2,2001Q3,2001Q4,2002Q1,2002Q2,2002Q3,2002Q4,2003Q1,2003Q2,2003Q3,2003Q4,2004Q1,2004Q2,2004Q3,2004Q4,2005Q1,2005Q2,2005Q3,2005Q4,2006Q1,2006Q2,2006Q3,2006Q4,2007Q1,2007Q2,2007Q3,2007Q4,2008Q1,2008Q2,2008Q3,2008Q4,2009Q1,2009Q2,2009Q3,2009Q4,2010Q1,2010Q2,2010Q3,2010Q4,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4
1.B.2 投资收益,-17.924700000000001,-94.558109999999999,-65.353560000000002,12.473269999999999,-37.734670000000001,-40.917090000000002,-38.811039999999998,-23.470220000000001,-30.245214475000001,-60.785057700000003,-42.967163545250003,-7.8830762452499199,-11.078478217500001,-74.419813572500004,-43.270395820749997,-57.4224490734969,-15.948115131526199,-66.859358171192,-47.127426309557102,-16.750832081922901,-10.949744959632,-25.307621785822999,-36.440588868276002,-31.110544833457599,20.553818557629398,-46.636067383670003,-22.7616721093931,-8.7940954111019796,-25.950726559610001,-66.804724757220995,-63.051370467658003,-20.5276906370459,-3.4928943848142602,-64.630513893744293,-15.4681212050853,12.262682162627399,25.042519408040999,-7.8089984192915596,41.981539141638798,-22.172154130669899,147.25544670672801,89.503224348922302,14.1141956540185,-29.074122843525199,-41.957138231125001,-79.437552007825005,-106.242850219125,70.7334012647744,-76.757770548289002,-205.94730460666401,-52.252613429581601,-45.841557941957397,-202.66410947770001,-199.51892186399999,-323.65817390820001,-126.836707036175,186.37611932807701,-140.0140097325,-17.508150132499999,-380.49792060999999,-16.385554956964398,-211.627758291215,-142.09843740446499,-575.06856574509197,85.249419057929302,51.595062709778603,-38.6646200216911,-222.719704064469,-10.2949498971818,-193.462847859053,-325.10351178598899,-273.67899706436498,-101.52857333899701,-178.28178750105101,-56.5787838288526,-422.58826196000399,4.8889636442194204,-83.256378272811602,-119.415872167597,-120.74450673439701,-160.83215165048199,-279.359259813238,-28.056452311953301,-244.95336426834101,146.643306307313,-149.731591995164,-146.50130199800199,-283.96599063259703,-151.0890607302,-318.79386082500002,-311.77814194519999,-422.3700630532,-183.70234056460001,-340.81970426330003,-263.56058451439998,-470.09373855429999,-342.21573187849998,-752.73723506090005,-256.12400146300001,-250.20539600870001,-154.7870422661,-573.62068910159996,-409.38441951099998,-451.7970812012
贷方,0.38529999999999998,1.8418399999999999,0.90376000000000001,51.745229999999999,13.326739999999999,13.62349,13.904579999999999,40.98892,17.075205525000001,20.201923300000001,25.768743454749998,60.443959414749997,25.4385529475,22.728531177499999,20.870776009250001,21.883042022725,17.4617190934508,23.747316281873001,19.436564692117798,16.059574323173202,34.794361541363998,33.732805729669003,31.318644383974998,48.275171495551,43.244162716151997,42.837059650981999,47.282888231469002,52.066920745773999,67.484488361201002,72.587206579458993,75.925371505352004,143.36065083207001,100.581843294948,114.088435097418,121.553468370335,166.21318444024001,136.55681452994099,161.06826681622701,207.17603031048699,261.62930635047201,268.22093039092402,287.56998452816902,243.94884405113899,226.76723618397199,195.12081284000001,238.55736132000001,225.88463411999999,330.85105644999999,266.30567696732697,257.82121991448003,394.199998908547,369.55744038673402,316.70967957160002,336.33649594180002,216.49430046559999,407.45169355762499,571.84435123904495,280.65671577749998,435.19045076750001,212.02268326750001,492.4262468375,404.1846313675,488.3105297075,276.90913610749999,481.62520263250002,591.19767074720005,550.69868286250005,471.09634262660001,537.28011624808801,561.14283309107304,323.04691463861099,477.37892634580101,430.16822117074298,522.67277284193597,638.24150767386902,401.01594234198802,615.803948020191,659.13556448273096,714.11806860790296,683.97079756302503,566.06432691411703,652.20191542726104,774.17049967063804,490.51814226486403,711.55314676693399,686.30189905466102,667.111222428833,509.67823319840898,260.01278536730001,710.13925870169999,716.63438541779999,592.62612044989999,746.18253386430001,970.47545661490005,787.32902230900004,564.15354323609995,572.23446079070004,478.1341224917,732.131574892,674.70982441989997,495.86609994870003,593.319284057,601.44204110539999,437.6632895052
借方,-18.309999999999999,-96.399950000000004,-66.257320000000007,-39.27196,-51.061410000000002,-54.540579999999999,-52.715620000000001,-64.459140000000005,-47.320419999999999,-80.986981,-68.735906999999997,-68.327035660000007,-36.517031164999999,-97.148344750000007,-64.141171830000005,-79.3054910962219,-33.409834224976997,-90.606674453064997,-66.563991001674907,-32.810406405096003,-45.744106500995997,-59.040427515491999,-67.759233252250993,-79.385716329008602,-22.690344158522599,-89.473127034651995,-70.044560340862105,-60.861016156875998,-93.435214920811006,-139.39193133667999,-138.97674197301001,-163.888341469116,-104.074737679763,-178.71894899116199,-137.02158957542099,-153.950502277612,-111.51429512190001,-168.877265235518,-165.194491168848,-283.80146048114199,-120.965483684196,-198.06676017924701,-229.83464839711999,-255.84135902749699,-237.077951071125,-317.99491332782497,-332.12748433912498,-260.117655185226,-343.06344751561602,-463.76852452114503,-446.45261233812897,-415.39899832869202,-519.37378904929994,-535.85541780580002,-540.15247437380003,-534.28840059380002,-385.46823191096701,-420.67072551000001,-452.69860089999997,-592.52060387749998,-508.81180179446397,-615.81238965871501,-630.40896711196501,-851.97770185259196,-396.37578357457102,-539.60260803742096,-589.36330288419094,-693.816046691069,-547.57506614526903,-754.60568095012604,-648.15042642460003,-751.05792341016604,-531.69679450974104,-700.95456034298604,-694.82029150272194,-823.60420430199304,-610.91498437597102,-742.391942755542,-833.53394077550001,-804.71530429742199,-726.89647856459897,-931.56117524049898,-802.226951982591,-735.471506533205,-564.90984045962102,-836.03349104982499,-813.61252442683497,-793.64422383100498,-411.10184609750002,-1028.9331195267,-1028.412527363,-1014.9961835031,-929.88487442890005,-1311.2951608782,-1050.8896068234001,-1034.2472817903999,-914.45019266919996,-1230.8713575526001,-988.25557635500002,-924.91522042860004,-650.65314221480003,-1166.9399731586,-1010.8264606164,-889.4603707064
1.B.3 其他初次收入,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8029552987999999,1.8148970457,2.2228631371000001,0.84355518340000002,0.69256351920000003,1.0702192563999999,0.87474082099999995,0.81810328929999998,1.1979181576,1.0757467204,0.50094237220000004,1.6093610879,9.7572439403000004,1.8765951045,4.0709012674,2.2232641226999998,3.0929110405000002,3.4120687398,2.8505102032999998,1.3440089942,1.5170046538999999,5.8466504969999997,8.0147987213,4.8876508293000001,4.0365304754000002,6.8046404005000003,10.857446485200001,5.5416785810000002,3.8025482207999999,8.7201713047999991,15.616285962699999,5.0386940099000004,3.3234819364999999,4.7629809466999999,21.865524503700001,5.1166906443000002
贷方,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2656375520999998,2.1493827652999999,2.5658525430000001,1.2830223591000001,1.1361953088000001,1.3342008916000001,1.6821412423,1.4519595077,1.5312144032999999,1.4448922059,1.8963902273,2.0963006310000001,10.348393165999999,2.4649188809,4.761991139,3.3413002728999999,4.3394721487999997,5.1467603125999997,4.9610181666999997,3.4733861499000001,3.7130377585000001,7.4241669306000002,10.2698919977,7.0622527932999999,5.4546062965999997,8.6003947225000008,12.587553653100001,7.1878014113999997,5.6305909408000003,10.807180758299999,18.069116996199998,7.2828926007000003,5.8350373252000001,6.6086828682999998,23.906414236,8.8326841849999997
借方,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.46268225330000001,-0.33448571960000001,-0.34298940589999999,-0.43946717569999999,-0.44363178959999999,-0.26398163520000001,-0.8074004213,-0.63385621839999995,-0.33329624569999999,-0.36914548549999998,-1.3954478551,-0.48693954309999998,-0.59114922569999995,-0.5883237764,-0.69108987160000002,-1.1180361502,-1.2465611083000001,-1.7346915728000001,-2.1105079633999999,-2.1293771556999999,-2.1960331046000001,-1.5775164336,-2.2550932763999998,-2.1746019639999998,-1.4180758212,-1.7957543220000001,-1.7301071679,-1.6461228304,-1.82804272,-2.0870094534999999,-2.4528310334999999,-2.2441985907999999,-2.5115553887000002,-1.8457019215999999,-2.0408897323000001,-3.7159935407
1.C 二次收入,9.7294,7.1223799999999997,9.6687100000000008,16.26397,8.2871500000000005,11.93567,28.058759999999999,1.15307,14.26243,14.461919999999999,17.24822,17.14048,16.71368,18.041370000000001,21.272870000000001,28.895210802386998,25.860893481251999,31.462328580169999,35.382126421316002,37.139102217267997,37.561304709932998,37.566161296082001,45.532633642665999,53.829323291888002,50.791010333401999,48.026974480050001,54.5264443481,75.637456970577006,49.547145981064197,66.615568101597205,63.263347469942303,59.228931965528297,60.896445270072498,69.729609449282506,65.573161179808494,84.475799097870294,73.106883987080195,93.156406415622001,96.339025927464505,108.420546640686,117.905597596202,107.448177010509,104.730485860678,101.47526447808301,67.815630289438502,73.995193035955694,74.680786026799694,100.095861499488,89.432648174583804,93.971799155270702,102.07357424049999,121.380548237686,108.8915378505,64.662327323390898,48.509414574702902,23.042616136255301,24.575895527957002,6.01180602552928,7.9673839380601796,-4.2180649402368999,-14.9243166532068,-23.035510017931198,-12.6590836778935,-36.715916695615199,31.841565038722301,16.873526399923598,-16.096926557657799,-18.156998706437101,-15.377539625674,-19.924580741155602,-40.6562643290384,-50.534899712605501,-19.913893379932102,-13.612477033752301,-23.245901588311199,-38.430350638856297,-31.4886108882001,-39.7751955881048,-26.672548286457701,-20.626237094598899,-26.0368679979494,-38.8297480703093,16.0539033912493,24.715858860574802,21.639203268366501,32.746751565418599,21.9210679359655,26.193334111093002,3.6341769204999999,11.6113082278,26.829988254,42.479163425199999,23.652973623299999,39.012669272300002,34.755911684499999,61.254348952400001,36.422685079600001,57.538726566999998,66.691784958499994,40.699941846900003,53.856457582700003,31.0520332368,22.842831317600002,43.906351707699997
贷方,10.5274,8.0610199999999992,10.64658,17.371479999999998,9.06935,12.84835,29.359190000000002,2.3956200000000001,15.477169999999999,15.515599999999999,18.696059999999999,18.919519999999999,18.09421,19.399920000000002,22.816240000000001,30.936739368493999,27.496213395706,33.416179840951997,37.736709060221997,39.304630704369004,39.698423132705997,40.508926657994998,48.357964933508001,56.259453347440001,53.333124740885999,51.485903549389,59.097708470775999,79.346612006270007,55.650011677767999,76.067895877417001,72.190774209216002,73.439873388292995,69.620770491027997,78.968139790026001,74.344146216172007,92.843246553254005,84.519165062670496,105.872463783464,112.320724585999,123.744921028203,133.863292394448,132.28990966473501,130.227655071073,129.271151287089,97.179025645400003,103.2491661123,105.8989013809,120.12488686579999,112.1522340519,115.96996535069999,122.8947074826,144.19036972929999,133.86711645049999,143.69960726959999,147.60617235359999,130.528254261,127.6030463659,127.0985721376,126.99319272,129.97649408000001,120.76860748,132.98798590999999,145.04124820640001,132.8185751092,133.61597124030001,100.99366388369999,89.598417543500005,87.058935219099993,95.213347381199995,88.515632423699998,93.417067625300007,82.237599864900005,79.157420702799996,82.718349030599995,77.691972747199998,69.433173564300006,67.013170365199997,74.851711133099997,66.170631550899998,73.642155101399993,72.858092952999996,70.623865428900004,69.853839027199996,64.232427513100006,60.617447100900002,68.657264984799994,64.597077755800001,65.202202232900007,74.247927780300003,81.488601649299994,96.300632691000004,108.1485296372,105.2134778628,118.5102692831,117.15303450250001,147.06572047259999,111.7602795598,120.1306872362,131.66942889500001,81.494677640500001,114.34430963130001,89.773700700700005,74.122470927799995,96.649305549499999
借方,-0.79800000000000004,-0.93864000000000003,-0.97787000000000002,-1.10751,-0.78220000000000001,-0.91268000000000005,-1.30043,-1.24255,-1.2147399999999999,-1.0536799999999999,-1.44784,-1.77904,-1.38053,-1.3585499999999999,-1.5433699999999999,-2.041528566107,-1.635319914454,-1.953851260782,-2.3545826389059998,-2.1655284871010001,-2.1371184227729998,-2.9427653619130001,-2.8253312908420001,-2.430130055552,-2.5421144074840001,-3.4589290693389998,-4.5712641226760002,-3.7091550356930001,-6.10286569670376,-9.4523277758197608,-8.9274267392737592,-14.210941422764799,-8.7243252209554996,-9.2385303407435,-8.7709850363635002,-8.3674474553836795,-11.4122810755903,-12.7160573678416,-15.9816986585344,-15.324374387517899,-15.9576947982455,-24.841732654226199,-25.4971692103951,-27.795886809005498,-29.363395355961501,-29.253973076344302,-31.218115354100298,-20.029025366311998,-22.719585877316199,-21.998166195429299,-20.8211332421,-22.809821491614301,-24.975578599999999,-79.037279946209196,-99.0967577788971,-107.48563812474499,-103.027150837943,-121.086766112071,-119.02580878194,-134.19455902023699,-135.69292413320699,-156.02349592793101,-157.700331884294,-169.53449180481499,-101.774406201578,-84.120137483776404,-105.695344101158,-105.215933925537,-110.590887006874,-108.440213164856,-134.07333195433799,-132.77249957750499,-99.071314082732101,-96.330826064352294,-100.937874335511,-107.863524203156,-98.501781253400097,-114.626906721205,-92.843179837357695,-94.268392195998899,-98.894960950949397,-109.453613499209,-53.799935635950703,-39.516568652525201,-38.978243832533501,-35.910513419381402,-42.676009819834498,-39.008868121806998,-70.613750859800007,-69.877293421499999,-69.470644437000004,-65.669366212,-81.560504239500005,-79.497600010799999,-82.397122818,-85.811371520199998,-75.337594480199996,-62.591960669199999,-64.977643936500002,-40.794735793599997,-60.487852048599997,-58.721667463899998,-51.2796396102,-52.742953841800002
1.C.1个人转移,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,/,/,/,/,/,/,/,-8.7259653825000001,-16.6595362674,-0.42887456480000102,0.67265944260000099,-0.25680595880000101,-5.5814029187000003,1.5928120911000001,0.19298018210000101,-1.1930184759,-0.41770342909999902,1.6983098447,0.4910307948,-1.4173350279000001,1.1480813717,2.9032203893999999,1.3289033566999999,2.6531186492000001,4.5403923515000004,2.2807638251000002,-0.42847329229999997,-0.2332464638,2.9060160222999998,4.4868101047,7.8116942087999997,2.1057022124000002,8.1918106052000006,6.7908040697000001,-0.46455096689999997
贷方,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,/,/,/,/,/,/,/,18.413847302899999,18.4016340049,15.489445528099999,17.4698815221,19.528505483299998,13.8449011304,16.323389271,12.267378478199999,10.7260931652,9.6417315812000002,10.3001396928,9.6973400581,8.1904749405999997,8.9829454763999994,12.3760707239,12.0700276249,13.273348626900001,14.1679240922,13.140872122099999,13.032411919999999,12.625549641099999,11.4437489345,14.190752740500001,18.431017408900001,16.098744265299999,18.537113852899999,16.631707376600001,13.422255574799999
借方,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,/,/,/,/,/,/,/,-27.139812685399999,-35.061170272299996,-15.9183200929,-16.797222079499999,-19.785311442099999,-19.426304049100001,-14.730577179899999,-12.0743982961,-11.919111641100001,-10.0594350103,-8.6018298480999995,-9.2063092632999997,-9.6078099684999998,-7.8348641047000003,-9.4728503345000004,-10.7411242682,-10.620229977699999,-9.6275317407000003,-10.860108297,-13.460885212299999,-12.8587961049,-8.5377329121999992,-9.7039426358000007,-10.6193232001,-13.9930420529,-10.3453032477,-9.8409033068999996,-13.8868065417
1.C.2 其他二次收入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,/,/,/,/,/,/,/,-22.7626455057001,-23.115659320704701,-26.2436737216577,-21.2988965371989,-25.780062039149399,-33.2483451516092,14.461091300149301,24.5228786784748,22.832221744266501,33.1644549945186,20.222758091265501,25.702303316293001,5.0515119484,10.4632268561,23.926767864599999,41.150260068500003,20.9998549741,34.472276920799999,32.475147859400003,61.682822244699999,36.655931543400001,54.632710544699997,62.204974853800003,32.888247638099998,51.750755370299999,22.860222631599999,16.0520272479,44.370902674600003
贷方,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,/,/,/,/,/,/,/,48.599323062300002,56.4500771282,50.681186022799999,56.172273579299997,53.329587469700002,56.7789642985,53.530449756199999,51.965049034899998,49.891353935700003,59.015533403600003,54.296938062999999,55.504862174800003,66.057452839700005,72.505656172900004,83.924561967100004,96.078502012300007,91.940129235900002,104.34234519090001,104.0121623804,134.0333085526,99.134729918700003,108.6869383017,117.47867615449999,63.063660231599997,98.245565365999994,71.236586847799998,57.490763551199997,83.227049974699995
借方,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,/,/,/,/,/,/,/,-71.361968568000094,-79.565736448904701,-76.924859744457706,-77.471170116498897,-79.109649508849401,-90.0273094501092,-39.069358456050701,-27.442170356425201,-27.059132191433498,-25.851078409081399,-34.074179971734502,-29.802558858506998,-61.0059408913,-62.042429316800003,-59.997794102500002,-54.928241943800003,-70.940274261799999,-69.870068270100006,-71.537014521000003,-72.350486307899999,-62.478798375300002,-54.054227757,-55.273701300699997,-30.175412593499999,-46.494809995700003,-48.376364216200002,-41.438736303299997,-38.856147300099998
2. 资本和金融账户,-54.2318,-18.01512,18.138929999999998,-73.241500000000002,5.5806000000000102,54.942900000000002,-60.1941500000001,-33.587399000000097,-37.877305524999997,12.5477177,-113.57211815475,52.6399487015033,-48.091464848320904,82.126430641458697,-54.3600307598877,-105.171963223658,-23.288529685487401,-165.71163709872599,-27.3972669137951,-215.76479785037901,-127.323322326374,48.687207699118098,-183.935072734214,-250.18186153020801,-7.6362317539911597,-19.678217463716699,-334.56960424936801,-457.19413634222599,-337.28837857940403,-432.123581203404,-231.59934918356799,-551.98718329758503,-397.440281800197,-506.49896977394098,-740.39761975408805,-710.37410015851106,-937.37375480058995,-702.16963380122297,-860.22663522073003,-1164.9566501652801,-1144.7671195727,-970.06107760360806,-973.71738180415196,-1305.5833165957499,-467.85884331887797,-162.28444132747401,-769.82333936341297,-618.77077362645105,-236.001957835844,-306.302418523048,-770.18143748894499,-536.258197740181,-309.52381312798201,-283.32457094930999,-213.83384544514999,-416.62790905057699,-297.95655411579298,-119.224551017398,-574.64986235280901,-291.342873868467,-556.72003715639698,-168.960298198446,-222.26957362753799,95.158281868293699,-433.14445471788099,-577.60036946743401,-398.21689081749901,-282.77734035118903,-120.103268142136,-637.50177399473898,196.11041058725601,-350.57353601309501,-55.262759021388597,-237.74669867677801,26.921692270856301,538.58710399347297,186.79013061705501,-78.503321907574005,-97.524956665890997,168.53423937916901,759.965601417524,475.41936825735797,170.45930572546399,126.422790300008,211.03326319448701,-44.643111964187497,-68.047959495166893,164.36848350182399,116.13448162909999,-357.31863484740001,-178.4724149912,-481.07118337460003,-775.06219247509898,-371.18267444639997,-473.26049260460098,-564.69573729084595,-764.87254875220003,-337.92667051429999,-1379.4030325966,-1058.47941472,-697.13439999499997,-419.51047350959999,-567.61265258799995,-466.3566921744
2.1 资本账户,-5.2499999999999998E-2,-5.4019999999999999E-2,0,-0.36181999999999997,-6.5519999999999995E-2,-3.9719999999999998E-2,-6.2619999999999995E-2,-8.7389999999999995E-2,-0.25524999999999998,7.9170000000000004E-2,-0.10174,-7.5009999999999993E-2,-0.35282999999999998,0.14496999999999999,-0.16733999999999999,-0.160195060828,-0.133718827496,-0.110314621635,-0.14574987978699999,-0.10653084922,-0.120046442441,-0.106472346957,-0.103337151934,-0.150969150247,-0.12876775884399999,-0.14203839920799999,-0.31378753387300001,-0.108859392165,9.9789237815200007,11.561006824612001,9.7526914357459997,9.7253024951999993,8.8504444372479991,10.629943611963,9.8011768987490004,10.9195817093619,8.5146468441840906,6.1311759501215901,7.3727487455090897,8.9721778618147692,8.1049694377943204,8.5185159957409091,7.0520309992249999,6.8389603391602298,6.0404931646,7.4433637577000002,11.179586089100001,14.729560964199999,11.51737225347,13.8896245341067,8.8244238634838492,12.073094751417999,14.640117483799999,14.1778897713,13.199177389999999,12.4456951008,14.8965884181,8.9405908053999994,8.1596757100000001,10.725914810000001,15.702008319999999,8.5218022199999997,4.9485928791999996,1.3477159656,1.571265822,-6.0102484504999998,1.0835017542000001,3.0280010351,1.7865288745000001,1.0687523480000001,-0.1586559156,0.46431035590000003,-1.1224274916999999,-0.30673828240000001,-1.9404931156,-7.4415382299999999E-2,-1.2702631579000001,0.12719887960000001,0.16093345619999999,6.7170087700000006E-2,-1.3349722153000001,-0.50621368379999998,-1.7139621183,-2.1309286487999999,-0.26344268529999998,-0.5851422704,-2.4023852957999998,-2.20045372E-2,-0.92754903479999995,-0.13736808180000001,-0.1162073679,0.42347451809999997,-0.37503171860000001,0.27899228739999998,1.0832693462,-5.0312593400000001E-2,-2.5748673907000001,0.36366048379999999,-1.1099602423999999,0.21637724219999999,8.5906939599999996E-2,-0.83801231799999998,-1.4124327695000001,-0.81481124569999996
贷方,0,0,0,0,0,0,0,0,0,7.9170000000000004E-2,0,0,0,0.14496999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1159,11.68261,9.9169400000000003,9.8360199999999995,9.0007199999999994,10.83999,10.087479999999999,11.096579999999999,8.8928522727272696,6.7460795454545499,8.0309772727272701,9.4770795454545507,8.6159659090909102,9.2208295454545492,7.8620681818181799,7.5,6.4625351546000003,8.0176193277000003,12.1217081491,15.441192944200001,12.0958823481,14.5201546703,9.2289681425999994,12.3088648158,14.944161063799999,14.564411661299999,13.77742879,12.919338180800001,15.6186937681,9.5192616054000005,9.1849671199999996,11.17493533,16.29199401,10.74447477,8.8237200492000003,8.6618900655999997,6.3522663919999998,6.2072210336999998,3.5546936205000002,3.2807978210000002,2.3528237345999998,1.1656044107000001,0.60568128460000004,0.9984671275,1.7851284969000001,0.43661115340000001,0.2690429734,0.68862008679999998,0.76506053389999995,0.47518407270000002,0.72114156230000004,0.31335321510000003,0.46112163020000002,0.3014597598,0.37039837329999997,1.835031547,0.92753006540000005,0.29925324669999998,0.36904255260000002,0.58445146849999996,0.20034580860000001,0.35459949909999999,0.48758593839999997,0.64031070879999996,0.25462037809999999,0.5226936928,1.3241971413,0.49758699569999998,0.68007873559999998,0.62826027529999995,0.46570542999999998,0.62462969349999997,0.90547198179999999,0.29831175850000002,0.30251464620000001,0.3891854924
借方,-5.2499999999999998E-2,-5.4019999999999999E-2,0,-0.36181999999999997,-6.5519999999999995E-2,-3.9719999999999998E-2,-6.2619999999999995E-2,-8.7389999999999995E-2,-0.25524999999999998,0,-0.10174,-7.5009999999999993E-2,-0.35282999999999998,0,-0.16733999999999999,-0.160195060828,-0.133718827496,-0.110314621635,-0.14574987978699999,-0.10653084922,-0.120046442441,-0.106472346957,-0.103337151934,-0.150969150247,-0.12876775884399999,-0.14203839920799999,-0.31378753387300001,-0.108859392165,-0.13697621847999999,-0.121603175388,-0.164248564254,-0.11071750480000001,-0.15027556275199999,-0.21004638803699999,-0.286303101251,-0.176998290638091,-0.37820542854318201,-0.61490359533295502,-0.65822852721818204,-0.50490168363977295,-0.51099647129659098,-0.70231354971363602,-0.81003718259318103,-0.66103966083977295,-0.42204198999999998,-0.57425557000000005,-0.94212205999999998,-0.71163198000000005,-0.57851009463001402,-0.63053013619331499,-0.40454427911615298,-0.23577006438200801,-0.30404357999999998,-0.38652188999999998,-0.57825139999999997,-0.47364307999999999,-0.72210534999999998,-0.57867080000000004,-1.0252914099999999,-0.44902051999999998,-0.58998569000000001,-2.22267255,-3.8751271699999998,-7.3141740999999998,-4.7810005699999998,-12.2174694842,-2.4711918662999999,-0.25279678589999999,-0.56629486009999996,-9.6852062700000005E-2,-0.76433720019999996,-0.53415677159999997,-2.9075559886,-0.74334943580000001,-2.2095360890000002,-0.76303546909999997,-2.0353236917999999,-0.34798519309999998,-0.56020810610000005,-0.24618312740000001,-1.7960938455,-0.80767344360000004,-2.0843604916,-3.9659601958000001,-1.1909727507000001,-0.88439551709999997,-2.7714278484000001,-0.60645600570000002,-1.1278948434,-0.49196758089999998,-0.60379330630000005,-0.21683619069999999,-0.6296520967,-0.24370140539999999,-0.24092779510000001,-0.54789958910000003,-3.2549461263000001,-0.26459979150000001,-1.5756656724,-0.40825245129999999,-0.81956504220000004,-1.1363240765,-1.7149474157,-1.2039967381000001
