项目,1998Q1,1998Q2,1998Q3,1998Q4,1999Q1,1999Q2,1999Q3,1999Q4,2000Q1,2000Q2,2000Q3,2000Q4,2001Q1,2001Q2,2001Q3,2001Q4,2002Q1,2002Q2,2002Q3,2002Q4,2003Q1,2003Q2,2003Q3,2003Q4,2004Q1,2004Q2,2004Q3,2004Q4,2005Q1,2005Q2,2005Q3,2005Q4,2006Q1,2006Q2,2006Q3,2006Q4,2007Q1,2007Q2,2007Q3,2007Q4,2008Q1,2008Q2,2008Q3,2008Q4,2009Q1,2009Q2,2009Q3,2009Q4,2010Q1,2010Q2,2010Q3,2010Q4,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4
借方,-3.2048000000000001,-2.5179200000000002,-2.6400600000000001,-2.8345099999999999,-4.3219500000000002,-4.0366799999999996,-3.5481799999999999,-3.49125,-2.8578000000000001,-2.1091600000000001,-2.5320499999999999,-2.44543,-2.6267,-2.0936599999999999,-1.8407899999999999,-1.908939733138,-1.8591699125479999,-2.8815674913209999,-2.1452668492510001,-2.7526046059199998,-2.1631850645289998,-3.1188535840660001,-3.2699830861799999,-3.2803646510519999,-3.1069434485170002,-3.0354333092650001,-3.9201458112209999,-3.3257389814540002,-3.028429422231,-3.7155283808470001,-4.6208504321049997,-4.8290081547639998,-4.4176216850790002,-5.2491083845990003,-5.2755982184289998,-5.5548781772585496,-5.26970329815114,-7.3258713356159104,-7.8299434394590897,-8.6726517974659103,-9.1168472711647706,-11.015994085984101,-13.5237655439375,-9.9735210499045408,-11.814702069999999,-12.08409228,-18.086719030000001,-16.690857659999999,-11.12132016,-13.381654259999999,-13.907273350000001,-12.30816714,-11.14371833,-7.4836997099999998,-10.07562993,-8.5813072399999992,-7.8357996500000002,-7.5931114900000001,-10.025626109999999,-10.73250133,-9.2536689800000005,-8.8637365100000007,-10.00248644,-10.78283789,-8.2070638999999996,-10.841667298100001,-10.1659652754,-19.4817165505,-25.0507452085,-25.863648850899999,-22.577047249500001,-28.481503578800002,-22.615947247699999,-21.282407477900001,-20.460709749900001,-20.679860701799999,-21.951575506499999,-20.226369653300001,-22.6771441004,-21.559361129900001,-24.9913158787,-19.335249062599999,-21.525154362399999,-20.323120582200001,-28.0896514037,-17.242019403899999,-23.571720405800001,-24.410252905499998,-21.251096262899999,-17.393852748099999,-18.8041158658,-23.292160232699999,-24.3603139505,-23.011909324499999,-25.254155576599999,-24.742816296400001,-21.478115408400001,-17.087816303699999,-20.857094933700001,-16.915573919300002,-16.4482611657,-17.806069794500001,-22.85937028,-21.041054963800001
1.A.b.6 保险和养老金服务,-1.2195,-4.7226999999999997,-3.6992699999999998,-4.0956400000000004,-2.8317899999999998,-4.4839599999999997,-4.2411700000000003,-5.6146308999999999,-4.7296852999999999,-5.9203359000000004,-6.5152891999999998,-6.4708861999999998,-5.7190881999999998,-6.1294342999999998,-6.5940757000000003,-6.3942699790009998,-6.0213503461610003,-7.2313314505579998,-8.7943512711779999,-8.3209009540610008,-9.0892154119920008,-10.202434522112,-11.800921967141001,-11.160971841046001,-12.669230332079,-14.292181639459001,-15.317190828087,-15.149312547532,-14.016865079053,-16.653047808455,-18.185497194060002,-17.646005555862999,-17.580365759511,-19.936836595812998,-22.648536512271999,-22.5956706216047,-19.4603504313136,-23.9015630521864,-26.223672994954502,-28.018721201779499,-27.478839330637499,-30.493912735733002,-32.794146860807899,-22.834378810905701,-18.487361050000001,-24.000153439999998,-26.612289100000002,-27.959680729999999,-29.9053702,-35.029910030000003,-36.426967230000002,-38.914645460000003,-37.548710589999999,-39.924158169999998,-45.338165250000003,-44.38952424,-41.468211770000003,-42.179255159999997,-45.47841287,-43.583131659999999,-44.389352700000003,-43.175906849999997,-46.404380359999998,-46.995656910000001,-44.22320251,-41.995566255500002,-49.7350605086,-42.845616857000003,-8.6351783285000003,-9.6201440213999998,-8.3772419092000003,-11.5464113113,-27.350611197300001,-17.009745004900001,-24.752635966300002,-19.3760282798,-16.8744537209,-16.337525469900001,-19.999696038100002,-20.8119451534,-14.972664485499999,-12.3594188033333,-20.842415034833301,-18.072024090900001,-16.9593611606,-15.6991487388,-14.313441017100001,-15.2570530744,-32.040819524900002,-31.060115999099999,-22.2771529915,-8.8134626781000005,-40.378966972400001,-32.191068839099998,-38.490246875099999,-32.367278456100003,-31.6004961167,-34.5965752651,-42.574593400399998,-35.107012974900002,9.7549072442,-39.625235414000002,-37.091812215200001,-25.483156450900001
贷方,2.4594999999999998,0.1744,0.37012,0.84011000000000102,0.87763999999999998,0.20472000000000001,0.60292000000000001,0.35393999999999998,0.31409999999999999,0.48575000000000002,6.9600000000000798E-3,0.27121000000000001,0.21396999999999999,0.51722999999999997,0.66839000000000004,0.87368385293600004,0.31762077988600002,0.63852543168499998,0.43718025333400001,0.69611690683799998,0.61105461962200003,0.698294002543,0.840938113376,1.238332386193,0.91181814773400005,0.96958440029799997,0.92624952242000003,1.0001729319570001,1.375651932085,0.99709339331900004,1.0466534441799999,2.0747766661910001,1.2561491142929999,1.5812173003450001,1.2997092968840001,1.4124567176509999,3.0904195897147702,1.7370256451636401,2.0052128721079501,2.2043003349204602,2.2465052994420498,3.1613526855420502,3.25771777895114,5.1615842745079599,2.3555627800000001,3.6710060000000002,5.1668623699999996,4.8367218000000003,3.4192854100000001,3.48901956,5.9326628000000001,4.4280900699999997,5.7396304899999997,8.1510984999999998,6.6572161400000001,9.6292635299999993,7.8391056600000004,8.9255793499999996,6.4603075600000004,10.067312060000001,8.0051524500000006,9.3774427500000002,10.72027463,11.858796310000001,8.1610929100000007,11.643191939599999,8.4831252320000008,17.454054542600002,10.1410152402,10.090998860799999,14.9280470104,14.6028909178,8.2705043981999999,11.002038323100001,10.431979693300001,10.9333868704,7.8982539790999997,10.1662278471,10.7598392463,11.7839948638,8.6615091846999999,18.111191746700001,9.8366624347999991,12.6607183562,9.1489091116000001,11.148028310400001,11.4849945948,16.2197823823,8.1468834457000003,7.6421189954999997,6.6591395413000001,7.4200860585999999,11.783065004999999,13.8762362534,11.4739207938,12.901904379799999,12.3257719941,6.9764310697000003,9.6501897461000006,15.656095837900001,51.361327677799999,7.5364493212000001,4.884277634,5.6217213682000002
借方,-3.6789999999999998,-4.8971,-4.0693900000000003,-4.9357499999999996,-3.7094299999999998,-4.6886799999999997,-4.8440899999999996,-5.9685708999999996,-5.0437852999999997,-6.4060858999999999,-6.5222492000000001,-6.7420961999999998,-5.9330581999999996,-6.6466643000000003,-7.2624656999999999,-7.2679538319369996,-6.3389711260470003,-7.869856882243,-9.2315315245120004,-9.0170178608989993,-9.700270031614,-10.900728524654999,-12.641860080517,-12.399304227239,-13.581048479812999,-15.261766039756999,-16.243440350507001,-16.149485479489002,-15.392517011138001,-17.650141201774002,-19.23215063824,-19.720782222054002,-18.836514873803999,-21.518053896158001,-23.948245809155999,-24.008127339255701,-22.550770021028399,-25.638588697349999,-28.228885867062498,-30.223021536699999,-29.725344630079501,-33.655265421274997,-36.051864639759103,-27.995963085413599,-20.84292383,-27.67115944,-31.779151469999999,-32.796402530000002,-33.324655610000001,-38.518929589999999,-42.359630029999998,-43.342735529999999,-43.288341080000002,-48.075256670000002,-51.995381389999999,-54.018787770000003,-49.307317429999998,-51.104834510000003,-51.938720429999996,-53.650443719999998,-52.394505150000001,-52.553349599999997,-57.124654990000003,-58.854453220000003,-52.384295420000001,-53.638758195100003,-58.218185740599999,-60.299671399600001,-18.776193568699998,-19.711142882200001,-23.305288919599999,-26.149302229100002,-35.621115595500001,-28.011783328,-35.184615659599999,-30.3094151502,-24.772707700000002,-26.503753317000001,-30.759535284399998,-32.5959400172,-23.634173670199999,-30.4706105500333,-30.679077469633299,-30.732742447100001,-26.108270272199999,-26.847177049199999,-25.7984356119,-31.476835456700002,-40.1877029706,-38.702234994599998,-28.9362925328,-16.233548736700001,-52.162031977399998,-46.0673050925,-49.964167668899996,-45.269182835899997,-43.926268110800002,-41.573006334799999,-52.224783146500002,-50.763108812799999,-41.6064204336,-47.161684735199998,-41.976089849200001,-31.1048778191
1.A.b.7 金融服务,-0.41089999999999999,-0.49175999999999997,-0.18376999999999999,-0.27822999999999998,0.33498,1.106E-2,-0.12701999999999999,-0.78010999999999997,-8.1900000000000001E-2,-6.6360000000000002E-2,-0.11957,7.1455710000000103E-2,0.36043642749999999,0.11013642749999999,-0.1187635725,-0.135189588695,-8.0514446909999995E-2,-0.14099868527100001,-0.215766442754,4.8955385582000001E-2,-3.3785260498E-2,-0.10615594209400001,-0.18678795526200001,-0.47891615402600002,-0.16384475133199999,-1.4492776032999999E-2,-0.27517230623400002,1.199879947E-2,-0.11029453797,-4.2680351616999901E-2,-0.20907991510599999,0.21961128930400001,-0.12431592494471901,-0.28017925688871897,-0.489793951692718,-6.5661310681948901,-0.120059283665396,-2.0679352247769498,-0.23975068450697901,-0.836628367173055,-0.98792061568798395,-0.54735181486402096,-1.0952680428847099,0.121704336581701,0.18630285999999999,-0.45331675853707898,-0.30115062634214501,-2.2930566300000002,0.43443132621154901,1.7221336549192401,-1.54744848548216,-1.1709223178216499,0.6372618793,-0.53459168909373,9.0754567000000105E-2,0.83186084372615199,0.182045328653202,-1.6064592704994101,1.3031028730584,-0.276402798572425,-1.62287058415715,-0.55504390681157501,-1.3247487609956601,-1.55892172414353,-0.68539869326275804,-1.70938714218999,-0.75312715689004295,-0.94453533872973905,1.7414422999992899E-3,-4.1404861971157096,-9.1438573329383196E-2,1.1270109762939899,1.9882635708376399,2.9346487377008801,2.5089527218609899,3.97509105000259,3.41707446656828,4.4810543514397496,3.0034353233765501,7.2446654337999998,3.4087038090220001,2.7076322905220001,2.6493211672219998,3.6745971533717299,2.66292007285282,4.4595558033848404,2.42522370659082,5.5343627861908198,2.7018606557,2.3588233012000002,2.3844101668,0.82615432680000001,0.49419152249999998,-2.6919394072,2.4803766003000001,1.2673995647,2.4719671406999999,2.4086312343,0.12864438080000001,2.4733855201999999,2.8534036386000001,2.3988510886999999,0.49299292449999998,0.80162163460000002
贷方,7.22E-2,2.9250000000000002E-2,0.12042,4.7750000000000001E-2,0.49509999999999998,0.17835000000000001,4.0890000000000003E-2,0.39312999999999998,2.1389999999999999E-2,5.6370000000000003E-2,5.926E-2,0.64101604000000001,0.49720400999999997,0.24751401000000001,9.3164010000000103E-2,0.15287636841400001,0.128052472508,0.10420152567800001,9.5591718704000003E-2,0.18224709844199999,0.156208090258,0.15157189303800001,0.13244540646799999,1.0793201452279999,0.19016148423400001,0.182768011497,0.17702244338699999,0.38949882317700002,0.228968222641,0.26686500615999997,0.23093748994300001,0.72554324963399996,0.328836490160751,0.33450882886075101,0.209534477186751,0.58137205498484201,0.45084204526424698,0.31321391130742898,0.443781047750611,1.0970275181243001,0.51277914395898905,0.75816275275578404,0.62014898459318202,1.25622139453,1.03327897,0.55202203999999999,0.86042182,1.1185939199999999,1.5379394330082701,2.6827297576647,3.5310783435037698,5.5594868238650301,1.6499511376,1.9172830843999999,1.3134404014000001,3.6129318778999999,2.4184096780809701,1.6464894000000001,5.3106747299999997,9.4841686799999998,5.8016742299999997,6.8750243099999997,8.1616522800000002,11.01246246,7.7314835200000003,7.9191913862999996,12.0496329409,17.6088474407,4.8234915607,5.9336077378000001,5.1718639534999999,7.4151008567999996,7.3966999922000003,7.5345325282999998,7.0618184305999998,9.7487800948000007,6.5953160859000004,8.0751482213999992,7.9907075442000002,11.6560688225,7.6420025855000002,8.3842468164999993,7.5749630271999999,9.7489604537000005,8.1865106994999994,10.609389606400001,8.0547772302999991,12.219807210000001,10.9829350471,12.0680965469,12.772831435400001,12.5568575221,11.459645568599999,9.2766413524000004,11.8536801167,13.201293874399999,12.129585371499999,12.137021906599999,11.567246667299999,10.8690342624,11.7379759769,11.944517838099999,9.7816612293999992,10.1147247018
借方,-0.48309999999999997,-0.52100999999999997,-0.30419000000000002,-0.32597999999999999,-0.16012000000000001,-0.16728999999999999,-0.16791,-1.1732400000000001,-0.10329000000000001,-0.12273000000000001,-0.17882999999999999,-0.56956032999999995,-0.13676758250000001,-0.13737758250000001,-0.21192758249999999,-0.28806595710900001,-0.20856691941800001,-0.24520021094899999,-0.31135816145799999,-0.13329171285999999,-0.18999335075599999,-0.25772783513199998,-0.31923336173,-1.558236299254,-0.35400623556600003,-0.19726078753000001,-0.45219474962099998,-0.37750002370699998,-0.33926276061100002,-0.30954535777699999,-0.440017405049,-0.50593196032999999,-0.45315241510547,-0.61468808574946998,-0.69932842887947,-7.1475031231797299,-0.57090132892964396,-2.3811491360843799,-0.68353173225759001,-1.93365588529736,-1.50069975964697,-1.3055145676197999,-1.7154170274778899,-1.1345170579482999,-0.84697610999999995,-1.0053387985370801,-1.16157244634215,-3.4116505500000001,-1.1035081067967201,-0.96059610274546303,-5.0785268289859298,-6.73040914168668,-1.0126892583,-2.4518747734937301,-1.2226858344,-2.7810710341738498,-2.2363643494277698,-3.2529486704994102,-4.0075718569415999,-9.7605714785724196,-7.4245448141571497,-7.4300682168115699,-9.4864010409956592,-12.571384184143501,-8.4168822132627596,-9.6285785284899905,-12.802760097789999,-18.5533827794297,-4.8217501183999998,-10.0740939349157,-5.2633025268293796,-6.2880898805060097,-5.4084364213623601,-4.5998837905991197,-4.5528657087390103,-5.7736890447974103,-3.17824161933172,-3.59409386996025,-4.9872722208234501,-4.4114033887000001,-4.2332987764779997,-5.6766145259779996,-4.9256418599779996,-6.0743633003282698,-5.5235906266471702,-6.1498338030151602,-5.6295535237091796,-6.6854444238091801,-8.2810743914000007,-9.7092732457000004,-10.3884212686,-11.7307031953,-10.9654540461,-11.9685807596,-9.3733035164,-11.933894309699999,-9.6576182308000007,-9.7283906722999998,-11.4386022865,-8.3956487422000006,-8.8845723382999999,-9.5456667494000005,-9.2886683048999998,-9.3131030672000001
1.A.b.8 知识产权使用费,-0.99280000000000002,-0.76121000000000005,-0.75531999999999999,-1.0603800000000001,-1.1689000000000001,-1.3667400000000001,-2.1529699999999998,-2.4822000000000002,-2.80958,-1.9530000000000001,-2.4115700000000002,-5.7084200000000003,-3.25908,-5.13096,-4.5749399999999998,-5.3146558193280002,-6.7246574590590003,-5.3437633942930001,-7.9334564873440003,-9.8099398609729995,-11.639703085319001,-5.8641051710329997,-7.5691362359759999,-9.3385340409790007,-8.2183866467520001,-8.9631839763339993,-12.642248447624,-12.778636303157,-13.045306833749001,-12.445013431750001,-13.883530825563,-12.264669684636001,-15.685150139647,-16.213030417936999,-17.516309788646002,-14.881282001776301,-17.662811346981801,-20.674575375978399,-18.069368571153401,-22.087577979459098,-23.235075828854502,-20.304470999191999,-24.608926314740899,-29.340828186370398,-18.980444989999999,-25.369779550000001,-28.883999110000001,-33.123961970000003,-27.722342569999999,-33.811627190000003,-28.527197359999999,-32.029459330000002,-33.929473909999999,-34.05952473,-33.754717210000003,-37.884354080000001,-40.057202910000001,-44.452286399999998,-39.291304750000002,-43.248019900000003,-37.65055598,-45.16813964,-56.39060224,-62.254782900000002,-53.976458270000002,-55.432617807699998,-54.891161375599999,-55.073951125400001,-39.805984520499997,-59.302555732599998,-54.5837616763,-55.685358006199998,-49.114947382899999,-64.521293096600004,-59.500873017300002,-55.046732032999998,-56.436501105600001,-65.252428327800004,-57.371422664999997,-60.3741034938,-76.975116840499993,-88.475583151099997,-70.252544670700004,-66.513408189299994,-61.720164909099999,-79.608329083000001,-70.934187229700001,-65.394924032800006,-50.903247247700001,-78.792170995399999,-87.651526973100005,-75.530851566899997,-69.9320081937,-86.896300481799997,-103.4240177057,-91.137002782799996,-77.502536576899999,-81.680809656999998,-79.176715696200006,-73.184674341399997,-66.919277487599999,-82.440340114899996,-86.553974714899994,-81.550581620399996
贷方,0.1211,0.11309,0.17452000000000001,0.21815000000000001,0.23316999999999999,0.14829000000000001,0.17311000000000001,0.19084999999999999,0.15842000000000001,0.16416,0.57826999999999995,0,0.23468,0.22670000000000001,0.37601000000000001,0.26357082466800003,0.30053294390500002,0.43448285385399998,0.29829093695100001,0.29491647015599998,0.27685675243000002,0.26898389452499999,0.38861597492400002,0.135332360767,1.3435029111879999,0.39733836238699999,0.39805094901799998,0.22470035952100001,0.30824221039100003,0.27771150969500003,0.44761898486200002,0.54044515282200001,0.52473132399599998,0.41829810712900001,0.54507916855500005,0.55692925266954596,0.469121847319318,0.67990183444659102,1.1867435664159101,1.0905735015045499,1.0393216741556801,0.92531068991477305,2.5743933207784102,1.1663365473806799,0.89547699000000003,0.91656247000000002,1.1135228500000001,1.3689628899999999,0.93918723999999998,3.2970421499999998,1.5774820700000001,2.4911266799999998,1.7592888799999999,1.8388812999999999,1.62442654,2.2104202599999998,2.06049711,2.0919235500000002,1.48308749,4.8055122600000004,2.2675079400000002,1.7084678799999999,2.97691784,1.9138092900000001,2.2081188300000001,1.761804275,1.2335629824000001,1.5603331491000001,4.7278166885999999,1.4358060415,2.9305810624999999,1.7517968181000001,2.2179313646000001,1.8131347658000001,1.9081198819,5.6727705347999997,9.2041754796999999,12.7447213182,12.707953551799999,13.3734922516,12.8982735421,14.5469730731,13.802489594700001,14.365150471,18.532793890499999,15.704949082600001,15.664532809700001,16.144783741200001,22.103670665799999,22.358874843700001,17.837745605999999,23.528457702400001,27.990938777699998,31.221257121899999,26.685876160799999,31.659573782500001,32.0441419848,30.867363259499999,40.881065677000002,29.277039116800001,31.684726705399999,31.529780584299999,23.124204086100001,23.434039075800001
借方,-1.1138999999999999,-0.87429999999999997,-0.92984,-1.2785299999999999,-1.4020699999999999,-1.5150300000000001,-2.3260800000000001,-2.6730499999999999,-2.968,-2.1171600000000002,-2.9898400000000001,-5.7084200000000003,-3.49376,-5.3576600000000001,-4.9509499999999997,-5.5782266439960004,-7.0251904029640002,-5.7782462481470001,-8.2317474242949995,-10.104856331129,-11.916559837749,-6.1330890655579999,-7.9577522108999998,-9.4738664017459993,-9.5618895579400007,-9.3605223387209993,-13.040299396642,-13.003336662678,-13.353549044139999,-12.722724941445,-14.331149810425,-12.805114837457999,-16.209881463643001,-16.631328525065999,-18.061388957201,-15.4382112544458,-18.131933194301102,-21.354477210424999,-19.2561121375693,-23.178151480963599,-24.274397503010199,-21.229781689106801,-27.1833196355193,-30.5071647337511,-19.875921980000001,-26.286342019999999,-29.99752196,-34.492924860000002,-28.661529810000001,-37.108669339999999,-30.104679430000001,-34.520586010000002,-35.688762789999998,-35.898406029999997,-35.379143749999997,-40.094774340000001,-42.117700020000001,-46.544209950000003,-40.774392239999997,-48.053532160000003,-39.918063920000002,-46.87660752,-59.367520079999998,-64.168592189999998,-56.184577099999998,-57.194422082700001,-56.124724358000002,-56.634284274499997,-44.533801209099998,-60.738361774099999,-57.514342738800003,-57.437154824300002,-51.332878747499997,-66.334427862400005,-61.408992899200001,-60.719502567799999,-65.6406765853,-77.997149645999997,-70.0793762168,-73.747595745400005,-89.873390382599993,-103.0225562242,-84.055034265399996,-80.878558660300001,-80.252958799599995,-95.313278165599996,-86.598720039400007,-81.539707773999993,-73.006917913500004,-101.15104583909999,-105.4892725791,-99.059309269300002,-97.922946971399995,-118.11755760370001,-130.10989386649999,-122.7965765653,-109.54667856170001,-112.54817291649999,-120.0577813732,-102.46171345819999,-98.604004192999994,-113.9701206992,-109.678178801,-104.9846206962
1.A.b.9 电信、计算机和信息服务,0.32500000000000001,-0.79005999999999998,-1.1406799999999999,5.7253800000000004,-0.13464000000000001,1.4197200000000001,1.84449,1.24953,1.0984799999999999,1.21885,7.2419599999999997,2.3848699999999998,0.49565999999999999,0.18915999999999999,-0.19536999999999999,0.129496564905001,-1.9955615541689999,-0.76603550119400099,-0.54997424467199796,-0.83841680745199998,1.3054698295439999,-0.37321875432000001,0.53394700636700099,1.3076965461200001,3.0421689799279998,0.82374587077800099,0.21438764257699799,0.55227494085375095,-1.524749933072,-4.7461498437002099E-2,2.1475440312649998,0.44538327278900097,-0.515891672961999,4.4874809657119998,4.2863055192920001,3.668679267086,4.3291598193613599,6.6372959979295496,5.90979711628977,5.4194066610420499,5.0015757697113603,9.1241343701454607,11.2703288641101,6.0691171427420496,8.0381726899999997,8.3950264699999995,7.9715218700000001,8.2738292099999899,11.546909149999999,15.07984549,18.29807087,18.814262240000001,19.677767500000002,22.311788,24.59905079,22.148619440000001,29.542366250000001,26.186943400000001,21.61890253,30.216847940000001,24.26745326,24.17810429,20.127018639999999,26.172023159999998,20.489195689999999,23.924702731499998,21.336042932000002,28.496521794300001,29.3583312429,29.7288555815,30.7044541641,41.610879805899998,35.039592913,33.378504852600003,35.651043463599997,22.879663219000001,19.896720465000001,23.3930024193,12.010463340399999,19.632405265100001,15.9395330989,18.838961099900001,12.3444387513,17.778618941000001,16.1238052012,15.0908700965,20.509118288500002,28.194478314400001,5.7187794873,9.0810721098999991,28.487885500000001,21.038873470399999,11.927348650600001,29.323946225099998,24.096762203899999,41.756026268600003,46.375005397999999,46.552458045000002,45.111476819300002,41.526485071300002,36.913403736100001,42.776461241299998,50.983802649499999,61.952154155899997
贷方,1.5407,0.75860000000000005,0.45995999999999998,6.7648400000000004,0.61565999999999999,2.6783199999999998,2.8624900000000002,2.3933599999999999,2.1440100000000002,2.1662699999999999,8.5274800000000006,4.1762300000000003,1.9347399999999999,1.46227,1.58368,2.34509971597,2.0503223417430001,2.6637640273619998,3.7845209148590002,3.384137154721,3.9772679022789998,4.0085206701920004,3.851812263067,5.5682561360539999,6.2697942910239997,4.3621620987269996,5.3194451654929997,5.9306298219577496,5.1523211067489996,5.5976546322859999,6.6283336274440003,5.8758425355249999,7.111039466557,8.9089336753620003,10.451192133839999,10.4846519077545,12.464977665619299,12.9384424969693,13.6288386548489,16.160777799950001,15.4454152342659,19.603975409777298,21.152393002284001,22.015473289964699,17.54030289,16.688687569999999,20.604481679999999,22.266253500000001,20.66455289,25.35757839,28.42516084,30.316837750000001,29.41115594,34.188159390000003,36.261852060000002,39.223168520000002,38.672700020000001,39.102327080000002,40.169546169999997,44.524118999999999,37.771733240000003,42.206206289999997,42.79375666,48.212702810000003,45.180871150000002,47.938914739700003,49.591381615899998,59.017980249499999,53.829340050799999,60.0470111606,57.845777363000003,73.767266334200002,62.447931369899997,64.278820082400003,63.578090146100003,64.0200350028,65.147901564400001,69.639766139499997,61.388977088399997,72.427373450999994,70.375464655000002,76.638965223900001,72.058368711499995,81.159293363000003,76.195051127400006,85.189588490399998,91.146321123500002,96.944103931800001,85.2511180491,92.694860082299996,103.3208395985,108.5710175386,114.9698788172,127.40915620219999,123.2233437231,141.5766268683,148.56563711300001,141.7312844759,138.61874592480001,130.02149661609999,149.84016497670001,144.73235621769999,138.60798000939999,147.78393340650001
借方,-1.2157,-1.5486599999999999,-1.6006400000000001,-1.0394600000000001,-0.75029999999999997,-1.2585999999999999,-1.018,-1.1438299999999999,-1.0455300000000001,-0.94742000000000004,-1.28552,-1.7913600000000001,-1.4390799999999999,-1.27311,-1.77905,-2.2156031510649998,-4.0458838959119996,-3.4297995285559999,-4.3344951595310004,-4.2225539621730004,-2.6717980727350001,-4.3817394245120003,-3.3178652567000002,-4.2605595899340001,-3.2276253110959998,-3.5384162279489999,-5.1050575229159998,-5.3783548811040003,-6.6770710398209996,-5.6451161307230002,-4.4807895961790001,-5.430459262736,-7.6269311395189998,-4.4214527096499996,-6.1648866145480001,-6.8159726406685399,-8.1358178462579502,-6.3011464990397696,-7.7190415385590896,-10.741371138908001,-10.4438394645545,-10.4798410396318,-9.8820641381739591,-15.9463561472227,-9.5021301999999999,-8.2936610999999996,-12.632959809999999,-13.992424290000001,-9.1176437400000001,-10.2777329,-10.12708997,-11.50257551,-9.7333884400000006,-11.876371389999999,-11.662801269999999,-17.074549080000001,-9.13033377,-12.91538368,-18.550643640000001,-14.30727106,-13.50427998,-18.028102000000001,-22.66673802,-22.040679650000001,-24.691675459999999,-24.014212008200001,-28.2553386839,-30.521458455200001,-24.471008807899999,-30.318155579100001,-27.1413231989,-32.156386528299997,-27.408338456900001,-30.9003152298,-27.927046682499999,-41.140371783799999,-45.2511810994,-46.246763720200001,-49.378513748000003,-52.794968185899997,-54.435931556100002,-57.800004123999997,-59.713929960199998,-63.380674421999998,-60.0712459262,-70.0987183939,-70.637202834999997,-68.7496256174,-79.532338561800003,-83.613787972400004,-74.832954098499997,-87.532144068199997,-103.0425301666,-98.085209977100007,-99.126581519200002,-99.820600599700001,-102.19063171499999,-95.178826430900003,-93.507269105500001,-88.495011544799993,-112.9267612406,-101.9558949764,-87.624177359900003,-85.831779250599993
1.A.b.10 其他商业服务,-3.0201677400000002,4.9537092200000004,-6.3857488599999996,3.7017178400000001,-3.5820786899999999,-8.3674883100000006,-9.1253634899999998,15.213664659999999,-1.2749818900000001,-6.1787916410000001,10.941530341,0.75881763999999297,1.75188009,2.7447839599999999,2.0797198200000002,0.26628982143001401,4.5977826316490003,3.0404051948599999,1.5121059944049899,5.5065233859239999,4.0439463768900001,5.0581158580859897,5.0898572492499996,9.8512573147569995,5.52233045222399,12.326595250106999,9.7554778330089906,20.247712500009001,9.4311954310859996,7.5020204467770197,2.5698912586859999,14.733688539487,4.3093742432947097,13.870975779484001,5.27768925886829,25.482844121418299,14.386127363225,-0.71336543238331296,-10.7168277540207,28.648566889955202,8.9829519351678009,8.8734343953717296,-12.270583966360499,0.54596009115388699,-11.008666524300001,3.6661305236968902,34.760583298574502,12.8032811878535,18.226315786092201,17.328592921195199,26.076739254854498,26.9166758417099,22.642615150000001,13.641922904477701,13.255989025,22.050713069274099,28.477662196532201,16.767483629234398,17.467013339794999,23.977525092826699,41.027689128736696,16.237772906675499,16.140087054782398,25.691634379647201,55.5233964105987,135.65070799527899,45.026346712861397,45.3572354933357,52.9751651284,46.6388020475,43.862343772800003,45.131173185199998,38.408210621499997,31.2925897356,39.6968750331,37.727731805499999,47.128862316000003,35.023508161599999,38.981437679999999,48.138092813500002,57.817204770899998,36.188094248399999,45.8279579521,51.421246542200002,67.304392403999998,31.586054882199999,43.053975308600002,52.091995989600001,76.951042232600003,19.921378702399998,43.042488626299999,55.139079770599999,85.630836337900007,65.144188020599998,82.464652704700001,105.7859560224,122.1601467572,95.519124872899994,89.2227238973,111.8538953086,119.8163674116,84.468911310699994,83.626132459199994,92.441529325399998
