cc_d,id,country,region_d,time,INFLOWS,OUTFLOWS,debt_outflows,di_outflows,debt_inflows,di_inflows,equity_outflows,equity_inflows,errors_omissions,finl_acct,portfolio_outflows,portfolio_inflows,other_assets,other_liabs,reserve_flows,debt_outflows_bpm5,di_outflows_bpm5,debt_inflows_bpm5,di_inflows_bpm5,equity_outflows_bpm5,equity_inflows_bpm5,errors_omissions_bpm5,finl_acct_bpm5,portfolio_outflows_bpm5,portfolio_inflows_bpm5,other_assets_bpm5,other_liabs_bpm5,reserve_flows_bpm5,other_inflows_net,other_inflows_net_bpm5,xusv,NETFLOWS,id_time,date,qtr,yr,yr_qtr
US,111,US,1.0,1978-04-01,0.800000011920929,5.900000095367432,1.2,3.9,0.1,1.8,-0.1,1.0,8.3,5.1,1.1,1.0,0.9,-2.0,-0.3,-1.17,-4.06,0.05,1.97,0.07,0.96,8.35,-5.07,-1.1,1.01,-0.88,-2.01,0.27,-2.900000095367432,-1.129999995231628,,-5.099999904632568,111_73,1978-04-01,2,1978,1978_2
US,111,US,1.0,1978-07-01,16.0,9.399999618530273,0.5,2.5,3.3,1.3,0.0,0.0,0.0,-6.6,0.5,3.3,6.4,11.4,-0.1,-0.5,-2.6,3.33,1.41,-0.01,-0.03,0.02,6.62,-0.51,3.3,-6.42,11.44,0.11,5.0,17.86000061035156,,6.600000381469727,111_74,1978-07-01,3,1978,1978_3
US,111,US,1.0,1978-10-01,30.29999923706055,30.20000076293945,1.0,3.0,3.8,1.5,-0.1,0.0,-0.6,0.1,0.9,3.9,26.3,24.9,-0.1,-1.04,-3.16,3.81,1.63,0.13,0.04,-0.64,-0.05,-0.91,3.85,-26.33,24.87,0.12,-1.399999976158142,51.20000076293945,,0.09999847412109375,111_75,1978-10-01,4,1978,1978_4
US,111,US,1.0,1979-01-01,3.099999904632568,4.099999904632568,0.9,5.0,1.7,1.3,0.0,0.4,3.4,1.1,0.9,2.1,-1.8,-0.3,3.6,-0.93,-5.17,1.69,1.38,0.03,0.42,3.36,-1.13,-0.9,2.11,1.79,-0.34,-3.58,1.5,-2.130000114440918,,-1.0,111_76,1979-01-01,1,1979,1979_1
US,111,US,1.0,1979-04-01,6.099999904632568,15.89999961853027,0.5,7.2,0.8,2.2,-0.1,0.3,9.5,9.9,0.5,1.1,8.2,2.8,-0.3,-0.54,-7.36,0.78,2.29,0.05,0.27,9.51,-9.88,-0.49,1.05,-8.18,2.81,0.32,-5.400000095367432,10.98999977111816,,-9.799999237060547,111_77,1979-04-01,2,1979,1979_2
US,111,US,1.0,1979-07-01,23.89999961853027,28.60000038146973,1.8,7.0,2.2,2.3,0.5,0.2,4.9,4.8,2.3,2.3,19.3,19.3,-2.8,-1.79,-7.23,2.17,2.44,-0.54,0.15,4.93,-4.81,-2.33,2.32,-19.26,19.25,2.77,0.0,38.5099983215332,,-4.700000762939453,111_78,1979-07-01,3,1979,1979_3
US,111,US,1.0,1979-10-01,4.300000190734863,13.5,0.6,5.4,-0.3,2.4,0.4,0.2,8.5,9.2,1.0,-0.1,7.1,2.0,0.6,-0.57,-5.61,-0.32,2.59,-0.41,0.21,8.53,-9.23,-0.98,-0.11,-7.14,2.03,-0.64,-5.099999904632568,9.170000076293945,,-9.199999809265137,111_79,1979-10-01,4,1979,1979_4
US,111,US,1.0,1980-01-01,11.60000038146973,12.69999980926514,0.1,6.4,3.7,3.8,0.7,2.0,6.0,1.1,0.8,5.7,5.5,2.1,3.3,-0.1,-5.85,3.68,3.32,-0.68,2.0,6.04,-1.09,-0.78,5.68,-5.53,2.07,-3.27,-3.400000095367432,7.599999904632568,,-1.09999942779541,111_80,1980-01-01,1,1980,1980_1
US,111,US,1.0,1980-04-01,10.10000038146973,24.39999961853027,0.9,2.0,0.7,5.0,0.5,0.3,14.0,14.3,1.4,0.9,21.0,4.2,-0.5,-0.86,-2.79,0.65,5.76,-0.53,0.28,14.02,-14.35,-1.39,0.93,-21.01,4.15,0.51,-16.79999923706055,25.15999984741211,,-14.29999923706055,111_81,1980-04-01,2,1980,1980_2
US,111,US,1.0,1980-07-01,16.60000038146973,20.10000038146973,0.1,5.5,3.2,6.6,0.9,0.1,4.4,3.4,1.0,3.3,13.6,6.7,1.1,-0.09,-3.54,3.21,4.72,-0.86,0.05,4.39,-3.43,-0.95,3.26,-13.57,6.65,-1.11,-6.900000095367432,20.21999931335449,,-3.5,111_82,1980-07-01,3,1980,1980_3
US,111,US,1.0,1980-10-01,24.70000076293945,22.70000076293945,0.1,5.2,2.4,1.3,0.4,1.9,-1.6,-2.0,0.5,4.3,17.0,19.1,4.3,-0.07,-7.05,2.37,3.13,-0.38,1.91,-1.57,2.0,-0.45,4.28,-17.01,19.1,-4.27,2.099999904632568,36.11000061035156,,2.0,111_83,1980-10-01,4,1980,1980_4
US,111,US,1.0,1981-01-01,13.10000038146973,21.79999923706055,0.3,5.3,6.0,6.0,0.2,1.7,10.4,8.7,0.5,7.6,16.0,-0.5,4.5,-0.32,-2.42,5.95,3.15,-0.16,1.65,10.38,-8.67,-0.48,7.6,-15.99,-0.53,-4.52,-16.5,15.46000003814697,,-8.69999885559082,111_84,1981-01-01,1,1981,1981_1
US,111,US,1.0,1981-04-01,13.30000019073486,21.70000076293945,1.3,4.4,3.1,4.1,0.2,2.9,7.8,8.4,1.6,6.0,15.7,3.2,0.9,-1.33,-5.61,3.06,5.29,-0.22,2.9,7.84,-8.36,-1.55,5.96,-15.66,3.21,-0.9,-12.5,18.8700008392334,,-8.40000057220459,111_85,1981-04-01,2,1981,1981_2
US,111,US,1.0,1981-07-01,19.5,19.70000076293945,0.9,2.7,4.4,7.6,-0.2,0.1,1.9,0.2,0.7,4.5,16.3,7.4,0.0,-0.88,-0.59,4.43,5.5,0.18,0.09,1.91,-0.22,-0.7,4.52,-16.31,7.37,0.0,-8.899999618530273,23.68000030517578,,-0.2000007629394531,111_86,1981-07-01,3,1981,1981_3
US,111,US,1.0,1981-10-01,39.59999847412109,45.90000152587891,3.0,-2.3,2.9,7.9,0.0,0.2,3.6,6.2,3.0,3.1,45.2,28.6,-0.3,-2.98,-1.0,2.89,11.25,0.01,0.18,3.63,-6.18,-2.97,3.07,-45.17,28.64,0.27,-16.60000038146973,73.80999755859375,,-6.300003051757812,111_87,1981-10-01,4,1981,1981_4
US,111,US,1.0,1982-01-01,27.29999923706055,35.5,0.8,1.8,5.6,1.6,-0.2,0.6,9.3,8.2,0.6,6.3,33.1,19.4,1.1,-0.82,-2.27,5.63,2.08,0.2,0.62,9.29,-8.17,-0.62,6.25,-33.05,19.44,-1.09,-13.69999980926514,52.4900016784668,,-8.200000762939453,111_88,1982-01-01,1,1982,1982_1
US,111,US,1.0,1982-04-01,39.5,45.70000076293945,0.4,3.2,3.4,7.7,0.1,0.7,5.5,6.2,0.5,4.1,42.0,27.7,1.1,-0.36,1.23,3.37,3.22,-0.11,0.74,5.54,-6.22,-0.47,4.11,-41.97,27.66,-1.14,-14.30000019073486,69.62999725341797,,-6.200000762939453,111_89,1982-04-01,2,1982,1982_2
US,111,US,1.0,1982-07-01,20.5,24.29999923706055,3.3,0.9,3.4,5.4,0.2,0.3,13.0,3.9,3.4,3.7,20.0,11.4,0.8,-3.25,1.6,3.43,2.87,-0.15,0.28,12.99,-3.85,-3.4,3.71,-20.02,11.38,-0.79,-8.600000381469727,31.39999961853027,,-3.799999237060547,111_90,1982-07-01,3,1982,1982_3
US,111,US,1.0,1982-10-01,17.70000076293945,22.10000038146973,2.2,1.8,1.8,6.5,1.3,1.7,11.3,4.3,3.5,3.4,16.8,7.8,2.0,-2.18,0.42,1.75,4.3,-1.31,1.67,11.31,-4.31,-3.49,3.42,-16.81,7.85,-1.95,-9.0,24.65999984741211,,-4.399999618530273,111_91,1982-10-01,4,1982,1982_4
US,111,US,1.0,1983-01-01,15.60000038146973,27.5,0.6,0.5,2.1,1.4,1.0,2.8,14.3,11.9,1.6,4.9,25.4,9.3,0.8,-0.59,-0.29,2.11,1.19,-0.96,2.8,14.31,-11.85,-1.55,4.91,-25.44,9.33,-0.79,-16.10000038146973,34.77000045776367,,-11.89999961853027,111_92,1983-01-01,1,1983,1983_1
US,111,US,1.0,1983-04-01,17.39999961853027,3.799999952316284,1.1,2.9,2.4,4.9,1.8,1.6,-4.1,-13.7,2.8,4.0,-1.9,8.5,0.0,-1.05,-1.61,2.39,3.6,-1.76,1.62,-4.06,13.66,-2.81,4.01,1.93,8.54,0.02,10.39999961853027,6.610000133514404,,13.59999942779541,111_93,1983-04-01,2,1983,1983_2
US,111,US,1.0,1983-07-01,19.0,10.69999980926514,0.6,2.9,-2.6,3.1,0.8,1.3,8.9,-8.3,1.3,-1.4,6.5,17.3,-0.5,-0.56,-3.99,-2.61,4.15,-0.76,1.25,8.86,8.33,-1.32,-1.36,-6.5,17.35,0.53,10.80000019073486,23.85000038146973,,8.300000190734863,111_94,1983-07-01,3,1983,1983_3
US,111,US,1.0,1983-10-01,36.79999923706055,19.79999923706055,0.9,2.5,0.7,2.2,0.2,0.3,-0.8,-17.0,1.1,1.0,16.2,33.6,1.0,-0.89,-1.85,0.65,1.53,-0.21,0.32,-0.81,16.98,-1.1,0.97,-16.19,33.61,-0.95,17.39999961853027,49.79999923706055,,17.0,111_95,1983-10-01,4,1983,1983_4
US,111,US,1.0,1984-01-01,26.0,10.69999980926514,-0.3,5.1,-0.1,8.4,-0.4,0.9,3.8,-15.4,-0.8,0.9,6.4,16.7,0.7,0.31,-1.53,-0.05,4.89,0.44,0.95,3.83,15.36,0.75,0.9,-6.4,16.75,-0.66,10.30000019073486,23.14999961853027,,15.30000019073486,111_96,1984-01-01,1,1984,1984_1
US,111,US,1.0,1984-04-01,42.90000152587891,25.5,0.8,2.6,3.2,9.5,0.0,-0.2,8.5,-17.6,0.8,2.9,22.1,30.5,0.6,-0.79,-2.07,3.15,9.01,0.03,-0.21,8.52,17.61,-0.76,2.95,-22.06,30.54,-0.56,8.399999618530273,52.59999847412109,,17.40000152587891,111_97,1984-04-01,2,1984,1984_2
US,111,US,1.0,1984-07-01,10.0,-14.19999980926514,0.4,5.5,5.7,7.7,0.7,-1.1,5.4,-24.2,1.1,4.6,-20.8,-2.3,0.8,-0.41,-2.38,5.74,4.56,-0.7,-1.14,5.39,24.17,-1.11,4.6,20.75,-2.25,-0.8,18.5,-23.0,,24.20000076293945,111_98,1984-07-01,3,1984,1984_3
US,111,US,1.0,1984-10-01,37.59999847412109,11.69999980926514,2.9,-0.3,22.2,-0.4,0.7,-0.9,1.2,-26.1,3.7,21.3,8.3,16.7,1.1,-2.93,-6.37,22.17,6.3,-0.72,-0.88,1.21,26.05,-3.65,21.29,-8.26,16.74,-1.11,8.399999618530273,25.0,,25.89999771118164,111_99,1984-10-01,4,1984,1984_4
US,111,US,1.0,1985-01-01,15.19999980926514,2.5,0.6,0.2,10.3,2.7,1.9,-1.3,8.8,-12.7,2.5,9.0,-0.2,3.5,0.2,-0.6,-2.4,10.26,4.89,-1.89,-1.26,8.75,12.72,-2.49,9.0,0.18,3.54,-0.21,3.700000047683716,3.359999895095825,,12.69999980926514,111_100,1985-01-01,1,1985,1985_1
US,111,US,1.0,1985-04-01,27.70000076293945,0.1000000014901161,2.1,2.9,18.5,3.5,0.2,0.4,3.9,-27.6,2.2,19.0,-5.0,5.2,0.4,-2.07,-4.06,18.51,4.71,-0.15,0.44,3.87,27.63,-2.22,18.95,5.01,5.24,-0.36,10.19999980926514,0.2300000041723251,,27.60000038146973,111_101,1985-04-01,2,1985,1985_2
US,111,US,1.0,1985-07-01,36.20000076293945,2.900000095367432,0.6,2.1,17.1,3.3,1.0,1.3,3.8,-33.3,1.6,18.4,-0.8,14.5,0.1,-0.6,-3.77,17.12,4.99,-0.97,1.26,3.79,33.28,-1.57,18.38,0.75,14.5,-0.11,15.30000019073486,13.75,,33.29999923706055,111_102,1985-07-01,3,1985,1985_3
US,111,US,1.0,1985-10-01,54.0,19.10000038146973,0.5,-1.4,25.8,0.2,0.7,3.9,3.4,-34.9,1.2,29.7,19.3,24.1,3.2,-0.53,-3.83,25.82,5.42,-0.69,3.89,3.36,34.88,-1.22,29.71,-19.32,24.12,-3.15,4.800000190734863,43.43999862670898,,34.90000152587891,111_103,1985-10-01,4,1985,1985_4
US,111,US,1.0,1986-01-01,39.29999923706055,16.60000038146973,4.0,9.0,17.8,1.8,1.9,6.3,7.4,-22.7,5.9,24.1,1.7,13.4,0.1,-4.02,-10.49,17.79,3.35,-1.91,6.27,7.42,22.7,-5.93,24.06,-1.69,13.41,-0.12,11.69999980926514,15.10000038146973,,22.69999885559082,111_104,1986-01-01,1,1986,1986_1
US,111,US,1.0,1986-04-01,53.59999847412109,26.39999961853027,-0.7,8.8,23.4,5.8,1.8,6.9,9.6,-27.1,1.1,30.3,16.5,17.5,0.0,0.73,-8.9,23.35,5.84,-1.78,6.93,9.58,27.1,-1.05,30.28,-16.54,17.48,0.02,1.0,34.02000045776367,,27.19999885559082,111_105,1986-04-01,2,1986,1986_2
US,111,US,1.0,1986-07-01,67.69999694824219,30.89999961853027,0.8,3.0,14.5,6.0,-1.0,4.5,4.6,-36.8,-0.2,19.0,28.1,42.7,-0.3,-0.81,-5.85,14.5,8.87,0.99,4.51,4.6,36.83,0.18,19.01,-28.12,42.73,0.28,14.60000038146973,70.8499984741211,,36.79999542236328,111_106,1986-07-01,3,1986,1986_3
US,111,US,1.0,1986-10-01,63.20000076293945,33.59999847412109,-1.0,-1.3,12.2,17.3,-1.5,0.2,9.0,-29.7,-2.5,12.4,37.4,33.5,-0.1,0.98,1.24,12.24,17.36,1.55,0.19,8.99,29.66,2.53,12.43,-37.41,33.51,0.13,-3.900000095367432,70.91999816894531,,29.60000228881836,111_107,1986-10-01,4,1986,1986_4
US,111,US,1.0,1987-01-01,45.59999847412109,-1.700000047683716,0.4,11.0,15.0,16.8,1.4,9.5,-14.9,-47.2,1.7,24.6,-14.4,4.2,-2.0,-0.39,-7.05,15.05,12.77,-1.36,9.51,-14.89,47.16,-1.75,24.56,14.4,4.22,1.96,18.60000038146973,-10.18000030517578,,47.29999923706055,111_108,1987-01-01,1,1987,1987_1
US,111,US,1.0,1987-04-01,59.09999847412109,33.5,-0.4,10.9,15.7,10.7,0.7,8.4,11.3,-25.7,0.3,24.0,22.3,24.4,-3.4,0.4,-9.26,15.69,9.08,-0.69,8.35,11.32,25.71,-0.29,24.04,-22.25,24.38,3.42,2.099999904632568,46.63000106811523,,25.59999847412109,111_109,1987-04-01,2,1987,1987_2
US,111,US,1.0,1987-07-01,82.5999984741211,28.10000038146973,1.4,9.0,10.0,20.6,-0.3,4.7,-10.0,-54.6,1.2,14.7,17.9,47.3,0.0,-1.43,-9.39,10.01,21.0,0.27,4.71,-9.99,54.59,-1.16,14.72,-17.89,47.31,0.03,29.39999961853027,65.19999694824219,,54.5,111_110,1987-07-01,3,1987,1987_3
US,111,US,1.0,1987-10-01,64.5,33.40000152587891,6.0,8.9,11.1,15.1,-3.9,-7.5,6.4,-31.2,2.1,3.6,22.4,45.8,-3.7,-5.96,-9.33,11.15,15.62,3.91,-7.55,6.41,31.2,-2.06,3.6,-22.42,45.79,3.74,23.39999961853027,68.20999908447266,,31.09999847412109,111_111,1987-10-01,4,1987,1987_4
US,111,US,1.0,1988-01-01,29.39999961853027,-2.0,3.8,4.4,29.6,6.3,0.7,-1.0,-5.6,-31.4,4.5,28.6,-10.9,-5.5,-1.5,-3.77,-6.25,29.59,8.17,-0.73,-1.02,-5.58,31.37,-4.5,28.57,10.85,-5.47,1.5,5.400000095367432,-16.31999969482422,,31.39999961853027,111_112,1988-01-01,1,1988,1988_1
US,111,US,1.0,1988-04-01,73.9000015258789,25.89999961853027,-0.1,5.0,21.0,13.5,-1.2,0.4,-18.9,-48.1,-1.3,21.4,22.2,39.0,0.0,0.13,-5.63,21.04,14.14,1.19,0.41,-18.94,48.14,1.32,21.45,-22.16,39.03,0.04,16.79999923706055,61.18999862670898,,48.0,111_113,1988-04-01,2,1988,1988_2
US,111,US,1.0,1988-07-01,54.59999847412109,45.70000076293945,1.3,10.9,5.4,16.1,0.2,0.7,31.3,-8.9,1.5,6.0,33.3,32.5,7.4,-1.31,-8.9,5.38,14.06,-0.19,0.67,31.32,8.95,-1.5,6.04,-33.27,32.51,-7.38,-0.800000011920929,65.77999877929688,,8.89999771118164,111_114,1988-07-01,3,1988,1988_3
US,111,US,1.0,1988-10-01,86.0,32.29999923706055,1.9,1.4,20.7,21.0,1.4,-2.9,-23.8,-53.7,3.3,17.8,27.6,47.2,-1.9,-1.93,-1.75,20.72,21.36,-1.37,-2.93,-23.8,53.72,-3.29,17.79,-27.58,47.19,1.92,19.60000038146973,74.7699966430664,,53.70000076293945,111_115,1988-10-01,4,1988,1988_4
US,111,US,1.0,1989-01-01,67.0,52.90000152587891,1.3,15.3,29.9,19.6,0.9,0.2,11.7,-14.1,2.2,30.1,35.4,17.3,4.0,-1.3,-14.0,29.91,18.24,-0.92,0.2,11.68,14.06,-2.22,30.11,-35.41,17.34,-4.0,-18.10000038146973,52.75,,14.09999847412109,111_116,1989-01-01,1,1989,1989_1
US,111,US,1.0,1989-04-01,11.60000038146973,-0.5,1.7,11.1,7.3,16.4,4.5,4.4,23.7,-12.2,6.2,11.7,-17.8,-16.5,12.1,-1.7,-10.36,7.31,15.74,-4.5,4.43,23.69,12.22,-6.2,11.74,17.78,-16.49,-12.09,1.299999952316284,-34.27000045776367,,12.10000038146973,111_117,1989-04-01,2,1989,1989_2
US,111,US,1.0,1989-07-01,80.5999984741211,54.90000152587891,1.6,18.0,30.7,18.6,7.6,5.6,9.6,-25.7,9.2,36.3,27.7,25.7,6.0,-1.58,-11.23,30.68,11.82,-7.57,5.62,9.56,25.73,-9.15,36.3,-27.72,25.71,-5.99,-2.0,53.43000030517578,,25.69999694824219,111_118,1989-07-01,3,1989,1989_3
US,111,US,1.0,1989-10-01,71.0,50.29999923706055,0.3,6.6,18.8,21.2,4.2,-1.3,7.4,-20.7,4.5,17.6,39.2,32.2,3.2,-0.28,-7.86,18.83,22.45,-4.23,-1.26,7.39,20.68,-4.51,17.57,-39.22,32.25,-3.21,-7.0,71.47000122070312,,20.70000076293945,111_119,1989-10-01,4,1989,1989_4
US,111,US,1.0,1990-01-01,-22.29999923706055,-38.29999923706055,8.6,13.1,-0.7,17.0,0.0,-3.4,3.2,-16.1,8.6,-4.1,-60.0,-35.2,3.2,-8.56,-11.77,-0.65,15.64,-0.02,-3.41,3.19,16.06,-8.58,-4.06,60.02,-35.19,-3.18,24.79999923706055,-95.20999908447266,,16.0,111_120,1990-01-01,1,1990,1990_1
US,111,US,1.0,1990-04-01,44.90000152587891,42.59999847412109,4.9,9.7,9.7,17.8,6.1,-3.8,15.3,-2.2,11.0,5.9,21.9,21.2,-0.3,-4.91,-6.58,9.7,14.64,-6.13,-3.84,15.28,2.19,-11.04,5.86,-21.93,21.23,0.3,-0.699999988079071,43.15999984741211,,2.300003051757812,111_121,1990-04-01,2,1990,1990_2
US,111,US,1.0,1990-07-01,74.69999694824219,58.0,0.5,30.5,11.1,20.4,0.6,-2.7,10.9,-16.6,1.0,8.5,26.5,45.8,-1.7,-0.49,-19.3,11.11,9.16,-0.55,-2.65,10.89,16.58,-1.04,8.46,-26.53,45.83,1.74,19.29999923706055,72.36000061035156,,16.69999694824219,111_122,1990-07-01,3,1990,1990_3
US,111,US,1.0,1990-10-01,64.9000015258789,39.40000152587891,7.4,6.6,17.8,16.1,0.7,-6.1,-1.2,-25.4,8.1,11.8,24.7,37.0,1.1,-7.41,0.45,17.81,9.05,-0.71,-6.06,-1.18,25.39,-8.12,11.75,-24.7,36.96,-1.1,12.30000019073486,61.65999984741211,,25.5,111_123,1990-10-01,4,1990,1990_4
US,111,US,1.0,1991-01-01,10.89999961853027,15.0,3.1,19.1,2.9,7.4,6.8,2.4,-12.3,4.0,10.0,5.3,-14.1,-1.8,0.4,-3.13,-15.5,2.89,3.85,-6.83,2.44,-12.35,-3.97,-9.96,5.33,14.13,-1.82,-0.36,12.30000019073486,-15.94999980926514,,-4.100000381469727,111_124,1991-01-01,1,1991,1991_1
US,111,US,1.0,1991-04-01,12.80000019073486,2.299999952316284,2.8,3.2,18.5,14.2,9.3,7.5,-15.8,-10.6,12.0,25.9,-12.9,-27.3,-1.0,-2.75,-2.91,18.45,13.98,-9.27,7.48,-15.76,10.58,-12.02,25.93,12.89,-27.29,1.01,-14.39999961853027,-40.18000030517578,,10.5,111_125,1991-04-01,2,1991,1991_2
US,111,US,1.0,1991-07-01,46.29999923706055,34.59999847412109,3.9,24.2,7.2,12.3,8.6,2.0,0.0,-11.7,12.6,9.2,-2.2,24.8,-3.9,-3.91,-11.02,7.2,-0.8,-8.64,1.96,-0.03,11.7,-12.55,9.16,2.15,24.76,3.88,27.0,22.61000061035156,,11.70000076293945,111_126,1991-07-01,3,1991,1991_3
US,111,US,1.0,1991-10-01,49.59999847412109,29.79999923706055,5.2,2.9,18.6,0.6,5.9,-1.5,-13.4,-19.7,11.1,17.1,15.8,31.9,-1.2,-5.23,-8.47,18.58,6.15,-5.92,-1.46,-13.38,19.73,-11.15,17.12,-15.78,31.86,1.22,16.10000038146973,47.63999938964844,,19.79999923706055,111_127,1991-10-01,4,1991,1991_4
US,111,US,1.0,1992-01-01,31.10000038146973,12.69999980926514,1.0,22.9,14.7,3.0,7.7,-3.1,-18.6,-18.5,8.7,11.6,-18.9,16.5,1.1,-1.0,-21.66,14.69,1.78,-7.67,-3.09,-18.57,18.51,-8.67,11.6,18.93,16.53,-1.06,35.40000152587891,-2.400000095367432,,18.40000152587891,111_128,1992-01-01,1,1992,1992_1
US,111,US,1.0,1992-04-01,54.90000152587891,24.10000038146973,5.0,16.6,26.3,11.1,3.2,-1.6,-22.1,-30.9,8.2,24.8,-0.7,19.0,-1.5,-4.99,-11.81,26.33,6.37,-3.21,-1.55,-22.08,30.88,-8.2,24.78,0.7,19.04,1.46,19.70000076293945,18.34000015258789,,30.80000114440918,111_129,1992-04-01,2,1992,1992_2
US,111,US,1.0,1992-07-01,42.70000076293945,24.10000038146973,3.9,13.8,6.0,10.7,9.2,-5.1,0.3,-18.6,13.1,0.8,-2.8,31.2,-1.9,-3.91,-6.67,5.95,3.55,-9.15,-5.13,0.31,18.62,-13.06,0.82,2.76,31.22,1.95,34.0,28.45999908447266,,18.60000038146973,111_130,1992-07-01,3,1992,1992_3
US,111,US,1.0,1992-10-01,50.09999847412109,28.0,6.9,5.5,30.6,5.5,12.4,4.2,-3.5,-22.0,19.2,34.8,3.3,9.8,-1.6,-6.87,-8.13,30.62,8.11,-12.37,4.16,-3.46,22.03,-19.24,34.78,-3.26,9.77,1.57,6.5,13.02999973297119,,22.09999847412109,111_131,1992-10-01,4,1992,1992_4
US,111,US,1.0,1993-01-01,29.5,26.70000076293945,19.9,21.2,11.5,13.0,8.3,5.2,5.9,-2.8,28.2,16.8,-22.7,-0.3,1.0,-19.87,-15.98,11.54,7.81,-8.33,5.22,5.91,2.78,-28.2,16.76,22.68,-0.29,-0.98,22.39999961853027,-22.96999931335449,,2.799999237060547,111_132,1993-01-01,1,1993,1993_1
US,111,US,1.0,1993-04-01,61.5,50.20000076293945,16.2,26.8,14.5,14.2,13.7,1.2,7.8,-11.3,29.8,15.7,-6.4,31.6,-0.8,-16.15,-24.37,14.5,11.8,-13.68,1.15,7.75,11.26,-29.83,15.65,6.44,31.57,0.82,38.0,25.1299991607666,,11.29999923706055,111_133,1993-04-01,2,1993,1993_2
US,111,US,1.0,1993-07-01,96.0,64.0,31.4,24.8,18.0,22.8,20.6,2.6,-3.0,-32.0,51.9,20.5,-12.7,52.7,0.5,-31.37,-14.17,17.99,12.15,-20.57,2.55,-2.96,31.99,-51.94,20.54,12.66,52.74,-0.54,65.4000015258789,40.08000183105469,,32.0,111_134,1993-07-01,3,1993,1993_3
US,111,US,1.0,1993-10-01,91.80000305175781,57.20000076293945,15.5,10.1,46.0,0.3,20.8,12.0,-4.5,-34.6,36.3,58.1,10.8,33.4,0.7,-15.49,-29.43,46.03,19.62,-20.79,12.02,-4.47,34.61,-36.28,58.05,-10.75,33.4,-0.67,22.60000038146973,44.15000152587891,,34.60000228881836,111_135,1993-10-01,4,1993,1993_4
US,111,US,1.0,1994-01-01,90.9000015258789,44.0,0.3,32.9,27.8,7.3,19.2,6.6,-29.6,-46.9,19.5,34.4,-8.4,49.2,0.1,-0.33,-31.08,27.82,5.47,-19.21,6.62,-29.65,46.87,-19.54,34.44,8.41,49.18,-0.06,57.59999847412109,40.77000045776367,,46.90000152587891,111_136,1994-01-01,1,1994,1994_1
US,111,US,1.0,1994-04-01,56.70000076293945,50.5,-0.8,16.3,17.5,6.2,12.6,-3.0,18.7,-6.1,11.8,14.5,22.4,36.0,-3.5,0.75,-16.12,17.5,6.03,-12.59,-2.97,18.74,6.15,-11.83,14.53,-22.44,35.98,3.54,13.60000038146973,58.41999816894531,,6.200000762939453,111_137,1994-04-01,2,1994,1994_2
US,111,US,1.0,1994-07-01,85.5999984741211,37.20000076293945,6.3,22.7,43.7,18.1,7.1,0.1,-8.6,-48.4,13.4,43.8,1.1,23.7,0.2,-6.31,-19.26,43.7,14.62,-7.06,0.11,-8.6,48.43,-13.37,43.81,-1.1,23.72,-0.16,22.60000038146973,24.81999969482422,,48.39999771118164,111_138,1994-07-01,3,1994,1994_3
US,111,US,1.0,1994-10-01,79.80000305175781,62.29999923706055,9.0,18.1,49.5,24.4,9.4,-2.9,18.0,-17.5,18.4,46.6,25.8,8.8,-2.0,-9.02,-13.72,49.5,20.01,-9.43,-2.87,18.01,17.46,-18.45,46.63,-25.79,8.77,2.03,-17.0,34.56000137329102,,17.50000381469727,111_139,1994-10-01,4,1994,1994_4
US,111,US,1.0,1995-01-01,99.80000305175781,65.19999694824219,3.9,25.1,48.3,12.9,4.7,-3.7,-6.6,-34.5,8.6,44.6,31.5,42.3,5.3,-3.86,-21.69,48.25,9.44,-4.74,-3.66,-6.59,34.55,-8.6,44.59,-31.53,42.34,-5.33,10.80000019073486,73.87000274658203,,34.60000610351562,111_140,1995-01-01,1,1995,1995_1
US,111,US,1.0,1995-04-01,123.0999984741211,117.8000030517578,15.1,17.5,56.3,13.6,12.9,5.5,29.2,-5.4,28.0,61.7,72.3,47.8,2.7,-15.09,-16.04,56.26,12.21,-12.88,5.49,29.25,5.37,-27.96,61.74,-72.33,47.75,-2.72,-24.5,120.0800018310547,,5.299995422363281,111_141,1995-04-01,2,1995,1995_2
US,111,US,1.0,1995-07-01,117.9000015258789,48.0,16.7,24.4,66.5,19.2,25.4,4.9,-32.4,-69.9,42.1,71.4,-18.5,27.3,1.9,-16.69,-23.03,66.52,17.87,-25.43,4.88,-32.42,69.93,-42.12,71.4,18.47,27.33,-1.89,45.79999923706055,8.859999656677246,,69.9000015258789,111_142,1995-07-01,3,1995,1995_3
US,111,US,1.0,1995-10-01,105.5999984741211,122.8000030517578,21.2,43.1,22.8,23.4,22.5,9.8,40.7,17.3,43.7,32.6,36.0,49.6,-0.2,-21.25,-38.02,22.8,18.28,-22.47,9.82,40.73,-17.29,-43.72,32.62,-36.0,49.55,0.19,13.60000038146973,85.55000305175781,,-17.20000457763672,111_143,1995-10-01,4,1995,1995_4
US,111,US,1.0,1996-01-01,84.19999694824219,83.5999984741211,14.0,27.0,57.0,28.4,29.5,3.7,17.0,-0.5,43.5,60.7,13.1,-4.9,0.0,-14.03,-26.73,57.01,28.14,-29.51,3.67,17.04,0.54,-43.54,60.67,-13.15,-4.86,0.01,-18.0,8.289999961853027,,0.5999984741210938,111_144,1996-01-01,1,1996,1996_1
