cc_d,id,country,region_d,time,INFLOWS,OUTFLOWS,debt_outflows,di_outflows,debt_inflows,di_inflows,equity_outflows,equity_inflows,errors_omissions,finl_acct,portfolio_outflows,portfolio_inflows,other_assets,other_liabs,reserve_flows,debt_outflows_bpm5,di_outflows_bpm5,debt_inflows_bpm5,di_inflows_bpm5,equity_outflows_bpm5,equity_inflows_bpm5,errors_omissions_bpm5,finl_acct_bpm5,portfolio_outflows_bpm5,portfolio_inflows_bpm5,other_assets_bpm5,other_liabs_bpm5,reserve_flows_bpm5,other_inflows_net,other_inflows_net_bpm5,xusv,NETFLOWS,id_time,date,qtr,yr,yr_qtr
DE,134,Germany,2.0,2014-07-01,35.79999923706055,86.4000015258789,19.6,22.9,4.6,10.9,17.3,-0.1,-5.2,65.4,36.9,4.5,26.6,20.4,0.4,,,,,,,,,,,,,,-6.199999809265137,,,-50.60000228881836,134_218,2014-07-01,3,2014,2014_3
DE,134,Germany,2.0,2014-10-01,-71.4000015258789,7.800000190734863,32.2,6.4,-16.3,-10.3,17.0,-3.4,10.5,94.9,49.2,-19.7,-47.8,-41.4,-2.1,,,,,,,,,,,,,,6.400000095367432,,,-79.20000457763672,134_219,2014-10-01,4,2014,2014_4
DE,134,Germany,2.0,2015-01-01,240.0,255.3999938964844,39.0,42.2,13.6,21.7,18.3,7.9,-37.0,31.2,57.3,21.6,155.9,196.7,0.0,,,,,,,,,,,,,,40.79999923706055,,,-15.39999389648438,134_220,2015-01-01,1,2015,2015_1
DE,134,Germany,2.0,2015-04-01,-85.5,-13.60000038146973,8.3,26.0,-28.3,16.8,21.6,7.6,12.0,79.2,30.0,-20.8,-69.6,-81.5,-0.5,,,,,,,,,,,,,,-11.89999961853027,,,-71.9000015258789,134_221,2015-04-01,2,2015,2015_2
DE,134,Germany,2.0,2015-07-01,24.60000038146973,103.1999969482422,23.5,28.5,-20.6,16.1,7.6,-1.3,4.3,80.3,31.1,-21.9,43.6,30.4,-1.6,,,,,,,,,,,,,,-13.19999980926514,,,-78.5999984741211,134_222,2015-07-01,3,2015,2015_3
DE,134,Germany,2.0,2015-10-01,-127.0,-64.5999984741211,6.2,34.2,-56.4,7.8,14.1,6.1,-8.4,71.2,20.3,-50.3,-119.1,-84.5,-0.3,,,,,,,,,,,,,,34.59999847412109,,,-62.40000152587891,134_223,2015-10-01,4,2015,2015_4
DE,134,Germany,2.0,2016-01-01,125.4000015258789,162.3000030517578,37.7,32.4,13.1,22.4,12.8,-6.1,-28.3,43.6,50.5,7.0,79.4,96.0,1.4,,,,,,,,,,,,,,16.60000038146973,,,-36.90000152587891,134_224,2016-01-01,1,2016,2016_1
DE,134,Germany,2.0,2016-04-01,99.80000305175781,175.1999969482422,22.8,14.1,-26.0,24.6,13.7,-7.3,0.5,79.7,36.5,-33.3,124.6,108.5,0.9,,,,,,,,,,,,,,-16.10000038146973,,,-75.39999389648438,134_225,2016-04-01,2,2016,2016_2
DE,134,Germany,2.0,2016-07-01,-6.0,55.29999923706055,1.9,33.1,-24.7,17.2,19.7,-1.0,5.7,73.5,21.6,-25.6,0.6,2.4,-0.3,,,,,,,,,,,,,,1.799999952316284,,,-61.29999923706055,134_226,2016-07-01,3,2016,2016_3
DE,134,Germany,2.0,2016-10-01,-54.40000152587891,27.20000076293945,-13.1,32.2,-64.2,0.6,14.6,6.1,13.4,90.0,1.5,-58.1,-6.5,3.1,0.0,,,,,,,,,,,,,,9.600000381469727,,,-81.60000610351562,134_227,2016-10-01,4,2016,2016_4
DE,134,Germany,2.0,2017-01-01,185.3000030517578,260.2000122070312,7.2,63.2,-20.0,38.3,27.6,2.1,3.1,76.8,34.8,-17.9,162.2,164.9,-0.4,,,,,,,,,,,,,,2.700000047683716,,,-74.90000915527344,134_228,2017-01-01,1,2017,2017_1
DE,134,Germany,2.0,2017-04-01,-17.79999923706055,56.5,19.7,33.5,1.4,22.4,6.0,0.4,22.5,77.4,25.7,1.8,-2.7,-42.0,0.4,,,,,,,,,,,,,,-39.29999923706055,,,-74.30000305175781,134_229,2017-04-01,2,2017,2017_2
DE,134,Germany,2.0,2017-07-01,6.300000190734863,74.19999694824219,18.0,29.2,-30.1,33.8,21.3,-1.9,-2.5,71.0,39.3,-31.9,5.7,4.4,0.2,,,,,,,,,,,,,,-1.299999952316284,,,-67.89999389648438,134_230,2017-07-01,3,2017,2017_3
DE,134,Germany,2.0,2017-10-01,-46.79999923706055,44.79999923706055,2.7,34.5,-51.2,23.8,27.9,-4.7,13.1,96.2,30.6,-55.9,-20.3,-14.7,-1.7,,,,,,,,,,,,,,5.599999904632568,,,-91.5999984741211,134_231,2017-10-01,4,2017,2017_4
DE,134,Germany,2.0,2018-01-01,127.4000015258789,217.8000030517578,31.9,68.2,14.4,32.1,26.4,2.9,-0.2,92.6,58.3,17.3,91.3,78.0,0.9,,,,,,,,,,,,,,-13.30000019073486,,,-90.4000015258789,134_232,2018-01-01,1,2018,2018_1
DE,134,Germany,2.0,2018-04-01,76.9000015258789,139.1000061035156,4.2,73.1,-20.8,29.9,6.6,0.7,-3.0,74.3,10.8,-20.1,55.2,67.1,-0.5,,,,,,,,,,,,,,11.89999961853027,,,-62.20000457763672,134_233,2018-04-01,2,2018,2018_2
DE,134,Germany,2.0,2018-07-01,27.89999961853027,63.59999847412109,24.5,30.3,-10.8,26.9,11.1,-2.3,-9.9,48.2,35.5,-13.2,-2.2,14.2,-0.6,,,,,,,,,,,,,,16.39999961853027,,,-35.69999694824219,134_234,2018-07-01,3,2018,2018_3
DE,134,Germany,2.0,2018-10-01,-44.5,20.5,-5.9,5.9,-25.1,79.1,1.6,-43.2,0.3,65.6,-4.3,-68.3,18.9,-55.3,0.6,,,,,,,,,,,,,,-74.19999694824219,,,-65.0,134_235,2018-10-01,4,2018,2018_4
DE,134,Germany,2.0,2019-01-01,114.0,152.6999969482422,29.7,62.2,72.1,21.4,17.0,-8.0,-28.2,46.1,46.7,64.1,43.8,28.5,-0.1,,,,,,,,,,,,,,-15.30000019073486,,,-38.69999694824219,134_236,2019-01-01,1,2019,2019_1
DE,134,Germany,2.0,2019-04-01,66.30000305175781,101.4000015258789,18.7,33.3,15.5,26.2,12.9,-3.2,-11.9,47.4,31.6,12.3,36.5,27.8,0.5,,,,,,,,,,,,,,-8.699999809265137,,,-35.09999847412109,134_237,2019-04-01,2,2019,2019_2
DE,134,Germany,2.0,2019-07-01,-10.69999980926514,19.29999923706055,12.5,13.5,-0.1,26.5,11.6,-0.1,-32.8,33.3,24.2,-0.2,-18.4,-37.0,-0.4,,,,,,,,,,,,,,-18.60000038146973,,,-30.0,134_238,2019-07-01,3,2019,2019_3
DE,134,Germany,2.0,2019-10-01,-157.5,-55.90000152587891,2.7,26.0,-41.3,-1.9,33.6,-1.6,28.8,103.4,36.3,-42.9,-118.2,-112.7,-0.6,,,,,,,,,,,,,,5.5,,,-101.5999984741211,134_239,2019-10-01,4,2019,2019_4
DE,134,Germany,2.0,2020-01-01,259.1000061035156,270.2000122070312,19.7,57.0,61.9,33.1,-10.1,-7.6,-24.9,46.5,9.6,54.3,203.6,171.7,0.1,,,,,,,,,,,,,,-31.89999961853027,,,-11.10000610351562,134_240,2020-01-01,1,2020,2020_1
DE,134,Germany,2.0,2020-04-01,98.0999984741211,116.6999969482422,28.5,5.8,72.9,1.7,36.8,-9.7,13.2,53.2,65.2,63.2,45.7,33.2,0.3,,,,,,,,,,,,,,-12.5,,,-18.59999847412109,134_241,2020-04-01,2,2020,2020_2
DE,134,Germany,2.0,2020-07-01,190.5,243.3000030517578,-2.1,20.9,159.1,33.3,54.0,0.4,10.0,83.8,51.9,159.4,170.5,-2.2,-1.5,,,,,,,,,,,,,,-172.6999969482422,,,-52.80000305175781,134_242,2020-07-01,3,2020,2020_3
IT,136,Italy,2.0,1978-04-01,2.52239990234375,2.083300113677979,-0.0267,0.0792,-0.0815,0.1216,-0.0037,0.0,0.557,-0.4391,-0.0304,-0.0815,2.0345,2.4823,2.6452,0.027,-0.079,-0.082,0.122,0.004,0.0,0.561,0.433,0.03,-0.082,-2.031,2.474,-2.643,0.4478000104427338,4.505000114440918,,0.4390997886657715,136_73,1978-04-01,2,1978,1978_2
IT,136,Italy,2.0,1978-07-01,-1.232599973678589,0.5597000122070312,-0.008400000000000001,0.0352,-0.0347,0.1128,0.007200000000000001,0.0,-0.0015,1.7924,-0.0012,-0.0347,0.5257000000000001,-1.3107,0.8039,0.008,-0.036,-0.035,0.113,-0.007,0.0,-0.001,-1.791,0.001,-0.035,-0.543,-1.292,-0.795,-1.836400032043457,-0.7490000128746033,,-1.79229998588562,136_74,1978-07-01,3,1978,1978_3
IT,136,Italy,2.0,1978-10-01,9.278900146484375,9.761199951171875,-0.0113,0.0156,0.1063,0.1719,0.0189,0.0,0.1879,0.4823,0.0076,0.1063,9.738,9.0007,0.7052999999999999,0.011,-0.016,0.107,0.171,-0.019,0.0,0.187,-0.511,-0.008,0.107,-9.685,8.92,-0.6880000000000001,-0.7372999787330627,18.60499954223633,,-0.4822998046875,136_75,1978-10-01,4,1978,1978_4
IT,136,Italy,2.0,1979-01-01,-4.883200168609619,-6.090700149536133,-0.11,0.233,0.0777,0.09920000000000001,0.021,0.0,-0.9948,-1.2075,-0.089,0.0777,-6.2347,-5.0601,1.5211,0.11,-0.232,0.078,0.099,-0.021,0.0,-0.997,1.045,0.089,0.078,6.253,-5.242,-1.357,1.174600005149841,-11.49499988555908,,1.207499980926514,136_76,1979-01-01,1,1979,1979_1
IT,136,Italy,2.0,1979-04-01,4.786699771881104,4.047900199890137,-0.0221,0.1301,-0.079,0.0805,0.0216,0.0,-0.2351,-0.7388,-0.0005,-0.079,3.9183,4.7852,2.686,0.022,-0.13,-0.079,0.08,-0.022,0.0,-0.236,0.741,0.001,-0.079,-3.918,4.787,-2.689,0.8669000267982483,8.704999923706055,,0.7387995719909668,136_77,1979-04-01,2,1979,1979_2
IT,136,Italy,2.0,1979-07-01,-1.60450005531311,0.6646000146865845,-0.0218,0.126,-0.0338,0.0326,0.0244,0.0,-0.3771,2.269,0.0026,-0.0338,0.536,-1.6033,-1.0816,0.022,-0.126,-0.034,0.033,-0.024,0.0,-0.381,-2.263,-0.003,-0.034,-0.549,-1.585,1.088,-2.139300107955933,-1.03600001335144,,-2.269100189208984,136_78,1979-07-01,3,1979,1979_3
IT,136,Italy,2.0,1979-10-01,12.29450035095215,13.98740005493164,0.0106,0.0495,0.0983,0.2031,0.029,0.0,0.9455,1.6928,0.0396,0.0983,13.8983,11.9931,-1.1249,-0.01,-0.05,0.101,0.203,-0.029,0.0,0.937,-1.682,-0.039,0.101,-13.899,12.002,1.123,-1.905200004577637,25.90099906921387,,-1.692899703979492,136_79,1979-10-01,4,1979,1979_4
IT,136,Italy,2.0,1980-01-01,1.527400016784668,-4.06279993057251,-0.063,0.1067,-0.1976,0.1212,0.09820000000000001,0.0,-1.1987,-5.5903,0.0352,-0.1976,-4.2047,1.6038,1.0735,0.064,-0.108,-0.2,0.12,-0.098,0.0,-1.178,5.350000000000001,-0.035,-0.2,4.408,1.163,-0.851,5.808499813079834,-3.244999885559082,,5.590199947357178,136_80,1980-01-01,1,1980,1980_1
IT,136,Italy,2.0,1980-04-01,0.8503999710083008,1.000599980354309,-0.0153,0.2008,-0.2666,0.2196,0.07990000000000001,0.0,0.0679,0.1502,0.06459999999999999,-0.2666,0.7352000000000001,0.8974,-2.5534,0.015,-0.201,-0.268,0.22,-0.08,0.0,0.043,-0.18,-0.065,-0.268,-0.759,0.894,2.604,0.162200003862381,1.652999997138977,,-0.1502000093460083,136_81,1980-04-01,2,1980,1980_2
IT,136,Italy,2.0,1980-07-01,0.6816999912261963,-1.414399981498718,0.0439,0.083,-0.0285,0.032,0.1577,0.0,-0.0019,-2.0962,0.2016,-0.0285,-1.699,0.6782,0.4726,-0.044,-0.083,-0.028,0.032,-0.158,0.0,-0.006,2.108,-0.202,-0.028,1.679,0.71,-0.51,2.37719988822937,-0.968999981880188,,2.096099853515625,136_82,1980-07-01,3,1980,1980_3
IT,136,Italy,2.0,1980-10-01,18.84639930725098,14.13479995727539,-0.03970000000000001,0.3488,-0.0309,0.2053,0.1468,0.0,0.3086,-4.7117,0.1071,-0.0309,13.6789,18.672,2.0268,0.039,-0.349,-0.03,0.205,-0.148,0.0,0.29,4.752,-0.109,-0.03,-13.547,18.58,-2.04,4.993100166320801,32.12699890136719,,4.711599349975586,136_83,1980-10-01,4,1980,1980_4
IT,136,Italy,2.0,1981-01-01,-1.700799942016602,-1.81060004234314,-0.0479,0.2317,0.1238,0.1408,0.1728,0.0,1.5536,-0.1097,0.1248,0.1238,-2.1671,-1.9654,-4.592899999999999,0.048,-0.23,0.123,0.144,-0.172,0.0,1.554,-0.008,-0.124,0.123,2.399,-2.32,4.689,0.2017000019550323,-4.718999862670898,,0.1098001003265381,136_84,1981-01-01,1,1981,1981_1
IT,136,Italy,2.0,1981-04-01,8.321700096130371,5.159299850463867,0.037,0.1755,-0.1226,0.1922,0.1587,0.0,-0.3667,-3.1625,0.1958,-0.1226,4.788,8.2521,0.9112,-0.037,-0.174,-0.124,0.196,-0.161,0.0,-0.35,3.158,-0.198,-0.124,-4.707,8.165000000000001,-0.854,3.464099884033203,12.87199974060059,,3.162400245666504,136_85,1981-04-01,2,1981,1981_2
IT,136,Italy,2.0,1981-07-01,2.149499893188477,-0.4203999936580658,0.0502,0.2164,-0.0025,0.2271,0.1226,0.0,-0.6317,-2.57,0.1728,-0.0025,-0.8096,1.9249,1.9323,-0.05,-0.215,-0.003,0.227,-0.122,0.0,-0.614,2.568,-0.171,-0.003,0.759,1.971,-1.917,2.734499931335449,1.212000012397766,,2.569899797439575,136_86,1981-07-01,3,1981,1981_3
IT,136,Italy,2.0,1981-10-01,17.9950008392334,15.43159961700439,-0.0125,0.7741,0.1639,0.5642999999999999,0.0803,0.0,0.4958,-2.5633,0.06770000000000001,0.1639,14.5898,17.2668,0.9816,0.013,-0.773,0.163,0.56,-0.08,0.0,0.493,2.541,-0.068,0.163,-14.565,17.225,-0.96,2.677000045776367,31.79000091552734,,2.563401222229004,136_87,1981-10-01,4,1981,1981_4
IT,136,Italy,2.0,1982-01-01,-4.916600227355957,-5.069600105285645,-0.023,0.2187,-0.0888,0.2045,0.0499,0.0,0.3768,-0.153,0.0269,-0.0888,-5.3152,-5.0323,-3.8816,0.023,-0.222,-0.088,0.204,-0.05,0.0,0.381,0.219,-0.027,-0.088,5.416,-5.064,3.804,0.2829000055789948,-10.47999954223633,,0.1529998779296875,136_88,1982-01-01,1,1982,1982_1
IT,136,Italy,2.0,1982-04-01,1.345600008964539,-0.0681999996304512,0.0061,0.2774,-0.2145,0.1842,0.03870000000000001,0.0,-0.8653,-1.4138,0.0447,-0.2145,-0.3903,1.3759,0.2199,-0.006,-0.278,-0.215,0.185,-0.038,0.0,-0.86,1.378,-0.045,-0.215,0.477,1.254,-0.179,1.766199946403503,0.7770000100135803,,1.413800001144409,136_89,1982-04-01,2,1982,1982_2
IT,136,Italy,2.0,1982-07-01,0.7124999761581421,-1.05620002746582,-0.1119,0.3868,-0.15,0.1715,-0.0014,0.0,0.4274,-1.7687,-0.1134,-0.15,-1.3296,0.6910000000000001,1.5865,0.112,-0.389,-0.151,0.172,0.001,0.0,0.411,1.773,0.113,-0.151,1.333,0.6940000000000001,-1.603,2.020600080490112,-0.6389999985694885,,1.768700003623962,136_90,1982-07-01,3,1982,1982_3
IT,136,Italy,2.0,1982-10-01,8.069100379943848,8.921299934387207,-0.0293,0.078,0.004200000000000001,0.055,0.0125,0.0,-0.05529999999999999,0.8521000000000001,-0.0167,0.004200000000000001,8.86,8.0099,-2.7278,0.029,-0.081,0.004,0.056,-0.013,0.0,-0.022,-0.857,0.016,0.004,-8.808,7.956,2.681,-0.8500999808311462,16.76399993896484,,-0.8521995544433594,136_91,1982-10-01,4,1982,1982_4
IT,136,Italy,2.0,1983-01-01,-6.422900199890137,-7.835999965667725,-0.0222,0.4866,0.0686,0.2065,0.0815,0.0,-0.5014,-1.4131,0.0593,0.0686,-8.3819,-6.698,-0.384,0.023,-0.484,0.068,0.206,-0.081,0.0,-0.496,1.428,-0.058,0.068,8.435,-6.74,0.367,1.683899998664856,-15.17500019073486,,1.413099765777588,136_92,1983-01-01,1,1983,1983_1
IT,136,Italy,2.0,1983-04-01,7.202000141143799,5.060599803924561,-0.1266,0.6416000000000001,0.2382,0.4352,0.0941,0.0,1.1616,-2.1414,-0.0325,0.2382,4.4515,6.528600000000001,4.1738,0.125,-0.641,0.24,0.434,-0.094,0.0,1.148,2.132,0.03,0.24,-4.4,6.469,-4.16,2.077100038528442,10.86900043487549,,2.141400337219238,136_93,1983-04-01,2,1983,1983_2
IT,136,Italy,2.0,1983-07-01,0.1017000004649162,0.8425999879837036,0.0057,0.3254,0.1404,0.1728,0.08070000000000001,0.0,-0.0148,0.7409,0.0864,0.1404,0.4308,-0.2115,1.0111,-0.005,-0.326,0.137,0.173,-0.081,0.0,-0.021,-0.729,-0.08600000000000001,0.137,-0.443,-0.183,-1.072,-0.642300009727478,0.2599999904632568,,-0.7408999800682068,136_94,1983-07-01,3,1983,1983_3
IT,136,Italy,2.0,1983-10-01,14.79510021209717,13.69569969177246,-0.0166,0.5699,-0.0406,0.3804,0.06520000000000001,0.0,0.4376,-1.0993,0.0486,-0.0406,13.0772,14.4553,1.0218,0.016,-0.5710000000000001,-0.042,0.376,-0.066,0.0,0.429,1.085,-0.049,-0.042,-12.992,14.362,-1.01,1.378100037574768,27.35400009155273,,1.099400520324707,136_95,1983-10-01,4,1983,1983_4
IT,136,Italy,2.0,1984-01-01,-4.643400192260742,-5.558800220489502,-0.003,0.4072,0.1726,0.163,0.163,0.0,-0.6041000000000001,-0.9153,0.16,0.1726,-6.126,-4.979,-1.5714,0.003,-0.41,0.176,0.166,-0.163,0.0,-0.602,0.918,-0.16,0.176,5.983000000000001,-4.837,1.584,1.146999955177307,-10.81999969482422,,0.9154000282287598,136_96,1984-01-01,1,1984,1984_1
IT,136,Italy,2.0,1984-04-01,3.460000038146973,2.389800071716309,-0.0131,0.4112,0.0639,0.4488,0.1224,0.0,1.0198,-1.0701,0.1092,0.0639,1.8694,2.9473,1.6743,0.013,-0.411,0.07,0.449,-0.122,0.0,1.028,1.079,-0.109,0.07,-1.846,2.927,-1.68,1.077900052070618,4.77299976348877,,1.070199966430664,136_97,1984-04-01,2,1984,1984_2
IT,136,Italy,2.0,1984-07-01,0.0617000013589859,0.3995000123977661,-0.0572,0.1839,-0.0539,0.1523,0.0372,0.0,0.9202,0.3379,-0.02,-0.0539,0.2356,-0.0367,1.2335,0.059,-0.183,-0.051,0.155,-0.038,0.0,0.911,-0.358,0.021,-0.051,-0.143,-0.157,-1.264,-0.2723000049591064,-0.01400000043213367,,-0.3378000259399414,136_98,1984-07-01,3,1984,1984_3
IT,136,Italy,2.0,1984-10-01,15.64830017089844,14.48289966583252,-0.0476,0.8786,0.1259,0.5491,0.0206,0.0,1.2899,-1.1653,-0.027,0.1259,13.6313,14.9733,1.1689,0.048,-0.877,0.125,0.551,-0.021,0.0,1.276,1.209,0.027,0.125,-13.664,15.048,-1.2,1.342000007629395,28.71199989318848,,1.165400505065918,136_99,1984-10-01,4,1984,1984_4
IT,136,Italy,2.0,1985-01-01,1.119699954986572,-0.05799999833106995,-0.0668,0.2528,0.3003,0.3078,0.1286,0.0,-0.3155,-1.1776,0.0618,0.3003,-0.3726,0.5116,-2.3887,0.066,-0.249,0.304,0.311,-0.128,0.0,-0.291,1.238,-0.062,0.304,0.555,0.38,2.318,0.8841999769210815,-0.1749999970197678,,1.17769992351532,136_100,1985-01-01,1,1985,1985_1
IT,136,Italy,2.0,1985-04-01,6.224699974060059,2.081000089645386,0.0152,0.2512,0.8439,0.2725,0.0441,0.0,-1.8271,-4.1437,0.0594,0.8439,1.7704,5.108300000000001,1.5546,-0.016,-0.252,0.84,0.273,-0.044,0.0,-1.824,4.135,-0.06,0.84,-1.782,5.116000000000001,-1.556,3.337899923324585,6.89799976348877,,4.143699645996094,136_101,1985-04-01,2,1985,1985_2
IT,136,Italy,2.0,1985-07-01,-6.295599937438965,-4.953499794006348,0.04960000000000001,0.3471,0.1366,0.2363,0.06540000000000001,0.0,-1.4007,1.342,0.115,0.1366,-5.4156,-6.6685,-1.6508,-0.05,-0.347,0.132,0.237,-0.066,0.0,-1.401,-1.335,-0.115,0.132,5.473,-6.715,1.65,-1.252900004386902,-12.1879997253418,,-1.342100143432617,136_102,1985-07-01,3,1985,1985_3
IT,136,Italy,2.0,1985-10-01,7.603000164031982,11.48460006713867,0.4308,0.8895000000000001,-0.2337,0.2502,0.108,0.0,-0.3255,3.8815,0.5388,-0.2337,10.0563,7.5865,-5.1524,-0.435,-0.888,-0.247,0.251,-0.108,0.0,-0.347,-3.921,-0.543,-0.247,-10.056,7.562,5.174,-2.469799995422363,17.61800003051758,,-3.881599903106689,136_103,1985-10-01,4,1985,1985_4
IT,136,Italy,2.0,1986-01-01,-6.193600177764893,-10.41069984436035,0.3304,0.3085,-0.7089,0.423,0.0588,0.0,-2.3724,-4.2171,0.3892,-0.7089,-11.1084,-5.9077,-0.7722000000000001,-0.327,-0.307,-0.71,0.426,-0.059,0.0,-2.368,4.231,-0.386,-0.71,10.879,-5.669,0.685,5.200699806213379,-16.54800033569336,,4.217099666595459,136_104,1986-01-01,1,1986,1986_1
IT,136,Italy,2.0,1986-04-01,7.454800128936768,4.495699882507324,0.6212000000000001,0.7147000000000001,2.1696,0.8927999999999999,-0.1267,0.0,0.7978,-2.959,0.4945,2.1696,3.2865,4.392399999999999,4.1232,-0.622,-0.715,2.159,0.893,0.127,0.0,0.743,2.953,-0.495,2.159,-3.295,4.406,-4.122,1.105900049209595,7.701000213623047,,2.959100246429443,136_105,1986-04-01,2,1986,1986_2
IT,136,Italy,2.0,1986-07-01,-6.048799991607666,-1.371999979019165,1.317,0.5997,-0.2674,-0.881,0.007,0.0,-1.1952,4.6769,1.324,-0.2674,-3.2957,-4.900399999999999,-1.2313,-1.317,-0.6,-0.269,-0.901,-0.008,0.0,-1.21,-4.663,-1.325,-0.269,3.143,-4.711,1.282,-1.604699969291687,-7.854000091552734,,-4.676799774169922,136_106,1986-07-01,3,1986,1986_3
IT,136,Italy,2.0,1986-10-01,12.23009967803955,12.77680015563965,0.0619,0.8301000000000001,-0.0561,-0.5877000000000001,-0.0511,0.0,0.8024,0.5467000000000001,0.0108,-0.0561,11.9359,12.8739,0.1872,-0.06,-0.834,-0.062,-0.59,0.051,0.0,0.806,-0.55,-0.01,-0.062,-11.937,12.883,-0.193,0.9380000233650208,24.81999969482422,,-0.5467004776000977,136_107,1986-10-01,4,1986,1986_4
IT,136,Italy,2.0,1987-01-01,3.056900024414062,-3.410700082778931,0.4333,0.6193,-0.0122,1.3757,0.1332,0.0,-0.3224,-6.4645,0.5665,-0.0122,-4.5965,1.6934,3.9174,-0.434,-0.618,-0.003,1.372,-0.134,0.0,-0.233,6.473,-0.5670000000000001,-0.003,4.565,1.726,-3.93,6.289899826049805,-2.83899998664856,,6.467599868774414,136_108,1987-01-01,1,1987,1987_1
IT,136,Italy,2.0,1987-04-01,5.337299823760986,7.371600151062012,0.8725,0.2224,-1.528,0.5432,0.0254,0.0,0.6897000000000001,2.0304,0.8979,-1.528,6.251300000000001,6.322100000000001,-2.2086,-0.871,-0.226,-1.515,0.546,-0.025,0.0,0.67,-2.008,-0.896,-1.515,-6.229,6.309,2.201,0.07079999893903732,12.53800010681152,,-2.034300327301025,136_109,1987-04-01,2,1987,1987_2
IT,136,Italy,2.0,1987-07-01,-3.74399995803833,-0.3339000046253204,2.1731,0.3106,-1.4468,0.479,-0.0722,0.0,-0.6662,3.4086,2.1009,-1.4468,-2.7454,-2.7762,-1.4871,-2.17,-0.308,-1.435,0.482,0.073,0.0,-0.722,-3.3,-2.097,-1.435,2.694,-2.638,1.404,-0.03079999983310699,-5.331999778747559,,-3.410099983215332,136_110,1987-07-01,3,1987,1987_3
IT,136,Italy,2.0,1987-10-01,8.30780029296875,0.4934000074863434,0.2835,0.9347000000000001,-0.7289,1.7902,-0.2187,0.0,-0.9046000000000001,-7.8144,0.06490000000000001,-0.7289,-0.5062,7.2465,5.1669,-0.3,-0.9410000000000001,-0.726,1.774,0.218,0.0,-0.755,7.745,-0.082,-0.726,0.773,6.946,-5.145,7.752699851989746,6.172999858856201,,7.814400196075439,136_111,1987-10-01,4,1987,1987_4
IT,136,Italy,2.0,1988-01-01,8.765000343322754,3.970799922943115,1.2313,1.1018,1.7648,0.9974,-0.2542,0.0,2.3054,-4.7949,0.9771000000000001,1.7648,1.8919,6.002800000000001,1.9762,-1.225,-1.103,1.762,0.999,0.254,0.0,2.333,4.824,-0.971,1.762,-1.882,6.018,-2.018,4.110899925231934,7.900000095367432,,4.794200420379639,136_112,1988-01-01,1,1988,1988_1
IT,136,Italy,2.0,1988-04-01,16.39069938659668,14.54469966888428,2.4123,1.1261,1.6994,1.2704,-0.2129,0.0,-2.6885,-1.8429,2.1994,1.6994,11.2192,13.4209,-0.322,-2.428,-1.134,1.684,1.274,0.212,0.0,-2.603,1.807,-2.217,1.684,-11.204,13.408,0.401,2.20169997215271,24.61199951171875,,1.845999717712402,136_113,1988-04-01,2,1988,1988_2
IT,136,Italy,2.0,1988-07-01,2.258599996566772,-0.9805999994277954,1.2873,0.5137999999999999,0.324,2.3134,-0.2273,0.0,-0.7633,-3.2413,1.06,0.324,-2.5544,-0.3788,2.4224,-1.29,-0.51,0.326,2.322,0.228,0.0,-0.747,3.278,-1.062,0.326,2.535,-0.334,-2.457,2.175600051879883,-2.86899995803833,,3.239200115203857,136_114,1988-07-01,3,1988,1988_3
IT,136,Italy,2.0,1988-10-01,10.21570014953613,3.412300109863281,1.4712,1.9502,2.0846,2.2083,-0.23,0.0,-0.7017000000000001,-6.8079,1.2412,2.0846,0.2209,5.922800000000001,4.3519,-1.478,-1.955,2.033,2.207,0.231,0.0,-0.676,6.801,-1.247,2.033,-0.387,6.146,-4.343,5.701900005340576,6.532999992370605,,6.803400039672852,136_115,1988-10-01,4,1988,1988_4
IT,136,Italy,2.0,1989-01-01,16.20229911804199,3.793699979782104,0.6911,0.753,-2.1219,0.2991,0.8009,3.5078,1.0917,-12.4079,1.492,1.3859,1.5487,14.5173,5.1395,-0.687,-0.75,-2.115,0.299,-0.803,3.479,1.132,12.377,-1.491,1.365,-1.463,14.417,-5.138,12.96860027313232,15.88000011444092,,12.40859889984131,136_116,1989-01-01,1,1989,1989_1
IT,136,Italy,2.0,1989-04-01,17.90730094909668,12.20489978790283,-0.6047,0.6629,2.0965,1.5727,1.1802,0.6373,-1.044,-5.693300000000001,0.5756,2.7338,10.9664,13.6008,3.0574,0.618,-0.662,2.078,1.572,-1.175,0.64,-1.039,5.753,-0.557,2.719,-10.864,13.555,-3.094,2.634399890899658,24.41900062561035,,5.702401161193848,136_117,1989-04-01,2,1989,1989_2
IT,136,Italy,2.0,1989-07-01,5.84660005569458,-3.075200080871582,1.5563,0.07640000000000001,6.7265,-1.1308,1.2808,0.8791,-3.2657,-8.9146,2.8371,7.605600000000001,-5.9887,-0.6282000000000001,5.831399999999999,-1.551,-0.078,6.676,-1.152,-1.277,0.877,-3.218,8.828,-2.828,7.553,5.984,-0.643,-5.811,5.360499858856201,-6.626999855041504,,8.92180061340332,136_118,1989-07-01,3,1989,1989_3
