iso3,month,gprhc,gprc
ARG,1994-04-01,0.0186289120465517,0.0173761937767267
ARG,1994-05-01,0.0787677243351936,0.0468164794147015
ARG,1994-06-01,0.0184128154069185,0.0714480131864548
ARG,1994-07-01,0.240473553538322,0.194154560565948
ARG,1994-08-01,0.163571640849113,0.171001061797142
ARG,1994-09-01,0.0910746827721596,0.0980889573693275
ARG,1994-10-01,0.0427862405776978,0.0358890704810619
ARG,1994-11-01,0.0452120453119278,0.0419170036911964
ARG,1994-12-01,0.00939761288464069,0.028347684070468
ARG,1995-01-01,0.039785161614418,0.0477888472378254
ARG,1995-02-01,0.067552350461483,0.0959079265594482
ARG,1995-03-01,0.0788410380482674,0.0458780340850353
ARG,1995-04-01,0.10727521032095,0.0626728087663651
ARG,1995-05-01,0.0494071133434773,0.0581458732485771
ARG,1995-06-01,0.019888624548912,0.0184781402349472
ARG,1995-07-01,0.0309342127293348,0.0272957682609558
ARG,1995-08-01,0,0.0117343347519636
ARG,1995-09-01,0.0101296594366431,0.0113601936027408
ARG,1995-10-01,0.0073308409191668,0.0128596685826778
ARG,1995-11-01,0.0313087031245232,0.0298797339200974
ARG,1995-12-01,0,0.00397930759936571
ARG,1996-01-01,0,0.0151998782530427
ARG,1996-02-01,0.0103434007614851,0.0199020821601152
ARG,1996-03-01,0,0.011016046628356
ARG,1996-04-01,0.0100887808948755,0.0159769933670759
ARG,1996-05-01,0.00969367939978838,0.0329416915774345
ARG,1996-06-01,0.0202654786407948,0.0139309717342258
ARG,1996-07-01,0.0301568154245615,0.0272544547915459
ARG,1996-08-01,0,0.0177803058177233
ARG,1996-09-01,0.0101936794817448,0.0184474624693394
ARG,1996-10-01,0,0.0292502194643021
ARG,1996-11-01,0.030556121841073,0.0271398033946753
ARG,1996-12-01,0.0214018188416958,0.0226791650056839
ARG,1997-01-01,0,0.00377102335914969
ARG,1997-02-01,0.0213174168020487,0.0220312848687172
ARG,1997-03-01,0.00972289778292179,0.0098173962906003
ARG,1997-04-01,0.0706571117043495,0.047207985073328
ARG,1997-05-01,0.0194250196218491,0.0130646368488669
ARG,1997-06-01,0,0.00341436755843461
ARG,1997-07-01,0.00997904408723116,0.0135929584503174
ARG,1997-08-01,0.00955292303115129,0.0104083539918065
ARG,1997-09-01,0.00944822374731302,0.00984930526465178
ARG,1997-10-01,0.0517063066363335,0.0395858697593212
ARG,1997-11-01,0.0812567695975304,0.0726744160056114
ARG,1997-12-01,0.0181504674255848,0.0098483357578516
ARG,1998-01-01,0.0334224589169025,0.0306852012872696
ARG,1998-02-01,0.00882768351584673,0.0160735528916121
ARG,1998-03-01,0.00795481633394957,0.0233617573976517
ARG,1998-04-01,0.0167350005358458,0.00930780917406082
ARG,1998-05-01,0.0235238764435053,0.0448003597557545
ARG,1998-06-01,0.0167602449655533,0.0565834902226925
ARG,1998-07-01,0.0339673906564713,0.0269687157124281
ARG,1998-08-01,0.0338983051478863,0.0465852990746498
ARG,1998-09-01,0.0158015321940184,0.0116641884669662
ARG,1998-10-01,0.0537263043224812,0.0566588304936886
ARG,1998-11-01,0.0407697334885597,0.0328799895942211
ARG,1998-12-01,0.0164744649082422,0.041079442948103
ARG,1999-01-01,0.015942607074976,0.0151837226003408
ARG,1999-02-01,0.00879816990345717,0.0170149058103561
ARG,1999-03-01,0.0394601859152317,0.0473078861832619
ARG,1999-04-01,0.0081287594512105,0.0124061778187752
ARG,1999-05-01,0.00793524831533432,0.0151103055104613
ARG,1999-06-01,0.00822977535426617,0.0153073724359274
ARG,1999-07-01,0.0516484454274178,0.0315915830433369
ARG,1999-08-01,0.0167336016893387,0.0261857230216265
ARG,1999-09-01,0.0332308709621429,0.0315736308693886
ARG,1999-10-01,0.0153244966641068,0.0143909743055701
ARG,1999-11-01,0.0165796242654324,0.0238977186381817
ARG,1999-12-01,0.0247381869703531,0.0222313962876797
ARG,2000-01-01,0.0160565190017223,0.011989688500762
ARG,2000-02-01,0.0170096959918737,0.0182088557630777
ARG,2000-03-01,0.00767931202426553,0.00547450268641114
ARG,2000-04-01,0.0166361667215824,0.00899496302008629
ARG,2000-05-01,0.0242208950221539,0.0198903195559978
ARG,2000-06-01,0.0494233928620815,0.0314933583140373
ARG,2000-07-01,0.00806581694632769,0.0118613410741091
ARG,2000-08-01,0.0470477528870106,0.026646139100194
ARG,2000-09-01,0.0151297375559807,0.0307683702558279
ARG,2000-10-01,0.0284596234560013,0.0219973605126143
ARG,2000-11-01,0.00748446956276894,0.00834283512085676
ARG,2000-12-01,0.0467144176363945,0.0246997438371182
ARG,2001-01-01,0,0.00868331920355558
ARG,2001-02-01,0.0241507012397051,0.0189555492252111
ARG,2001-03-01,0.0288329850882292,0.0246420055627823
ARG,2001-04-01,0.0152590218931437,0.0180924516171217
ARG,2001-05-01,0,0.0028473804704845
ARG,2001-06-01,0,0.0178635232150555
ARG,2001-07-01,0.0393205396831036,0.0282299797981977
ARG,2001-08-01,0.00772499013692141,0.0124657191336155
ARG,2001-09-01,0.104743376374245,0.126391813158989
ARG,2001-10-01,0.063020795583725,0.110317438840866
ARG,2001-11-01,0.0724427700042725,0.0814308598637581
ARG,2001-12-01,0.0454373359680176,0.105313546955585
ARG,2002-01-01,0.0671892464160919,0.103525973856449
ARG,2002-02-01,0.0779544711112976,0.134961232542992
ARG,2002-03-01,0.028290543705225,0.055024616420269
ARG,2002-04-01,0.0540749318897724,0.0582822076976299
ARG,2002-05-01,0.0221059620380402,0.0386893264949322
ARG,2002-06-01,0.0382526218891144,0.0277623534202576
ARG,2002-07-01,0.0405811220407486,0.0316646099090576
ARG,2002-08-01,0.0483403168618679,0.0387246683239937
ARG,2002-09-01,0.0150026250630617,0.0583573915064335
ARG,2002-10-01,0.0416031070053577,0.0476470738649368
ARG,2002-11-01,0.044056098908186,0.0383006297051907
ARG,2002-12-01,0.0296934153884649,0.0480261258780956
ARG,2003-01-01,0.0287005808204412,0.0446521602571011
ARG,2003-02-01,0.0230308622121811,0.0606350712478161
ARG,2003-03-01,0.0655479803681374,0.0776031687855721
ARG,2003-04-01,0.0700427293777466,0.0728693008422852
ARG,2003-05-01,0.0283848997205496,0.0228427853435278
ARG,2003-06-01,0.0218642950057983,0.0301322806626558
ARG,2003-07-01,0.0533455274999142,0.0368109457194805
ARG,2003-08-01,0.00735456356778741,0.02486402541399
ARG,2003-09-01,0.0372439473867416,0.0529567524790764
ARG,2003-10-01,0.0133824022486806,0.0323537327349186
ARG,2003-11-01,0.014544396661222,0.0150461914017797
ARG,2003-12-01,0.00751258339732885,0.0191131494939327
ARG,2004-01-01,0.0367809310555458,0.0268448367714882
ARG,2004-02-01,0,0.024654071778059
ARG,2004-03-01,0.0217785835266113,0.0343161076307297
ARG,2004-04-01,0.0294746141880751,0.0119203720241785
ARG,2004-05-01,0.0144623620435596,0.0176025349646807
ARG,2004-06-01,0.0303605310618877,0.0149244824424386
ARG,2004-07-01,0.00753125455230475,0.0120638180524111
ARG,2004-08-01,0.00719735119491816,0.0182387456297874
ARG,2004-09-01,0.0509498491883278,0.0358926802873611
ARG,2004-10-01,0,0.00858713034540415
ARG,2004-11-01,0.0151779614388943,0.0240160916000605
ARG,2004-12-01,0.0150954788550735,0.0285795945674181
ARG,2005-01-01,0.0367268994450569,0.0181017313152552
ARG,2005-02-01,0.0156543515622616,0.00965157803148031
ARG,2005-03-01,0.00700918212532997,0.0286352448165417
ARG,2005-04-01,0,0.0117719769477844
ARG,2005-05-01,0.0288558658212423,0.0209330152720213
ARG,2005-06-01,0.00739480881020427,0.0210798922926188
ARG,2005-07-01,0.0148577373474836,0.0183166954666376
ARG,2005-08-01,0.0311890840530396,0.0194212477654219
ARG,2005-09-01,0.0142490742728114,0.0233665332198143
ARG,2005-10-01,0.00700034992769361,0.014363688416779
ARG,2005-11-01,0.053034320473671,0.0426972471177578
ARG,2005-12-01,0,0.0156793873757124
ARG,2006-01-01,0.0075591504573822,0.00615574000403285
ARG,2006-02-01,0,0.0254720281809568
ARG,2006-03-01,0.0288996454328299,0.0258249640464783
ARG,2006-04-01,0.0379190035164356,0.0282034408301115
ARG,2006-05-01,0,0.00299266795627773
ARG,2006-06-01,0.00767400814220309,0.00604430492967367
ARG,2006-07-01,0.0159197635948658,0.0285859480500221
ARG,2006-08-01,0.0317133106291294,0.0290444381535053
ARG,2006-09-01,0.0692201182246208,0.0333889834582806
ARG,2006-10-01,0.0365791209042072,0.029766334220767
ARG,2006-11-01,0.0308570545166731,0.024290269240737
ARG,2006-12-01,0,0.00650152796879411
ARG,2007-01-01,0.0234760157763958,0.0185299571603537
ARG,2007-02-01,0.0250857099890709,0.0165016502141953
ARG,2007-03-01,0.0226090885698795,0.0173480603843927
ARG,2007-04-01,0,0.0128196906298399
ARG,2007-05-01,0.00974658876657486,0.0356911085546017
ARG,2007-06-01,0.00881834235042334,0.028529766947031
ARG,2007-07-01,0.0254474505782127,0.0226588547229767
ARG,2007-08-01,0.0318344607949257,0.0222172848880291
ARG,2007-09-01,0.0165070984512568,0.00938438437879086
ARG,2007-10-01,0.0406537130475044,0.0257444437593222
ARG,2007-11-01,0,0.0239671654999256
ARG,2007-12-01,0.00869187340140343,0.0129621829837561
ARG,2008-01-01,0.0178094394505024,0.024912029504776
ARG,2008-02-01,0.0363438129425049,0.0381424613296986
ARG,2008-03-01,0.0257577057927847,0.0402551554143429
ARG,2008-04-01,0.0179839935153723,0.00950088631361723
ARG,2008-05-01,0.0267427340149879,0.0183178149163723
ARG,2008-06-01,0.00945805385708809,0.0195720251649618
ARG,2008-07-01,0.02904162555933,0.023118332028389
ARG,2008-08-01,0.00899037998169661,0.0133471256121993
ARG,2008-09-01,0.0184382777661085,0.0292911548167467
ARG,2008-10-01,0,0.0187441427260637
ARG,2008-11-01,0.0386100374162197,0.0168941747397184
ARG,2008-12-01,0,0
ARG,2009-01-01,0,0.0103666335344315
ARG,2009-02-01,0.0538967326283455,0.0225631762295961
ARG,2009-03-01,0,0.00346957193687558
ARG,2009-04-01,0.0105764148756862,0.018074031919241
ARG,2009-05-01,0.0103071527555585,0.010788262821734
ARG,2009-06-01,0.0111919417977333,0.0225606318563223
ARG,2009-07-01,0.0662032440304756,0.0496714040637016
ARG,2009-08-01,0.0445881187915802,0.0360115244984627
ARG,2009-09-01,0.0320375896990299,0.0341439358890057
ARG,2009-10-01,0.0204436276108027,0.0142237395048141
ARG,2009-11-01,0.0215007532387972,0.0266839470714331
ARG,2009-12-01,0.0109122656285763,0.00804569944739342
ARG,2010-01-01,0.0108813932165504,0.0184849724173546
ARG,2010-02-01,0.0349935851991177,0.0655379593372345
ARG,2010-03-01,0.010917030274868,0.0101819168776274
ARG,2010-04-01,0.0111744329333305,0.0284738037735224
ARG,2010-05-01,0.0108061376959085,0.0170601885765791
ARG,2010-06-01,0.0113765643909574,0.0103199174627662
ARG,2010-07-01,0,0.0105507494881749
ARG,2010-08-01,0,0.0187737010419369
ARG,2010-09-01,0.0227453652769327,0.0351666882634163
ARG,2010-10-01,0.0105864917859435,0.00986387860029936
ARG,2010-11-01,0.0118778953328729,0.013975752517581
ARG,2010-12-01,0.0354861617088318,0.0113297328352928
ARG,2011-01-01,0.0351617448031902,0.0181015133857727
ARG,2011-02-01,0.0127242654561996,0.0154720926657319
ARG,2011-03-01,0.0330542102456093,0.0166361667215824
ARG,2011-04-01,0.0117343347519636,0.0178897269070148
ARG,2011-05-01,0.0113610541447997,0.0107108429074287
ARG,2011-06-01,0.0233481209725142,0.0288049541413784
ARG,2011-07-01,0.0235045254230499,0.00737463124096394
ARG,2011-08-01,0.0120510961860418,0.00374714285135269
ARG,2011-09-01,0,0.00710227293893695
ARG,2011-10-01,0.0351246930658817,0.0245829671621323
ARG,2011-11-01,0,0.00355808576568961
ARG,2011-12-01,0.0239693187177181,0.0380343832075596
ARG,2012-01-01,0.0231240596622229,0.0222882609814405
ARG,2012-02-01,0.0366568900644779,0.0457055792212486
ARG,2012-03-01,0,0.0137940552085638
ARG,2012-04-01,0.0234962403774261,0.0189717318862677
ARG,2012-05-01,0.0117841148748994,0.0108381500467658
ARG,2012-06-01,0,0.00748139014467597
ARG,2012-07-01,0.0605400167405605,0.0346567071974278
ARG,2012-08-01,0,0.0112107619643211
ARG,2012-09-01,0,0.0073297661729157
ARG,2012-10-01,0,0.0139567339792848
ARG,2012-11-01,0.0326512828469276,0.0141929527744651
ARG,2012-12-01,0,0.0232991613447666
ARG,2013-01-01,0.0114639457315207,0.00733917998149991
ARG,2013-02-01,0.0366166234016418,0.0315768681466579
ARG,2013-03-01,0.0327618233859539,0.0319126285612583
ARG,2013-04-01,0.0115754138678312,0.026205450296402
ARG,2013-05-01,0.0326655060052872,0.0360776372253895
ARG,2013-06-01,0,0.0038053197786212
ARG,2013-07-01,0.0120163420215249,0.0196355637162924
ARG,2013-08-01,0,0.00765257328748703
ARG,2013-09-01,0.033757172524929,0.0384822599589825
ARG,2013-10-01,0.0221238937228918,0.0325509048998356
ARG,2013-11-01,0.0116959065198898,0.00378716154955328
ARG,2013-12-01,0.0119431503117085,0.0124895917251706
ARG,2014-01-01,0.0118567701429129,0.0157109182327986
ARG,2014-02-01,0.0123701142147183,0.0124429697170854
ARG,2014-03-01,0.0112384809181094,0.018604651093483
ARG,2014-04-01,0,0.0157747361809015
ARG,2014-05-01,0,0
ARG,2014-06-01,0,0.00396573590114713
ARG,2014-07-01,0.0240269098430872,0.0235349498689175
ARG,2014-08-01,0.0605840310454369,0.0703467652201653
ARG,2014-09-01,0,0.0321130380034447
ARG,2014-10-01,0,0.0038019921630621
ARG,2014-11-01,0.0119345979765058,0.0160946361720562
ARG,2014-12-01,0.0126598300412297,0.0130633572116494
ARG,2015-01-01,0.0387146733701229,0.0921388790011406
ARG,2015-02-01,0.0279876850545406,0.0501733273267746
ARG,2015-03-01,0.0243190657347441,0.0247147511690855
ARG,2015-04-01,0.012597631663084,0.0212557930499315
ARG,2015-05-01,0,0.00855102855712175
ARG,2015-06-01,0,0.0216525197029114
ARG,2015-07-01,0.013147515244782,0.034633532166481
ARG,2015-08-01,0,0.00471209129318595
ARG,2015-09-01,0.0265076216310263,0.0217504780739546
ARG,2015-10-01,0,0.0040549854747951
ARG,2015-11-01,0.0131440591067076,0.0319634713232517
ARG,2015-12-01,0.0136407036334276,0.0147550655528903
ARG,2016-01-01,0.0135281383991241,0.0139043377712369
ARG,2016-02-01,0,0.0146785397082567
ARG,2016-03-01,0.053511705249548,0.027160381898284
ARG,2016-04-01,0.0703135952353478,0.0418273918330669
ARG,2016-05-01,0.100171722471714,0.031865980476141
ARG,2016-06-01,0,0.00943975057452917
ARG,2016-07-01,0.0418235063552856,0.034376073628664
ARG,2016-08-01,0.0148875983431935,0.0258424635976553
ARG,2016-09-01,0,0.00504133896902204
ARG,2016-10-01,0.0270782560110092,0.0196328647434711
ARG,2016-11-01,0,0.0153838265687227
ARG,2016-12-01,0,0.0214695930480957
ARG,2017-01-01,0,0.0101296594366431
ARG,2017-02-01,0.0148434024304152,0.0110144289210439
ARG,2017-03-01,0,0
ARG,2017-04-01,0,0.0210150256752968
ARG,2017-05-01,0,0.0152315190061927
ARG,2017-06-01,0,0
ARG,2017-07-01,0,0.00529857445508242
ARG,2017-08-01,0.0568101108074188,0.0373851731419563
ARG,2017-09-01,0.027423556894064,0.0149797769263387
ARG,2017-10-01,0,0.00405811239033937
ARG,2017-11-01,0,0.0631206855177879
ARG,2017-12-01,0,0.0182765237987041
ARG,2018-01-01,0,0
ARG,2018-02-01,0.0153280198574066,0.0185994599014521
ARG,2018-03-01,0.0554861985146999,0.0280516147613525
ARG,2018-04-01,0.0144300144165754,0.00863818917423487
ARG,2018-05-01,0.0142511045560241,0.100848808884621
ARG,2018-06-01,0,0.0495642460882664
ARG,2018-07-01,0.0145602794364095,0.0683089271187782
ARG,2018-08-01,0.0754147842526436,0.143324226140976
ARG,2018-09-01,0.0291715282946825,0.0545989088714123
ARG,2018-10-01,0.0427899025380611,0.0659087151288986
ARG,2018-11-01,0.246949449181557,0.262789815664291
ARG,2018-12-01,0.123609393835068,0.140812009572983
ARG,2019-01-01,0.0739207565784454,0.0637484043836594
ARG,2019-02-01,0.0490998364984989,0.0377679169178009
ARG,2019-03-01,0.0289100892841816,0.0417118556797504
ARG,2019-04-01,0.0307314079254866,0.0313367359340191
ARG,2019-05-01,0.0298462919890881,0.0816642343997955
ARG,2019-06-01,0.0151011776179075,0.0129433078691363
ARG,2019-07-01,0.0157828275114298,0.00442438712343574
ARG,2019-08-01,0.0460829511284828,0.0663658082485199
ARG,2019-09-01,0,0.0310022588819265
ARG,2019-10-01,0.014363688416779,0.0546539984643459
ARG,2019-11-01,0.0459418073296547,0.017605634406209
ARG,2019-12-01,0.0476644411683083,0.024269487708807
ARG,2020-01-01,0.0157109182327986,0.0176483560353518
ARG,2020-02-01,0,0.0178332589566708
ARG,2020-03-01,0.0150579735636711,0.0256541818380356
ARG,2020-04-01,0.0453995168209076,0.0185692403465509
ARG,2020-05-01,0,0.00901225674897432
ARG,2020-06-01,0.030585715547204,0.0138427466154099
ARG,2020-07-01,0.0295377336442471,0.00900130532681942
ARG,2020-08-01,0,0.0044525577686727
ARG,2020-09-01,0.0298284869641066,0.00896217953413725
ARG,2020-10-01,0.0564095340669155,0.042181633412838
ARG,2020-11-01,0.0149164674803615,0.00917725916951895
ARG,2020-12-01,0.0309358090162277,0.00944287050515413
ARG,2021-01-01,0.0143451439216733,0.00884603522717953
ARG,2021-02-01,0,0
ARG,2021-03-01,0,0.0305676851421595
ARG,2021-04-01,0,0.0186228416860104
ARG,2021-05-01,0.0296779945492744,0.0136301685124636
ARG,2021-06-01,0,0.00464166374877095
ARG,2021-07-01,0.0153727903962135,0.0224074572324753
ARG,2021-08-01,0,0.0241370983421803
ARG,2021-09-01,0,0
ARG,2021-10-01,0.0445235967636108,0.0179235562682152
ARG,2021-11-01,0,0.0189528539776802
ARG,2021-12-01,0,0.00493705272674561
ARG,2022-01-01,0.0160720031708479,0.0145433396100998
ARG,2022-02-01,0.0164068900048733,0.035236082971096
ARG,2022-03-01,0.0150920618325472,0.125180542469025
ARG,2022-04-01,0.0320975780487061,0.0583226419985294
ARG,2022-05-01,0,0.0113179786130786
ARG,2022-06-01,0.0462962947785854,0.0353190489113331
ARG,2022-07-01,0.109649121761322,0.0639014765620232
ARG,2022-08-01,0.0478545241057873,0.0414495505392551
ARG,2022-09-01,0.0466708168387413,0.0235640648752451
ARG,2022-10-01,0,0.0113597633317113
ARG,2022-11-01,0.0770891159772873,0.0285078957676888
ARG,2022-12-01,0.0331840068101883,0.024796973913908
ARG,2023-01-01,0.050192404538393,0.0315875932574272
ARG,2023-02-01,0,0.00667022401466966
ARG,2023-03-01,0.0166195780038834,0.0176876354962587
ARG,2023-04-01,0.0362581573426724,0.0194527301937342
ARG,2023-05-01,0.0359066426753998,0.0181719064712524
ARG,2023-06-01,0.0185528751462698,0.0183553602546453
ARG,2023-07-01,0,0.0124177327379584
ARG,2023-08-01,0.0366770587861538,0.0485908649861813
ARG,2023-09-01,0.0370988696813583,0.0302443746477366
ARG,2023-10-01,0.0177304968237877,0.0358358733355999
ARG,2023-11-01,0.0383362099528313,0.0375469326972961
ARG,2023-12-01,0.0571537427604199,0.0579187832772732
ARG,2024-01-01,0.0195656418800354,0.0313165485858917
ARG,2024-02-01,0.138121545314789,0.0849673226475716
ARG,2024-03-01,0.018228217959404,0.00676544196903706
AUS,1985-01-01,0.0289323944598436,0.0604281760752201
AUS,1985-02-01,0.267544776201248,0.351233929395676
AUS,1985-03-01,0.0535045489668846,0.122040517628193
AUS,1985-04-01,0.0442321300506592,0.070224717259407
AUS,1985-05-01,0.0325494334101677,0.0433181710541248
AUS,1985-06-01,0.00841963477432728,0.0307763330638409
AUS,1985-07-01,0.130780011415482,0.15316541492939
AUS,1985-08-01,0.036989089101553,0.125828370451927
AUS,1985-09-01,0.0955607667565346,0.142902508378029
AUS,1985-10-01,0.0821287781000137,0.134328365325928
AUS,1985-11-01,0.0257466528564692,0.0390777662396431
AUS,1985-12-01,0.0253721252083778,0.0551615431904793
AUS,1986-01-01,0.0169923529028893,0.041428454220295
AUS,1986-02-01,0.0560590475797653,0.0903016105294228
AUS,1986-03-01,0.0168406870216131,0.0408797301352024
AUS,1986-04-01,0.0870094820857048,0.0995933264493942
AUS,1986-05-01,0.0507657155394554,0.106200471520424
AUS,1986-06-01,0.0520110949873924,0.0736377015709877
AUS,1986-07-01,0.080428957939148,0.154466658830643
AUS,1986-08-01,0.0783699080348015,0.149987503886223
AUS,1986-09-01,0.0345841273665428,0.0574476830661297
AUS,1986-10-01,0.0321156159043312,0.0455996356904507
AUS,1986-11-01,0.0246568582952023,0.0477175116539002
AUS,1986-12-01,0,0.0160720031708479
AUS,1987-01-01,0.00920471269637346,0.00643293652683497
AUS,1987-02-01,0.0493048019707203,0.0756689831614494
AUS,1987-03-01,0.0172458402812481,0.0183250866830349
AUS,1987-04-01,0.0269711408764124,0.0579407848417759
AUS,1987-05-01,0.0785203278064728,0.120654985308647
AUS,1987-06-01,0.0467770621180534,0.0590981617569923
AUS,1987-07-01,0.0277854967862368,0.0295963063836098
AUS,1987-08-01,0.0372474156320095,0.0480711460113525
AUS,1987-09-01,0.0362450145184994,0.0519180856645107
AUS,1987-10-01,0.0679751858115196,0.153753221035004
AUS,1987-11-01,0.0340020395815372,0.039897408336401
