中文名称,country,iso3,iso2,date,Debt,Equity,Total
南非,South Africa,ZAF,ZA,2013-06,-1055.222837589104,688.2538594729956,-366.9689781161087
斯里兰卡,Sri Lanka,LKA,LK,2013-06,110.8503818617138,12.60164133166648,123.4520231933803
泰国,Thailand,THA,TH,2013-06,132.34,-1803.51,-1671.17
土耳其,Türkiye,TUR,TR,2013-06,350.0,-1230.0,-880.0
乌克兰,Ukraine,UKR,UA,2013-06,-1006.0,220.0,-786.0
巴西,Brazil,BRA,BR,2013-03,1418.44896003,1849.839860130001,3268.288820160001
保加利亚,Bulgaria,BGR,BG,2013-03,85.23466939517866,12.95750296140844,98.1921723565871
智利,Chile,CHL,CL,2013-03,415.6128455367175,1202.996805089747,1618.609650626464
克罗地亚,Croatia,HRV,HR,2013-03,-170.730612,7.648524,-163.082088
捷克,Czechia,CZE,CZ,2013-03,-45.74371402605268,61.44602645662926,15.70231243057658
新兴市场,,,,2013-03,14197.56705760178,1485.15111706132,15682.7181746631
爱沙尼亚,Estonia,EST,EE,2013-03,-0.9074519999999999,-14.000688,-14.90814
匈牙利,Hungary,HUN,HU,2013-03,-1495.091988,-13.222872,-1508.31486
印度,India,IND,IN,2013-03,1065.185664447489,1677.11921418409,2742.304878631579
韩国,Korea (Republic of),KOR,KR,2013-03,2373.0,-2061.3,311.6999999999998
拉脱维亚,Latvia,LVA,LV,2013-03,32.409,9.07452,41.48352
黎巴嫩,Lebanon,LBN,LB,2013-03,-297.6,94.01,-203.59
立陶宛,Lithuania,LTU,LT,2013-03,-1026.587484,-6.611435999999999,-1033.19892
马来西亚,Malaysia,MYS,MY,2013-03,2085.848465382833,,
墨西哥,Mexico,MEX,MX,2013-03,4320.5,-1806.9,2513.6
蒙古,Mongolia,MNG,MN,2013-03,-11.6642,0.381252,-11.282948
北马其顿,,,,2013-03,0.9074519999999999,-0.129636,0.777816
巴基斯坦,Pakistan,PAK,PK,2013-03,-0.0662856,28.81249099999997,28.74620539999997
菲律宾,Philippines,PHL,PH,2013-03,98.77280496382761,-45.87391428971324,52.89889067411437
波兰,Poland,POL,PL,2013-03,917.0,168.0,1085.0
罗马尼亚,Romania,ROU,RO,2013-03,57.299112,40.18716,97.486272
塞尔维亚,Serbia,SRB,RS,2013-03,106.30152,0.0,106.30152
斯洛伐克,Slovakia,SVK,SK,2013-03,-206.639784,3.88908,-202.750704
斯洛文尼亚,Slovenia,SVN,SI,2013-03,212.214132,25.797564,238.011696
南非,South Africa,ZAF,ZA,2013-03,169.924571645454,-584.6188527673943,-414.6942811219403
斯里兰卡,Sri Lanka,LKA,LK,2013-03,193.109379826338,40.90851629655184,234.0178961228898
泰国,Thailand,THA,TH,2013-03,1008.83,66.74000000000001,1075.57
土耳其,Türkiye,TUR,TR,2013-03,2305.0,511.0,2816.0
乌克兰,Ukraine,UKR,UA,2013-03,587.0,217.0,804.0
巴西,Brazil,BRA,BR,2013-05,2724.78975931,1905.935198819999,4630.724958129999
保加利亚,Bulgaria,BGR,BG,2013-05,-5.851744258862452,-2.136434621149058,-7.98817888001151
智利,Chile,CHL,CL,2013-05,1584.293758701937,527.4723498057184,2111.766108507655
克罗地亚,Croatia,HRV,HR,2013-05,13.37150681818135,-132.0274022727226,-118.6558954545413
捷克,Czechia,CZE,CZ,2013-05,433.4252067151091,71.21022300175397,504.6354297168631
新兴市场,,,,2013-05,15100.54447635353,6209.467115277031,21310.01159163056
爱沙尼亚,Estonia,EST,EE,2013-05,-3.1156909090908,3.76479318181805,0.6491022727272497
匈牙利,Hungary,HUN,HU,2013-05,569.3925136363437,125.4065590909047,694.7990727272484
印度,India,IND,IN,2013-05,1085.059661012018,4029.863226857266,5114.922887869284
韩国,Korea (Republic of),KOR,KR,2013-05,811.7,370.2,1181.9
拉脱维亚,Latvia,LVA,LV,2013-05,2.596409090909,-3.8946136363635,-1.2982045454545
黎巴嫩,Lebanon,LBN,LB,2013-05,128.72,89.75,218.47
立陶宛,Lithuania,LTU,LT,2013-05,-20.5116318181811,4.933177272727099,-15.578454545454
马来西亚,Malaysia,MYS,MY,2013-05,1085.393606430008,,
墨西哥,Mexico,MEX,MX,2013-05,1913.2,-1640.0,273.2
蒙古,Mongolia,MNG,MN,2013-05,11.13609,0.205846,11.341936
北马其顿,,,,2013-05,9.6067136363633,0.12982045454545,9.736534090908751
巴基斯坦,Pakistan,PAK,PK,2013-05,-190.3770559000007,-122.003082,-312.3801379000007
菲律宾,Philippines,PHL,PH,2013-05,-770.3086282810041,-92.08446172626918,-862.3930900072733
波兰,Poland,POL,PL,2013-05,528.0,255.0,783.0
罗马尼亚,Romania,ROU,RO,2013-05,136.5711181818134,33.88313863636245,170.4542568181758
塞尔维亚,Serbia,SRB,RS,2013-05,22.0694772727265,0.0,22.0694772727265
斯洛伐克,Slovakia,SVK,SK,2013-05,1105.03170909087,-5.971740909090699,1099.05996818178
斯洛文尼亚,Slovenia,SVN,SI,2013-05,3492.559688636241,8.69797045454515,3501.257659090787
南非,South Africa,ZAF,ZA,2013-05,-400.1247197426923,458.5051469764221,58.38042723372973
斯里兰卡,Sri Lanka,LKA,LK,2013-05,125.8367287308412,39.11739989056456,164.9541286214057
泰国,Thailand,THA,TH,2013-05,23.08000000000001,-286.49,-263.41
土耳其,Türkiye,TUR,TR,2013-05,136.0,508.0,644.0
乌克兰,Ukraine,UKR,UA,2013-05,549.0,62.0,611.0
巴西,Brazil,BRA,BR,2013-11,-67.71734063000045,689.7625969400012,622.0452563100008
保加利亚,Bulgaria,BGR,BG,2013-11,1173.088510186986,-1.734096245004813,1171.354413941981
智利,Chile,CHL,CL,2013-11,90.85498251993769,417.6423014390527,508.4972839589905
克罗地亚,Croatia,HRV,HR,2013-11,1651.126755714315,6.4765942857144,1657.603350000029
捷克,Czechia,CZE,CZ,2013-11,1660.335755449762,182.6609872212479,1842.99674267101
新兴市场,,,,2013-11,9579.73579784626,84.10975391627315,9663.845551762533
爱沙尼亚,Estonia,EST,EE,2013-11,-4.18280047619055,9.040246190476351,4.857445714285801
匈牙利,Hungary,HUN,HU,2013-11,1143.118891428592,-291.0419557142909,852.0769357143008
印度,India,IND,IN,2013-11,-955.3270640077924,1295.818498235756,340.4914342279633
韩国,Korea (Republic of),KOR,KR,2013-11,-647.8,-74.3,-722.0999999999999
拉脱维亚,Latvia,LVA,LV,2013-11,1.3492904761905,2.698580952381,4.0478714285715
黎巴嫩,Lebanon,LBN,LB,2013-11,298.58,-78.0,220.58
立陶宛,Lithuania,LTU,LT,2013-11,-27.93031285714335,-0.5397161904762,-28.47002904761955
马来西亚,Malaysia,MYS,MY,2013-11,-1103.114023728643,,
墨西哥,Mexico,MEX,MX,2013-11,3221.1,-316.5,2904.6
蒙古,Mongolia,MNG,MN,2013-11,9.689272,-2.30308,7.386192000000001
北马其顿,,,,2013-11,0.67464523809525,-0.2698580952381,0.40478714285715
巴基斯坦,Pakistan,PAK,PK,2013-11,-112.44596,30.63102499999999,-81.814935
菲律宾,Philippines,PHL,PH,2013-11,-299.5263233057054,-158.6236108486179,-458.1499341543233
波兰,Poland,POL,PL,2013-11,973.0,-194.0,779.0
罗马尼亚,Romania,ROU,RO,2013-11,-760.7299704762039,277.4141219047668,-483.3158485714371
塞尔维亚,Serbia,SRB,RS,2013-11,230.7286714285755,0.0,230.7286714285755
斯洛伐克,Slovakia,SVK,SK,2013-11,956.2421604762075,0.0,956.2421604762075
斯洛文尼亚,Slovenia,SVN,SI,2013-11,2033.650605714322,7.690955714285851,2041.341561428608
南非,South Africa,ZAF,ZA,2013-11,-1473.993373838581,-1674.511355412633,-3148.504729251214
斯里兰卡,Sri Lanka,LKA,LK,2013-11,76.14342653353658,79.81751853885208,155.9609450723887
泰国,Thailand,THA,TH,2013-11,151.82,-731.72,-579.9000000000001
土耳其,Türkiye,TUR,TR,2013-11,662.0,772.0,1434.0
乌克兰,Ukraine,UKR,UA,2013-11,699.0,-164.0,535.0
巴西,Brazil,BRA,BR,2013-10,-68.23877810000015,-124.4517294900002,-192.6905075900004
保加利亚,Bulgaria,BGR,BG,2013-10,9.363970308393402,-5.476325304398408,3.887645003994994
智利,Chile,CHL,CL,2013-10,1826.657036071103,213.6086288130373,2040.26566488414
克罗地亚,Croatia,HRV,HR,2013-10,-18.40719130434765,-0.9544469565217298,-19.36163826086938
捷克,Czechia,CZE,CZ,2013-10,-506.7190736707918,-80.89446008392201,-587.6135337547139
新兴市场,,,,2013-10,5067.441701777101,10403.59640079452,15471.03810257163
爱沙尼亚,Estonia,EST,EE,2013-10,-5.86303130434777,-7.635575652173839,-13.49860695652161
匈牙利,Hungary,HUN,HU,2013-10,1033.802403478251,-35.72358608695617,998.0788173912947
印度,India,IND,IN,2013-10,-2203.662708794526,2549.062250469037,345.3995416745111
韩国,Korea (Republic of),KOR,KR,2013-10,1372.4,5900.8,7273.200000000001
拉脱维亚,Latvia,LVA,LV,2013-10,76.3557565217384,1.3634956521739,77.7192521739123
黎巴嫩,Lebanon,LBN,LB,2013-10,380.82,-84.8,296.02
立陶宛,Lithuania,LTU,LT,2013-10,2.99969043478258,7.36287652173906,10.36256695652164
马来西亚,Malaysia,MYS,MY,2013-10,2193.539894126353,,
墨西哥,Mexico,MEX,MX,2013-10,-1500.5,784.9,-715.6
蒙古,Mongolia,MNG,MN,2013-10,-137.114,0.07441,-137.03959
北马其顿,,,,2013-10,0.8180973913043399,0.0,0.8180973913043399
巴基斯坦,Pakistan,PAK,PK,2013-10,0.01914570000001229,33.547035,33.56618070000001
菲律宾,Philippines,PHL,PH,2013-10,266.2859240513243,-134.085144229636,132.2007798216883
波兰,Poland,POL,PL,2013-10,-1043.0,731.0,-312.0
罗马尼亚,Romania,ROU,RO,2013-10,326.4208591304317,309.5135130434753,635.9343721739069
塞尔维亚,Serbia,SRB,RS,2013-10,29.9969043478258,-47.7223478260865,-17.7254434782607
斯洛伐克,Slovakia,SVK,SK,2013-10,-544.8528626086904,-8.04462434782601,-552.8974869565164
斯洛文尼亚,Slovenia,SVN,SI,2013-10,-27.40626260869539,5.181283478260819,-22.22497913043457
南非,South Africa,ZAF,ZA,2013-10,303.2933749943258,-779.6667072517919,-476.3733322574661
斯里兰卡,Sri Lanka,LKA,LK,2013-10,41.54255361266555,24.55785504611101,66.10040865877656
泰国,Thailand,THA,TH,2013-10,651.89,599.08,1250.97
土耳其,Türkiye,TUR,TR,2013-10,2679.0,641.0,3320.0
乌克兰,Ukraine,UKR,UA,2013-10,-72.0,-88.0,-160.0
巴西,Brazil,BRA,BR,2013-09,6136.54861577,2227.751779479999,8364.300395249998
保加利亚,Bulgaria,BGR,BG,2013-09,-22.97632590442639,-2.353004388431529,-25.32933029285792
智利,Chile,CHL,CL,2013-09,141.953467864802,772.1421345769133,914.0956024417153
克罗地亚,Croatia,HRV,HR,2013-09,-280.8399161904812,-2.4026228571429,-283.2425390476241
捷克,Czechia,CZE,CZ,2013-09,7.349516070596754,52.63702706899224,59.986543139589
新兴市场,,,,2013-09,21297.78573765939,16238.01059736728,37535.79633502667
爱沙尼亚,Estonia,EST,EE,2013-09,1.46826952380955,-7.608305714285851,-6.1400361904763
匈牙利,Hungary,HUN,HU,2013-09,-479.4567390476276,67.94083523809645,-411.5159038095312
印度,India,IND,IN,2013-09,-890.6843852986817,2048.214882333291,1157.530497034609
韩国,Korea (Republic of),KOR,KR,2013-09,-633.1,8426.5,7793.4
拉脱维亚,Latvia,LVA,LV,2013-09,4.0043714285715,0.0,4.0043714285715
黎巴嫩,Lebanon,LBN,LB,2013-09,96.13,-75.27,20.86
立陶宛,Lithuania,LTU,LT,2013-09,-36.0393428571435,-3.7374133333334,-39.7767561904769
马来西亚,Malaysia,MYS,MY,2013-09,4953.934470993981,,
墨西哥,Mexico,MEX,MX,2013-09,4304.4,1648.8,5953.2
蒙古,Mongolia,MNG,MN,2013-09,-17.2008,-0.32219,-17.52299
北马其顿,,,,2013-09,-0.8008742857143,-0.13347904761905,-0.93435333333335
巴基斯坦,Pakistan,PAK,PK,2013-09,30.09713480000002,0.066096,30.16323080000002
菲律宾,Philippines,PHL,PH,2013-09,539.0331034194071,557.3669244609099,1096.400027880317
波兰,Poland,POL,PL,2013-09,1085.0,-525.0,560.0
罗马尼亚,Romania,ROU,RO,2013-09,1891.26462571432,-140.8203952380977,1750.444230476222
塞尔维亚,Serbia,SRB,RS,2013-09,-73.41347619047751,2.669580952381,-70.74389523809651
斯洛伐克,Slovakia,SVK,SK,2013-09,149.630012380955,1.6017485714286,151.2317609523836
斯洛文尼亚,Slovenia,SVN,SI,2013-09,35.90586380952445,7.4748266666668,43.38069047619125
南非,South Africa,ZAF,ZA,2013-09,1202.506584995577,-44.10661031994448,1158.399974675633
斯里兰卡,Sri Lanka,LKA,LK,2013-09,29.63156066240384,11.10878291744446,40.7403435798483
泰国,Thailand,THA,TH,2013-09,1595.44,443.49,2038.93
土耳其,Türkiye,TUR,TR,2013-09,1443.0,733.0,2176.0
乌克兰,Ukraine,UKR,UA,2013-09,85.0,39.0,124.0
巴西,Brazil,BRA,BR,2014-04,3713.900113270001,555.3735121100004,4269.273625380002
保加利亚,Bulgaria,BGR,BG,2014-04,-11.40558039115491,0.1554860488571348,-11.25009434229777
智利,Chile,CHL,CL,2014-04,911.695531940094,247.9740461651967,1159.669578105291
中国,China,CHN,CN,2014-04,2956.08039498887,2536.434558902146,5492.514953891015
克罗地亚,Croatia,HRV,HR,2014-04,-1377.3825,4.69625,-1372.68625
捷克,Czechia,CZE,CZ,2014-04,-1043.423568481434,-57.96518063801955,-1101.388749119453
新兴市场,,,,2014-04,13259.09830005617,14576.29578216299,27835.39408221916
爱沙尼亚,Estonia,EST,EE,2014-04,8.425625,29.2825,37.708125
匈牙利,Hungary,HUN,HU,2014-04,623.6343750000001,65.19500000000001,688.8293750000001
印度,India,IND,IN,2014-04,-1521.778300856108,1590.923984560007,69.14568370389884
韩国,Korea (Republic of),KOR,KR,2014-04,1710.8,4210.2,5921.0
拉脱维亚,Latvia,LVA,LV,2014-04,784.5500000000001,1.38125,785.9312500000001
黎巴嫩,Lebanon,LBN,LB,2014-04,-65.8,-43.08,-108.88
立陶宛,Lithuania,LTU,LT,2014-04,-1.519375,-2.071875,-3.59125
马来西亚,Malaysia,MYS,MY,2014-04,334.4744811716592,,
墨西哥,Mexico,MEX,MX,2014-04,-4067.7,1810.9,-2256.8
蒙古,Mongolia,MNG,MN,2014-04,13.09178,3.846092,16.937872
北马其顿,,,,2014-04,0.82875,-0.138125,0.6906249999999999
巴基斯坦,Pakistan,PAK,PK,2014-04,1997.454,117.781821,2115.235821
菲律宾,Philippines,PHL,PH,2014-04,-54.44577778404236,380.8965576029628,326.4507798189204
波兰,Poland,POL,PL,2014-04,-337.0,1248.0,911.0
罗马尼亚,Romania,ROU,RO,2014-04,2065.106875,-143.65,1921.456875
塞尔维亚,Serbia,SRB,RS,2014-04,0.0,0.0,0.0
斯洛伐克,Slovakia,SVK,SK,2014-04,293.791875,15.47,309.261875
斯洛文尼亚,Slovenia,SVN,SI,2014-04,1309.14875,0.690625,1309.839375
南非,South Africa,ZAF,ZA,2014-04,-87.77146095531883,888.2358105964285,800.4643496411096
斯里兰卡,Sri Lanka,LKA,LK,2014-04,712.2823121536023,-2.636531184591213,709.6457809690111
泰国,Thailand,THA,TH,2014-04,425.0599999999999,553.4,978.4599999999999
土耳其,Türkiye,TUR,TR,2014-04,4045.0,579.0,4624.0
乌克兰,Ukraine,UKR,UA,2014-04,-78.0,-14.0,-92.0
巴西,Brazil,BRA,BR,2014-08,4597.33131659,1609.58588349,6206.91720008
保加利亚,Bulgaria,BGR,BG,2014-08,56.93865023256817,-2.674824263151693,54.26382596941648
智利,Chile,CHL,CL,2014-08,27.96790847180465,397.5761741692253,425.5440826410299
中国,China,CHN,CN,2014-08,4074.43135308865,1956.763146569392,6031.194499658042
克罗地亚,Croatia,HRV,HR,2014-08,-92.6800228571412,6.1254038095237,-86.55461904761749
捷克,Czechia,CZE,CZ,2014-08,30.97323950404517,-375.7958734262049,-344.8226339221598
新兴市场,,,,2014-08,3734.919040100536,9914.310741996169,13649.22978209671
爱沙尼亚,Estonia,EST,EE,2014-08,1.46477047619045,0.93212666666665,2.3968971428571
匈牙利,Hungary,HUN,HU,2014-08,-2009.798254285678,34.48868666666605,-1975.309567619012
印度,India,IND,IN,2014-08,2743.058566192409,891.6564852402158,3634.715051432624
韩国,Korea (Republic of),KOR,KR,2014-08,-95.5,2694.6,2599.1
拉脱维亚,Latvia,LVA,LV,2014-08,7.989657142857,6.6580476190475,14.6477047619045
黎巴嫩,Lebanon,LBN,LB,2014-08,-282.63,83.38,-199.25
立陶宛,Lithuania,LTU,LT,2014-08,-4.7937942857142,-0.7989657142857,-5.5927599999999
马来西亚,Malaysia,MYS,MY,2014-08,-101.2281257684511,,
墨西哥,Mexico,MEX,MX,2014-08,-3197.0,-16.6,-3213.6
蒙古,Mongolia,MNG,MN,2014-08,19.59272,-0.96026,18.63246
北马其顿,,,,2014-08,5.19327714285705,0.5326438095238001,5.72592095238085
巴基斯坦,Pakistan,PAK,PK,2014-08,-34.07020659999999,44.319344,10.24913740000001
菲律宾,Philippines,PHL,PH,2014-08,148.1319789351914,300.5463604790019,448.6783394141933
波兰,Poland,POL,PL,2014-08,-1144.0,1485.0,341.0
罗马尼亚,Romania,ROU,RO,2014-08,358.3361228571365,-47.27213809523725,311.0639847618992
塞尔维亚,Serbia,SRB,RS,2014-08,0.0,0.0,0.0
斯洛伐克,Slovakia,SVK,SK,2014-08,146.8765304761878,2.663219047619,149.5397495238068
斯洛文尼亚,Slovenia,SVN,SI,2014-08,-60.9877161904751,0.5326438095238001,-60.4550723809513
南非,South Africa,ZAF,ZA,2014-08,-445.28283686271,861.5866516970759,416.3038148343659
斯里兰卡,Sri Lanka,LKA,LK,2014-08,137.1539058408077,-27.60401357843318,109.5498922623745
泰国,Thailand,THA,TH,2014-08,325.4499999999999,151.07,476.5199999999999
土耳其,Türkiye,TUR,TR,2014-08,-1616.0,-124.0,-1740.0
乌克兰,Ukraine,UKR,UA,2014-08,138.0,-18.0,120.0
巴西,Brazil,BRA,BR,2014-12,-8885.06568743,-497.3904125199997,-9382.456099949999
保加利亚,Bulgaria,BGR,BG,2014-12,-2.951442171781697,-1.171732232057281,-4.123174403838978
智利,Chile,CHL,CL,2014-12,919.425385992169,-47.19141137105491,872.2339746211142
中国,China,CHN,CN,2014-12,3390.473109885348,-8609.170848325322,-5218.697738439974
克罗地亚,Croatia,HRV,HR,2014-12,-5.91903999999984,-19.7301333333328,-25.64917333333264
捷克,Czechia,CZE,CZ,2014-12,-268.3482142857141,3.39285714285714,-264.9553571428569
新兴市场,,,,2014-12,-7086.162899312177,-15613.60487466983,-22699.76777398201
爱沙尼亚,Estonia,EST,EE,2014-12,-10.72825999999971,-15.78410666666624,-26.51236666666595
匈牙利,Hungary,HUN,HU,2014-12,-392.9995933333227,-57.83395333333177,-450.8335466666545
印度,India,IND,IN,2014-12,1782.93928811315,165.1380532708025,1948.077341383952
韩国,Korea (Republic of),KOR,KR,2014-12,-609.6,-2214.6,-2824.2
拉脱维亚,Latvia,LVA,LV,2014-12,-4.9325333333332,0.0,-4.9325333333332
黎巴嫩,Lebanon,LBN,LB,2014-12,279.3,83.53,362.83
立陶宛,Lithuania,LTU,LT,2014-12,-58.20389333333177,4.06933999999989,-54.13455333333188
马来西亚,Malaysia,MYS,MY,2014-12,-3049.375551161611,,
墨西哥,Mexico,MEX,MX,2014-12,38.3,-740.3,-702.0
蒙古,Mongolia,MNG,MN,2014-12,-11.7924,0.196275,-11.596125
北马其顿,,,,2014-12,-4.56259333333321,0.86319333333331,-3.6993999999999
巴基斯坦,Pakistan,PAK,PK,2014-12,1000.189458,-49.728592,950.4608659999999
菲律宾,Philippines,PHL,PH,2014-12,540.3065249994785,-304.2834327669445,236.023092232534
波兰,Poland,POL,PL,2014-12,81.0,-1151.0,-1070.0
罗马尼亚,Romania,ROU,RO,2014-12,-209.3860399999944,212.7154999999943,3.329459999999898
塞尔维亚,Serbia,SRB,RS,2014-12,-1.2331333333333,-1.2331333333333,-2.4662666666666
斯洛伐克,Slovakia,SVK,SK,2014-12,-159.6907666666624,0.0,-159.6907666666624
斯洛文尼亚,Slovenia,SVN,SI,2014-12,-255.6285399999931,-11.22151333333303,-266.8500533333262
南非,South Africa,ZAF,ZA,2014-12,-1557.257966186464,-712.3580453827697,-2269.616011569234
斯里兰卡,Sri Lanka,LKA,LK,2014-12,64.22898826655333,12.39722118132438,76.62620944787771
泰国,Thailand,THA,TH,2014-12,148.35,-1654.91,-1506.56
土耳其,Türkiye,TUR,TR,2014-12,333.0,-4.0,329.0
乌克兰,Ukraine,UKR,UA,2014-12,-176.0,-4.0,-180.0
巴西,Brazil,BRA,BR,2014-02,2936.089176699999,-1178.990531909999,1757.098644790001
保加利亚,Bulgaria,BGR,BG,2014-02,-11.17313390988885,-2.53992786702918,-13.71306177691803
智利,Chile,CHL,CL,2014-02,-46.07096190221327,153.9649737441699,107.8940118419566
中国,China,CHN,CN,2014-02,7828.057012617376,-1637.756601997014,6190.300410620362
克罗地亚,Croatia,HRV,HR,2014-02,49.44377,11.063385,60.507155
捷克,Czechia,CZE,CZ,2014-02,1259.779038518962,45.63551308848415,1305.414551607446
新兴市场,,,,2014-02,20944.27956953659,-4167.355932084752,16776.92363745184
爱沙尼亚,Estonia,EST,EE,2014-02,6.965834999999999,17.20971,24.175545
匈牙利,Hungary,HUN,HU,2014-02,-15.980445,44.25354,28.273095
印度,India,IND,IN,2014-02,1821.044430879944,225.5501654512161,2046.59459633116
韩国,Korea (Republic of),KOR,KR,2014-02,-3158.4,-1282.9,-4441.3
拉脱维亚,Latvia,LVA,LV,2014-02,84.6827,-10.9268,73.7559
黎巴嫩,Lebanon,LBN,LB,2014-02,424.21,-43.49,380.72
立陶宛,Lithuania,LTU,LT,2014-02,-14.614595,7.648759999999999,-6.965835
马来西亚,Malaysia,MYS,MY,2014-02,636.4631518090871,,
墨西哥,Mexico,MEX,MX,2014-02,6019.0,-219.2,5799.8
蒙古,Mongolia,MNG,MN,2014-02,1.159829,-0.70821,0.451619
北马其顿,,,,2014-02,0.682925,0.0,0.682925
巴基斯坦,Pakistan,PAK,PK,2014-02,-4.571,-1.002523,-5.573523
菲律宾,Philippines,PHL,PH,2014-02,1.381752376297342,130.4321786821578,131.8139310584551
波兰,Poland,POL,PL,2014-02,-43.0,132.0,89.0
罗马尼亚,Romania,ROU,RO,2014-02,-171.141005,47.80475,-123.336255
塞尔维亚,Serbia,SRB,RS,2014-02,0.0,0.0,0.0
斯洛伐克,Slovakia,SVK,SK,2014-02,554.80827,0.0,554.80827
斯洛文尼亚,Slovenia,SVN,SI,2014-02,3927.09192,1.229265,3928.321185
南非,South Africa,ZAF,ZA,2014-02,-172.4790350453186,505.6895890214648,333.2105539761462
斯里兰卡,Sri Lanka,LKA,LK,2014-02,120.5299334923453,-38.75316729820259,81.77676619414271
泰国,Thailand,THA,TH,2014-02,46.32000000000001,-931.5699999999999,-885.2499999999999
土耳其,Türkiye,TUR,TR,2014-02,-1097.0,-85.0,-1182.0
乌克兰,Ukraine,UKR,UA,2014-02,-39.0,-57.0,-96.0
巴西,Brazil,BRA,BR,2014-01,5814.773157049998,195.0880375800007,6009.861194629999
保加利亚,Bulgaria,BGR,BG,2014-01,17.31392700627461,-59.15083128724035,-41.83690428096574
智利,Chile,CHL,CL,2014-01,-612.2029813782285,528.2427473372568,-83.96023404097173
克罗地亚,Croatia,HRV,HR,2014-01,-26.53994318181765,1.08881818181816,-25.45112499999949
捷克,Czechia,CZE,CZ,2014-01,55.90215884333527,-74.0245593186769,-18.12240047534164
新兴市场,,,,2014-01,11685.19345445815,-1411.719369578489,10273.47408487966
爱沙尼亚,Estonia,EST,EE,2014-01,152.5706477272697,7.48562499999985,160.0562727272695
匈牙利,Hungary,HUN,HU,2014-01,-261.0441590909039,61.79043181818058,-199.2537272727233
印度,India,IND,IN,2014-01,2031.15535794832,115.0686255557703,2146.223983504091
韩国,Korea (Republic of),KOR,KR,2014-01,1516.4,-736.2,780.2
拉脱维亚,Latvia,LVA,LV,2014-01,1264.390113636338,0.0,1264.390113636338
黎巴嫩,Lebanon,LBN,LB,2014-01,446.61,-43.37,403.24
立陶宛,Lithuania,LTU,LT,2014-01,647.8468181818052,-6.124602272727151,641.722215909078
马来西亚,Malaysia,MYS,MY,2014-01,-124.3326444270674,,
墨西哥,Mexico,MEX,MX,2014-01,-697.5,355.8,-341.7
蒙古,Mongolia,MNG,MN,2014-01,405.7142,-0.19352,405.52068
北马其顿,,,,2014-01,14.01853409090881,-3.53865909090902,10.47987499999979
巴基斯坦,Pakistan,PAK,PK,2014-01,0.0520702,31.440504,31.4925742
菲律宾,Philippines,PHL,PH,2014-01,-1611.855874579143,-108.6162092013796,-1720.472083780523
波兰,Poland,POL,PL,2014-01,82.0,-154.0,-72.0
罗马尼亚,Romania,ROU,RO,2014-01,1758.84967045451,-306.2301136363575,1452.619556818153
塞尔维亚,Serbia,SRB,RS,2014-01,0.0,0.0,0.0
斯洛伐克,Slovakia,SVK,SK,2014-01,2081.684261363594,0.0,2081.684261363594
斯洛文尼亚,Slovenia,SVN,SI,2014-01,277.784738636358,6.39680681818169,284.1815454545397
南非,South Africa,ZAF,ZA,2014-01,-2094.720490123654,-517.3690644785887,-2612.089554602243
斯里兰卡,Sri Lanka,LKA,LK,2014-01,1260.48389210025,12.17659341618276,1272.660485516433
泰国,Thailand,THA,TH,2014-01,-807.1599999999999,-226.48,-1033.64
土耳其,Türkiye,TUR,TR,2014-01,72.0,-318.0,-246.0
乌克兰,Ukraine,UKR,UA,2014-01,21.0,-173.0,-152.0
巴西,Brazil,BRA,BR,2014-07,1077.175196210001,-5.315621189999888,1071.859575020001
保加利亚,Bulgaria,BGR,BG,2014-07,1743.001079445068,2.553549938322827,1745.554629383391
智利,Chile,CHL,CL,2014-07,4069.252177910564,508.2552207011746,4577.507398611739
中国,China,CHN,CN,2014-07,1629.023104985821,5904.562319185725,7533.585424171546
克罗地亚,Croatia,HRV,HR,2014-07,-300.2988773912938,11.23751434782569,-289.0613630434681
捷克,Czechia,CZE,CZ,2014-07,-135.4536489151874,43.78698224852073,-91.66666666666671
新兴市场,,,,2014-07,21390.82164994463,10709.90975036866,32100.73140031329
爱沙尼亚,Estonia,EST,EE,2014-07,-0.40617521739129,-5.957236521738921,-6.363411739130211
匈牙利,Hungary,HUN,HU,2014-07,-1297.594427826041,-105.0639895652137,-1402.658417391255
印度,India,IND,IN,2014-07,3818.851921290209,2182.941327303668,6001.793248593876
韩国,Korea (Republic of),KOR,KR,2014-07,-1549.3,3927.7,2378.4
拉脱维亚,Latvia,LVA,LV,2014-07,58.2184478260849,-2.7078347826086,55.5106130434763
黎巴嫩,Lebanon,LBN,LB,2014-07,53.62,83.56,137.18
立陶宛,Lithuania,LTU,LT,2014-07,-9.61281347826053,-6.363411739130211,-15.97622521739074
马来西亚,Malaysia,MYS,MY,2014-07,2847.860534193402,,
墨西哥,Mexico,MEX,MX,2014-07,3791.7,-1066.4,2725.3
蒙古,Mongolia,MNG,MN,2014-07,-2.40144,-0.71061,-3.11205
北马其顿,,,,2014-07,669.9183252173677,0.40617521739129,670.324500434759
巴基斯坦,Pakistan,PAK,PK,2014-07,-2.509632899999998,69.222559,66.7129261
菲律宾,Philippines,PHL,PH,2014-07,722.1840499312666,13.23591670319081,735.4199666344574
波兰,Poland,POL,PL,2014-07,134.0,-1103.0,-969.0
罗马尼亚,Romania,ROU,RO,2014-07,-787.8445299999722,674.5216443478023,-113.3228856521699
塞尔维亚,Serbia,SRB,RS,2014-07,0.0,0.0,0.0
