中文名称,country,iso3,iso2,date,Debt,Equity,Total
波兰,Poland,POL,PL,2006-09,-264.0,10.0,-254.0
南非,South Africa,ZAF,ZA,2006-09,-296.7136150234733,734.5405767940958,437.8269617706225
泰国,Thailand,THA,TH,2006-09,-108.0,649.6,541.6
土耳其,Türkiye,TUR,TR,2006-09,1443.0,182.0,1625.0
巴西,Brazil,BRA,BR,2007-04,2843.767078643619,2677.050921356382,5520.818000000001
保加利亚,Bulgaria,BGR,BG,2007-04,0.5859658215361336,20.33318655263798,20.91915237417411
智利,Chile,CHL,CL,2007-04,-48.05617387044795,24.2045500527481,-23.85162381769985
捷克,Czechia,CZE,CZ,2007-04,143.1672374704548,259.7559210843663,402.9231585548212
新兴市场,,,,2007-04,8990.694385498266,9120.70884807984,18111.4032335781
印度,India,IND,IN,2007-04,58.9586269401778,123.8249794771783,182.7836064173561
韩国,Korea (Republic of),KOR,KR,2007-04,4861.9,2624.5,7486.4
黎巴嫩,Lebanon,LBN,LB,2007-04,148.89,62.58,211.47
墨西哥,Mexico,MEX,MX,2007-04,-309.7,,
巴基斯坦,Pakistan,PAK,PK,2007-04,-12.79525763600464,120.499768,107.7045103639954
菲律宾,Philippines,PHL,PH,2007-04,-599.6133262889663,134.9017135385077,-464.7116127504586
波兰,Poland,POL,PL,2007-04,264.0,132.0,396.0
罗马尼亚,Romania,ROU,RO,2007-04,-4.86581684210532,72.5817678947377,67.71595105263238
塞尔维亚,Serbia,SRB,RS,2007-04,6.758078947368499,140.5680421052648,147.3261210526333
斯洛文尼亚,Slovenia,SVN,SI,2007-04,-13.516157894737,40.548473684211,27.032315789474
南非,South Africa,ZAF,ZA,2007-04,219.354130207372,673.5495243338046,892.9036545411766
泰国,Thailand,THA,TH,2007-04,-488.14,1253.81,765.67
土耳其,Türkiye,TUR,TR,2007-04,1920.0,760.0,2680.0
巴西,Brazil,BRA,BR,2007-08,1682.177796203164,-50.04000000000116,1632.137796203163
保加利亚,Bulgaria,BGR,BG,2007-08,-200.0163695578585,-66.72379667381328,-266.7401662316718
智利,Chile,CHL,CL,2007-08,16.5914334299362,-191.8893171565343,-175.2978837265981
捷克,Czechia,CZE,CZ,2007-08,-34.57212713936431,-310.2689486552567,-344.841075794621
新兴市场,,,,2007-08,5333.782759881692,-10070.41649693557,-4736.633737053878
印度,India,IND,IN,2007-08,197.0789687711286,1137.423691611221,1334.502660382349
韩国,Korea (Republic of),KOR,KR,2007-08,5310.7,-10515.3,-5204.599999999999
黎巴嫩,Lebanon,LBN,LB,2007-08,48.9,9.58,58.48
墨西哥,Mexico,MEX,MX,2007-08,759.1,,
巴基斯坦,Pakistan,PAK,PK,2007-08,-13.0,-97.27955099999906,-110.2795509999991
菲律宾,Philippines,PHL,PH,2007-08,-70.2577522336419,-52.69981914682072,-122.9575713804626
波兰,Poland,POL,PL,2007-08,-740.0,-277.0,-1017.0
罗马尼亚,Romania,ROU,RO,2007-08,10.6255330434786,-35.418443478262,-24.7929104347834
塞尔维亚,Serbia,SRB,RS,2007-08,4.086743478261,40.86743478261,44.954178260871
斯洛文尼亚,Slovenia,SVN,SI,2007-08,0.0,-47.678673913045,-47.678673913045
南非,South Africa,ZAF,ZA,2007-08,954.218533886587,1482.710926694334,2436.929460580921
泰国,Thailand,THA,TH,2007-08,423.15,-881.7,-458.55
土耳其,Türkiye,TUR,TR,2007-08,-3015.0,-215.0,-3230.0
巴西,Brazil,BRA,BR,2007-12,-343.2370690083224,7513.384482570009,7170.147413561686
保加利亚,Bulgaria,BGR,BG,2007-12,-126.2958185089756,-34.96520820711393,-161.2610267160896
智利,Chile,CHL,CL,2007-12,-95.12084062992108,-64.73432868661756,-159.8551693165386
捷克,Czechia,CZE,CZ,2007-12,2.882483370288246,80.43237250554319,83.31485587583143
新兴市场,,,,2007-12,6989.866795517412,4433.509369213399,11423.37616473081
印度,India,IND,IN,2007-12,228.5525932123883,-929.8799426970412,-701.3273494846528
韩国,Korea (Republic of),KOR,KR,2007-12,6640.8,-3300.1,3340.7
黎巴嫩,Lebanon,LBN,LB,2007-12,192.77,115.57,308.34
墨西哥,Mexico,MEX,MX,2007-12,640.1,,
巴基斯坦,Pakistan,PAK,PK,2007-12,-78.1,75.28428399999933,-2.815716000000663
菲律宾,Philippines,PHL,PH,2007-12,-284.1654762325736,-195.5004955793415,-479.6659718119151
波兰,Poland,POL,PL,2007-12,662.0,393.0,1055.0
罗马尼亚,Romania,ROU,RO,2007-12,-188.8319747368469,-3.351184736842189,-192.183159473689
塞尔维亚,Serbia,SRB,RS,2007-12,8.7422210526318,-4.3711105263159,4.3711105263159
斯洛文尼亚,Slovenia,SVN,SI,2007-12,27.6837000000007,81.5940631578968,109.2777631578975
南非,South Africa,ZAF,ZA,2007-12,-549.503023001258,-64.35356258677835,-613.8565855880364
泰国,Thailand,THA,TH,2007-12,-239.41,312.5,73.09000000000003
土耳其,Türkiye,TUR,TR,2007-12,491.0,459.0,950.0
巴西,Brazil,BRA,BR,2007-02,1255.5849788791,2301.791021120901,3557.376000000001
保加利亚,Bulgaria,BGR,BG,2007-02,-220.9087120270853,66.30275612989702,-154.6059558971883
智利,Chile,CHL,CL,2007-02,448.3490991127429,17.33945473329381,465.6885538460367
捷克,Czechia,CZE,CZ,2007-02,42.23590978557867,350.0208400870654,392.256749872644
新兴市场,,,,2007-02,5731.592730255869,9781.461090101046,15513.05382035692
印度,India,IND,IN,2007-02,-34.33103176526269,1718.317960609896,1683.986928844633
韩国,Korea (Republic of),KOR,KR,2007-02,2401.4,1921.0,4322.4
黎巴嫩,Lebanon,LBN,LB,2007-02,-240.94,22.07,-218.87
墨西哥,Mexico,MEX,MX,2007-02,-68.0,,
巴基斯坦,Pakistan,PAK,PK,2007-02,211.6031254801026,182.115606,393.7187314801026
菲律宾,Philippines,PHL,PH,2007-02,-146.9842060646663,55.06573966458488,-91.91846640008141
波兰,Poland,POL,PL,2007-02,-1593.0,45.0,-1548.0
罗马尼亚,Romania,ROU,RO,2007-02,80.014104,143.031748,223.045852
塞尔维亚,Serbia,SRB,RS,2007-02,69.29326,26.1484,95.44166000000001
斯洛文尼亚,Slovenia,SVN,SI,2007-02,288.93982,36.60776,325.54758
南非,South Africa,ZAF,ZA,2007-02,59.09638285535883,1941.399803755408,2000.496186610767
泰国,Thailand,THA,TH,2007-02,-136.76,485.25,348.49
土耳其,Türkiye,TUR,TR,2007-02,3316.0,470.0,3786.0
巴西,Brazil,BRA,BR,2007-01,1433.35264262967,374.7143573703291,1808.066999999999
保加利亚,Bulgaria,BGR,BG,2007-01,-28.2729849459572,19.97707505716384,-8.295909888793357
智利,Chile,CHL,CL,2007-01,-35.27009688157418,9.296057077754,-25.97403980382018
捷克,Czechia,CZE,CZ,2007-01,-329.9873943694851,-158.0839441617256,-488.0713385312107
新兴市场,,,,2007-01,12388.17390380794,1438.816992055188,13826.99089586313
印度,India,IND,IN,2007-01,-207.8836068347145,829.5494276208183,621.6658207861037
韩国,Korea (Republic of),KOR,KR,2007-01,2595.3,132.8,2728.1
黎巴嫩,Lebanon,LBN,LB,2007-01,188.88,16.77,205.65
墨西哥,Mexico,MEX,MX,2007-01,1169.5,,
巴基斯坦,Pakistan,PAK,PK,2007-01,28.49242145471499,77.128311,105.620732454715
菲律宾,Philippines,PHL,PH,2007-01,896.9873650863279,241.7741440144141,1138.761509100742
波兰,Poland,POL,PL,2007-01,3322.0,-35.0,3287.0
罗马尼亚,Romania,ROU,RO,2007-01,106.5888181818152,92.03034545454288,198.6191636363581
塞尔维亚,Serbia,SRB,RS,2007-01,37.6960454545444,41.5956363636352,79.2916818181796
斯洛文尼亚,Slovenia,SVN,SI,2007-01,1.2998636363636,50.6946818181804,51.994545454544
南非,South Africa,ZAF,ZA,2007-01,-430.3091696037636,726.3909004400756,296.081730836312
泰国,Thailand,THA,TH,2007-01,-346.2,309.18,-37.01999999999998
土耳其,Türkiye,TUR,TR,2007-01,3986.0,-1290.0,2696.0
巴西,Brazil,BRA,BR,2007-07,1284.547551660801,6502.960504065501,7787.508055726301
保加利亚,Bulgaria,BGR,BG,2007-07,-2.97649669087881,154.4521324543572,151.4756357634784
智利,Chile,CHL,CL,2007-07,-667.2602973717621,83.46367500150798,-583.7966223702541
捷克,Czechia,CZE,CZ,2007-07,-42.48825153820069,-181.8225861150139,-224.3108376532145
新兴市场,,,,2007-07,4932.210365635604,6074.46574317901,11006.67610881461
印度,India,IND,IN,2007-07,37.66030994286618,283.3678511601206,321.0281611029868
韩国,Korea (Republic of),KOR,KR,2007-07,2601.3,-4943.7,-2342.4
黎巴嫩,Lebanon,LBN,LB,2007-07,-3.26,14.29,11.03
墨西哥,Mexico,MEX,MX,2007-07,558.1,,
巴基斯坦,Pakistan,PAK,PK,2007-07,-50.0,13.70281900000055,-36.29718099999945
菲律宾,Philippines,PHL,PH,2007-07,427.0765440709897,317.270881735878,744.3474258068677
波兰,Poland,POL,PL,2007-07,250.0,6.0,256.0
罗马尼亚,Romania,ROU,RO,2007-07,-35.93484818181842,98.47794272727337,62.54309454545496
塞尔维亚,Serbia,SRB,RS,2007-07,2.7431181818182,52.1192454545458,54.86236363636399
斯洛文尼亚,Slovenia,SVN,SI,2007-07,24.6880636363638,87.7797818181824,112.4678454545462
南非,South Africa,ZAF,ZA,2007-07,-1340.265328074574,1337.253495876654,-3.011832197920512
泰国,Thailand,THA,TH,2007-07,115.28,1109.85,1225.13
土耳其,Türkiye,TUR,TR,2007-07,1773.0,1139.0,2912.0
巴西,Brazil,BRA,BR,2007-06,4300.636104105434,485.6028958945699,4786.239000000004
保加利亚,Bulgaria,BGR,BG,2007-06,-19.55472242267953,34.44066857161419,14.88594614893466
智利,Chile,CHL,CL,2007-06,24.83414765329034,58.1521247469425,82.98627240023285
捷克,Czechia,CZE,CZ,2007-06,272.8939450921401,-179.6728093268148,93.22113576532539
新兴市场,,,,2007-06,3656.684927151838,913.9671530167639,4570.652080168602
印度,India,IND,IN,2007-06,97.02356426707469,117.6006043125943,214.624168579669
韩国,Korea (Republic of),KOR,KR,2007-06,2793.9,-3611.1,-817.1999999999998
黎巴嫩,Lebanon,LBN,LB,2007-06,-95.44,23.78,-71.66
墨西哥,Mexico,MEX,MX,2007-06,-394.6,,
巴基斯坦,Pakistan,PAK,PK,2007-06,126.4417884258556,713.286459,839.7282474258556
菲律宾,Philippines,PHL,PH,2007-06,-4.916560094059935,386.3695157298778,381.4529556358178
波兰,Poland,POL,PL,2007-06,-2035.0,-285.0,-2320.0
罗马尼亚,Romania,ROU,RO,2007-06,-8.31951428571402,131.0994428571387,122.7799285714247
塞尔维亚,Serbia,SRB,RS,2007-06,20.1278571428565,22.8115714285707,42.9394285714272
斯洛文尼亚,Slovenia,SVN,SI,2007-06,-95.2718571428541,38.9138571428559,-56.3579999999982
南非,South Africa,ZAF,ZA,2007-06,121.2501744104928,1274.312822659414,1395.562997069906
泰国,Thailand,THA,TH,2007-06,-135.32,1106.37,971.0500000000001
土耳其,Türkiye,TUR,TR,2007-06,-1312.0,597.0,-715.0
巴西,Brazil,BRA,BR,2007-03,3781.253060658475,-66.03910753347445,3715.213953125
保加利亚,Bulgaria,BGR,BG,2007-03,-7.627568554362635,-20.04922412554722,-27.67679267990986
智利,Chile,CHL,CL,2007-03,-110.4784197462135,-293.862349782092,-404.3407695283055
捷克,Czechia,CZE,CZ,2007-03,245.7879088206144,-264.7128226910189,-18.92491387040448
新兴市场,,,,2007-03,3972.685921370522,-151.7246686827394,3820.961252687782
印度,India,IND,IN,2007-03,-58.69259074183449,1519.284059419437,1460.591468677603
韩国,Korea (Republic of),KOR,KR,2007-03,352.1,-2496.3,-2144.2
黎巴嫩,Lebanon,LBN,LB,2007-03,197.3,187.09,384.39
墨西哥,Mexico,MEX,MX,2007-03,-29.5,,
巴基斯坦,Pakistan,PAK,PK,2007-03,88.60988914363035,45.63765,134.2475391436303
菲律宾,Philippines,PHL,PH,2007-03,150.2448968447176,264.3565199100838,414.6014167548013
波兰,Poland,POL,PL,2007-03,-1527.0,-380.0,-1907.0
罗马尼亚,Romania,ROU,RO,2007-03,-110.4371427272758,145.3956627272767,34.95852000000095
塞尔维亚,Serbia,SRB,RS,2007-03,15.8902363636368,166.8474818181864,182.7377181818232
斯洛文尼亚,Slovenia,SVN,SI,2007-03,1210.30633636367,35.7530318181828,1246.059368181852
南非,South Africa,ZAF,ZA,2007-03,1680.489314945464,201.1144297562263,1881.60374470169
泰国,Thailand,THA,TH,2007-03,-408.5600000000001,634.7600000000001,226.2
土耳其,Türkiye,TUR,TR,2007-03,-1497.0,169.0,-1328.0
巴西,Brazil,BRA,BR,2007-05,2980.893828337697,1810.56961172578,4791.463440063476
保加利亚,Bulgaria,BGR,BG,2007-05,-34.59039317412277,-25.61344893494847,-60.20384210907124
智利,Chile,CHL,CL,2007-05,31.92831532647952,206.1287507219695,238.057066048449
捷克,Czechia,CZE,CZ,2007-05,410.0674673429349,141.1550791903918,551.2225465333267
新兴市场,,,,2007-05,9253.60283249571,5350.044225960917,14603.64705845663
印度,India,IND,IN,2007-05,173.3143050508317,-1803.322102723297,-1630.007797672466
韩国,Korea (Republic of),KOR,KR,2007-05,4912.0,201.1,5113.1
黎巴嫩,Lebanon,LBN,LB,2007-05,-28.39,105.07,76.67999999999999
墨西哥,Mexico,MEX,MX,2007-05,1818.6,,
巴基斯坦,Pakistan,PAK,PK,2007-05,33.11208773704703,9.737595,42.84968273704703
菲律宾,Philippines,PHL,PH,2007-05,450.7840296137107,273.9602940617193,724.74432367543
波兰,Poland,POL,PL,2007-05,1131.0,22.0,1153.0
罗马尼亚,Romania,ROU,RO,2007-05,-98.36239636363503,75.6633818181808,-22.69901454545423
塞尔维亚,Serbia,SRB,RS,2007-05,-21.6181090909088,83.7701727272716,62.1520636363628
斯洛文尼亚,Slovenia,SVN,SI,2007-05,-276.982022727269,29.7248999999996,-247.2571227272694
南非,South Africa,ZAF,ZA,2007-05,-364.8842795570558,1445.969992373851,1081.085712816796
泰国,Thailand,THA,TH,2007-05,117.73,865.1300000000001,982.8600000000001
土耳其,Türkiye,TUR,TR,2007-05,-1981.0,1909.0,-72.0
巴西,Brazil,BRA,BR,2007-11,-495.8671775345838,-389.7749680000024,-885.6421455345862
保加利亚,Bulgaria,BGR,BG,2007-11,141.724628663398,-41.45611338774645,100.2685152756516
智利,Chile,CHL,CL,2007-11,-46.0024534010593,135.9999544165676,89.99750101550832
捷克,Czechia,CZE,CZ,2007-11,240.1406129847302,-15.87388772932,224.2667252554102
新兴市场,,,,2007-11,8996.871080851935,-7054.16390938824,1942.707171463695
印度,India,IND,IN,2007-11,204.4811392520618,2378.538609000824,2583.019748252886
韩国,Korea (Republic of),KOR,KR,2007-11,11041.1,-8426.4,2614.700000000001
黎巴嫩,Lebanon,LBN,LB,2007-11,229.25,94.52,323.77
墨西哥,Mexico,MEX,MX,2007-11,2371.2,,
巴基斯坦,Pakistan,PAK,PK,2007-11,87.3,-295.2777179999993,-207.9777179999992
菲律宾,Philippines,PHL,PH,2007-11,19.25552402520793,-197.8551961026336,-178.5996720774257
波兰,Poland,POL,PL,2007-11,-283.0,101.0,-182.0
罗马尼亚,Romania,ROU,RO,2007-11,0.0,-41.8483636363626,-41.8483636363626
塞尔维亚,Serbia,SRB,RS,2007-11,7.341818181818,54.3294545454532,61.67127272727119
斯洛文尼亚,Slovenia,SVN,SI,2007-11,-57.2661818181804,-49.92436363636239,-107.1905454545428
南非,South Africa,ZAF,ZA,2007-11,-789.726829501458,-23.45131685865877,-813.1781463601168
泰国,Thailand,THA,TH,2007-11,46.94,-217.6900000000001,-170.7500000000001
土耳其,Türkiye,TUR,TR,2007-11,-3720.0,-119.0,-3839.0
巴西,Brazil,BRA,BR,2007-10,1669.809825244807,4366.374720473746,6036.184545718553
保加利亚,Bulgaria,BGR,BG,2007-10,-79.06741303891546,-3.89215709105421,-82.95957012996968
智利,Chile,CHL,CL,2007-10,-164.5757249955425,338.57911263,174.0033876344575
捷克,Czechia,CZE,CZ,2007-10,1143.92756790509,185.5552086585494,1329.482776563639
新兴市场,,,,2007-10,12711.34955305496,8888.643246596957,21599.99279965191
印度,India,IND,IN,2007-10,166.1545781723757,2028.047601451735,2194.20217962411
韩国,Korea (Republic of),KOR,KR,2007-10,6473.3,701.1,7174.400000000001
黎巴嫩,Lebanon,LBN,LB,2007-10,148.4,77.96,226.36
墨西哥,Mexico,MEX,MX,2007-10,215.4,,
巴基斯坦,Pakistan,PAK,PK,2007-10,-0.2,290.0093539999995,289.8093539999995
菲律宾,Philippines,PHL,PH,2007-10,-13.19495770178563,1.281982161225301,-11.91297554056032
波兰,Poland,POL,PL,2007-10,1770.0,-191.0,1579.0
罗马尼亚,Romania,ROU,RO,2007-10,-3.4145947826088,46.66612869565359,43.25153391304479
塞尔维亚,Serbia,SRB,RS,2007-10,5.690991304348,83.942121739133,89.633113043481
斯洛文尼亚,Slovenia,SVN,SI,2007-10,14.22747826087,18.495721739131,32.723200000001
南非,South Africa,ZAF,ZA,2007-10,2053.421802686323,46.44345213883926,2099.865254825162
泰国,Thailand,THA,TH,2007-10,488.47,470.08,958.5500000000001
土耳其,Türkiye,TUR,TR,2007-10,-1177.0,429.0,-748.0
巴西,Brazil,BRA,BR,2007-09,1799.134997674357,690.7415045062959,2489.876502180653
保加利亚,Bulgaria,BGR,BG,2007-09,-52.72678567630398,-2.189177458819204,-54.91596313512319
智利,Chile,CHL,CL,2007-09,-15.42453370389263,65.58627540942214,50.16174170552951
捷克,Czechia,CZE,CZ,2007-09,253.2970905063927,-179.3013188362025,73.99577167019024
新兴市场,,,,2007-09,8925.644630664163,3912.635812985644,12838.28044364981
印度,India,IND,IN,2007-09,175.6817055032223,1344.744670302427,1520.426375805649
韩国,Korea (Republic of),KOR,KR,2007-09,7706.2,-611.6,7094.599999999999
黎巴嫩,Lebanon,LBN,LB,2007-09,152.91,61.77,214.68
墨西哥,Mexico,MEX,MX,2007-09,1079.4,,
巴基斯坦,Pakistan,PAK,PK,2007-09,31.5,139.2217469999993,170.7217469999993
菲律宾,Philippines,PHL,PH,2007-09,-245.675042022295,-91.90970401826458,-337.5847460405595
波兰,Poland,POL,PL,2007-09,-685.0,12.0,-673.0
罗马尼亚,Romania,ROU,RO,2007-09,-12.9236985,21.956391,9.0326925
塞尔维亚,Serbia,SRB,RS,2007-09,1.389645,58.36509,59.754735
斯洛文尼亚,Slovenia,SVN,SI,2007-09,-8.33787,-48.637575,-56.975445
南非,South Africa,ZAF,ZA,2007-09,157.4991218826836,-161.1520899192133,-3.652968036529671
泰国,Thailand,THA,TH,2007-09,-269.28,1783.04,1513.76
土耳其,Türkiye,TUR,TR,2007-09,-1142.0,830.0,-312.0
巴西,Brazil,BRA,BR,2008-04,-1496.328997299337,5904.62672855008,4408.297731250743
保加利亚,Bulgaria,BGR,BG,2008-04,-71.95312874077273,-20.468415477531,-92.42154421830372
智利,Chile,CHL,CL,2008-04,-23.32358150087855,226.5809687968512,203.2573872959726
捷克,Czechia,CZE,CZ,2008-04,962.3020859512438,-81.61598391555665,880.6861020356872
新兴市场,,,,2008-04,1978.546014633134,5528.73872841643,7507.284743049564
爱沙尼亚,Estonia,EST,EE,2008-04,-5.35517,9.4503,4.09513
匈牙利,Hungary,HUN,HU,2008-04,-382.894655,70.404735,-312.48992
印度,India,IND,IN,2008-04,-425.1868953386111,268.5496122171589,-156.6372831214522
韩国,Korea (Republic of),KOR,KR,2008-04,5237.8,-150.5,5087.3
拉脱维亚,Latvia,LVA,LV,2008-04,-17.32555,1.57505,-15.7505
黎巴嫩,Lebanon,LBN,LB,2008-04,188.37,38.63,227.0
立陶宛,Lithuania,LTU,LT,2008-04,9.13529,-3.465110000000001,5.670179999999998
墨西哥,Mexico,MEX,MX,2008-04,-235.1,,
巴基斯坦,Pakistan,PAK,PK,2008-04,52.0,144.492475000001,196.492475000001
菲律宾,Philippines,PHL,PH,2008-04,-1024.285475435945,-103.1958227179652,-1127.48129815391
波兰,Poland,POL,PL,2008-04,-544.0,353.0,-191.0
罗马尼亚,Romania,ROU,RO,2008-04,0.472515,-6.457705,-5.985189999999999
塞尔维亚,Serbia,SRB,RS,2008-04,3.1501,-9.4503,-6.3002
斯洛伐克,Slovakia,SVK,SK,2008-04,93.08545500000001,1.417545,94.50300000000001
斯洛文尼亚,Slovenia,SVN,SI,2008-04,-181.13075,-26.77585,-207.9066
南非,South Africa,ZAF,ZA,2008-04,2061.014771997433,519.4605009633917,2580.475272960825
泰国,Thailand,THA,TH,2008-04,-72.9,-1734.52,-1807.42
土耳其,Türkiye,TUR,TR,2008-04,-2149.0,127.0,-2022.0
巴西,Brazil,BRA,BR,2008-08,2451.385047839291,-1626.056758755149,825.3282890841422
保加利亚,Bulgaria,BGR,BG,2008-08,-8.778850370353812,-11.09720867508098,-19.87605904543479
智利,Chile,CHL,CL,2008-08,1113.577736794752,122.3064647361287,1235.884201530881
捷克,Czechia,CZE,CZ,2008-08,246.6411931468015,-4.560581782324665,242.0806113644768
新兴市场,,,,2008-08,7937.171921221923,-5782.854317087069,2154.317604134854
爱沙尼亚,Estonia,EST,EE,2008-08,-6.738921428571451,7.93695190476193,1.198030476190479
匈牙利,Hungary,HUN,HU,2008-08,133.2808904761909,-90.45130095238125,42.82958952380966
印度,India,IND,IN,2008-08,292.9380912677528,-282.2015306003626,10.73656066739022
韩国,Korea (Republic of),KOR,KR,2008-08,1316.4,-2519.4,-1203.0
拉脱维亚,Latvia,LVA,LV,2008-08,4.4926142857143,-2.9950761904762,1.4975380952381
黎巴嫩,Lebanon,LBN,LB,2008-08,-2.58,39.93,37.35
立陶宛,Lithuania,LTU,LT,2008-08,-22.01381000000007,27.70445476190485,5.690644761904782
墨西哥,Mexico,MEX,MX,2008-08,1738.7,,
巴基斯坦,Pakistan,PAK,PK,2008-08,-0.6,-57.524676,-58.124676
菲律宾,Philippines,PHL,PH,2008-08,-13.18743486917773,-114.9638513855752,-128.1512862547529
波兰,Poland,POL,PL,2008-08,763.0,426.0,1189.0
罗马尼亚,Romania,ROU,RO,2008-08,-38.18722142857155,4.64236809523811,-33.54485333333344
塞尔维亚,Serbia,SRB,RS,2008-08,2.9950761904762,17.9704571428572,20.9655333333334
斯洛伐克,Slovakia,SVK,SK,2008-08,338.8928709523821,-13.02858142857147,325.8642895238106
斯洛文尼亚,Slovenia,SVN,SI,2008-08,-14.975380952381,-202.1676428571435,-217.1430238095245
南非,South Africa,ZAF,ZA,2008-08,72.1800193176182,-447.4378051008954,-375.2577857832773
泰国,Thailand,THA,TH,2008-08,-191.25,-47.46000000000002,-238.71
土耳其,Türkiye,TUR,TR,2008-08,-239.0,-1010.0,-1249.0
巴西,Brazil,BRA,BR,2008-12,-4463.215692811398,-911.4233799745866,-5374.639072785985
保加利亚,Bulgaria,BGR,BG,2008-12,-28.50652777157245,-7.677362336552298,-36.18389010812474
智利,Chile,CHL,CL,2008-12,-182.9098750154121,121.922137517275,-60.98773749813707
捷克,Czechia,CZE,CZ,2008-12,-222.7128041893419,57.03871033987065,-165.6740938494713
新兴市场,,,,2008-12,-9824.237274489702,695.9905911399273,-9128.246683349775
爱沙尼亚,Estonia,EST,EE,2008-12,-34.9685142857154,-20.44313142857208,-55.41164571428748
匈牙利,Hungary,HUN,HU,2008-12,-446.1175457142999,-432.9371057142995,-879.0546514285994
印度,India,IND,IN,2008-12,128.8180201297434,359.847433406327,488.6654535360703
韩国,Korea (Republic of),KOR,KR,2008-12,-1158.5,1245.2,86.70000000000005
拉脱维亚,Latvia,LVA,LV,2008-12,5.3797714285716,-14.7943714285719,-9.414600000000302
黎巴嫩,Lebanon,LBN,LB,2008-12,-88.76,11.3,-77.46000000000001
立陶宛,Lithuania,LTU,LT,2008-12,-18.15672857142915,-7.262691428571661,-25.41942000000081
墨西哥,Mexico,MEX,MX,2008-12,-491.9,,
巴基斯坦,Pakistan,PAK,PK,2008-12,-7.7,-17.75588600000004,-25.45588600000004
菲律宾,Philippines,PHL,PH,2008-12,-177.4551853961569,233.33480457534,55.87961917918309
波兰,Poland,POL,PL,2008-12,-510.0,-68.0,-578.0
罗马尼亚,Romania,ROU,RO,2008-12,-643.1516742857348,-2.6898857142858,-645.8415600000205
塞尔维亚,Serbia,SRB,RS,2008-12,2.6898857142858,-37.6584000000012,-34.9685142857154
斯洛伐克,Slovakia,SVK,SK,2008-12,-449.6143971428715,119.6999142857181,-329.9144828571534
斯洛文尼亚,Slovenia,SVN,SI,2008-12,-34.9685142857154,13.449428571429,-21.5190857142864
南非,South Africa,ZAF,ZA,2008-12,-911.6474922926553,-139.6596235305915,-1051.307115823247
泰国,Thailand,THA,TH,2008-12,-3.839999999999996,-61.5,-65.34
土耳其,Türkiye,TUR,TR,2008-12,-87.0,256.0,169.0
巴西,Brazil,BRA,BR,2008-02,2925.209679843772,-269.5449584766892,2655.664721367083
保加利亚,Bulgaria,BGR,BG,2008-02,-14.99857759199864,-12.94262982443487,-27.94120741643352
智利,Chile,CHL,CL,2008-02,-42.42532239360274,32.03794873921393,-10.38737365438881
捷克,Czechia,CZE,CZ,2008-02,144.8576409064498,-123.4166182452063,21.44102266124348
新兴市场,,,,2008-02,7273.112733489443,-1353.259569599104,5919.853163890339
爱沙尼亚,Estonia,EST,EE,2008-02,30.82411619047629,-22.27005523809531,8.554060952380976
匈牙利,Hungary,HUN,HU,2008-02,-1155.978099047623,-146.8938742857148,-1302.871973333337
印度,India,IND,IN,2008-02,628.4008597474111,436.2412729093991,1064.64213265681
韩国,Korea (Republic of),KOR,KR,2008-02,2225.9,-2227.4,-1.5
拉脱维亚,Latvia,LVA,LV,2008-02,5.8993523809524,0.0,5.8993523809524
黎巴嫩,Lebanon,LBN,LB,2008-02,77.37,37.35,114.72
立陶宛,Lithuania,LTU,LT,2008-02,-138.6347809523814,2.80219238095239,-135.832588571429
墨西哥,Mexico,MEX,MX,2008-02,1615.9,,
巴基斯坦,Pakistan,PAK,PK,2008-02,-51.0,134.9883879999986,83.98838799999857
菲律宾,Philippines,PHL,PH,2008-02,479.612626091515,-36.17946053835635,443.4331655531587
波兰,Poland,POL,PL,2008-02,187.0,151.0,338.0
罗马尼亚,Romania,ROU,RO,2008-02,2.35974095238096,-3.68709523809525,-1.32735428571429
塞尔维亚,Serbia,SRB,RS,2008-02,2.9496761904762,-22.1225714285715,-19.1728952380953
斯洛伐克,Slovakia,SVK,SK,2008-02,-47.48978666666682,-0.29496761904762,-47.78475428571444
斯洛文尼亚,Slovenia,SVN,SI,2008-02,1339.152990476195,-10.3238666666667,1328.829123809528
南非,South Africa,ZAF,ZA,2008-02,-962.9073826379139,-225.8832740677909,-1188.790656705705
泰国,Thailand,THA,TH,2008-02,83.11,793.28,876.39
土耳其,Türkiye,TUR,TR,2008-02,-62.0,160.0,98.0
巴西,Brazil,BRA,BR,2008-01,1945.686003817606,-3080.992848632649,-1135.306844815043
保加利亚,Bulgaria,BGR,BG,2008-01,9.125279943936041,-12.73333122282119,-3.608051278885146
智利,Chile,CHL,CL,2008-01,-734.4887966501607,136.719263702703,-597.7695329474577
捷克,Czechia,CZE,CZ,2008-01,310.0214665009601,-316.4614167890631,-6.439950288103034
新兴市场,,,,2008-01,14815.55671921812,-18477.99647945276,-3662.43976023464
爱沙尼亚,Estonia,EST,EE,2008-01,27.9640272727271,-47.68602545454516,-19.72199818181806
匈牙利,Hungary,HUN,HU,2008-01,1651.34939999999,714.9960236363593,2366.345423636349
印度,India,IND,IN,2008-01,496.219557725081,-3310.763275993877,-2814.543718268797
韩国,Korea (Republic of),KOR,KR,2008-01,7116.7,-9349.4,-2232.7
拉脱维亚,Latvia,LVA,LV,2008-01,5.8871636363636,0.0,5.8871636363636
