date,gdp,ca,net_ex,export,import,net_fa,fa_in,fa_out,net_fdi,fdi,ofdi,net_fpi,fpi,ofpi,derivative,reserve,other_net,other_in,other_out,err_ommit
2017-06-30,29583.8635486911,538.015788728602,618.615490800419,6026.65473765146,-5408.03924685104,236.986912932826,-859.95970104873,1096.94661398156,-83.0228077597144,-294.044268957226,211.021461197512,-32.6525317324,-182.7752210829,150.1226893505,3.2117709879,-315.61743372,349.450481437041,-390.579022937604,740.029504374645,-459.512466821028
2017-09-30,31972.5885375712,431.50168108907,543.230445107424,6211.93808973817,-5668.70764463075,201.551959076768,-972.920040697876,1174.47199977464,0.48776662837372,-325.962586117623,326.450352745997,352.194773248533,-239.105853039967,591.3006262885,8.80797407,-299.237849198859,-159.938554870139,-422.258903253285,262.320348383147,-333.976724423179
2017-12-31,35764.7621796527,708.075142497882,817.172295121577,6798.3010216891,-5981.12872656752,494.654879691469,-653.77497242363,1148.4298521151,329.520097856218,-463.322444176078,792.842542032296,14.2287780661999,-345.6671409225,359.8959189887,-7.1740589097,-326.1878104,158.080062678751,159.931221542848,-1.8511588640977,-876.609381877051
2018-03-31,32095.1405105721,-397.73208761134,-249.479394197909,5854.15492142946,-6103.63431562737,1023.24829768834,-776.014515386545,1799.26281307488,516.731709970196,-303.061147610686,819.792857580882,102.700677204759,-335.165241600641,437.8659188054,-0.625659074599999,-261.947724055512,404.44156958798,-139.670455296019,544.112024883999,-362.233513806184
2018-06-30,34706.3205091119,-26.4213146345228,269.636557263125,6666.65327160221,-6397.01671433909,715.07567831965,-606.378391814208,1321.45407013386,214.312418315898,-402.38216916914,616.694587485038,609.906626948554,-42.5922639372458,652.4988908858,-18.8644937952,-239.150096378492,-90.278873149602,-146.290798918622,56.0119257690202,-448.998053622835
2018-09-30,34310.2995834512,175.743266216839,164.309832272143,6912.94818619734,-6748.63835392519,142.342102536525,-1173.26435937828,1315.60646191481,-17.8331050324637,-360.176507403817,342.343402371353,340.9435844627,-91.7903795948,432.7339640575,-2.528057205,29.8311653072385,-178.240319688711,-719.057618089763,540.817298401052,-346.202571942303
2018-12-31,37319.2357606345,489.719227874012,694.584489181379,7076.33964246,-6381.75515327862,-153.841832001191,-875.866080588815,722.024248587624,210.173710271173,-364.645942654968,574.819652926141,15.184366851202,-65.5268552121,80.711222063302,-39.5162362724,282.39555095,-339.683672851166,-413.008746465947,73.3250736147806,-616.14201817402
2019-03-31,32416.0820371974,222.978901441249,43.3004317897703,5848.72675811944,-5805.42632632967,311.446591379451,-299.967070005971,611.413661385421,230.988983827885,-308.474643964502,539.463627792387,194.707923478708,-161.8169799869,356.524903465608,-9.1320662473,-100.149885499664,-105.118249679842,178.148212387632,-283.266462067474,-434.012164635736
2019-06-30,35337.706805057,198.126449619461,304.047721840507,6492.9248559855,-6188.87713414499,-120.190367181024,-841.27524084285,721.084873661826,67.2652677552616,-354.895823814702,422.161091569964,35.7807360698064,-228.2666146392,264.047350709006,9.6326489661,76.1323974872361,-232.869019972191,-282.865295527447,49.9962755552558,-153.483337655273
2019-09-30,35550.0700957739,306.341059811869,421.545736975706,6849.13537288572,-6427.58963591002,-220.007739327912,-835.585310258581,615.577570930669,-68.6192656860004,-325.315397059702,256.696131373702,200.000938789015,-241.7872153938,441.788154182815,-10.3341525415,154.362165128545,-341.055259889427,-277.487057980378,-63.5682019090483,-238.293100316702
2019-12-31,39485.2238415634,301.652349211297,549.549082514401,7119.20538235886,-6569.65629984446,101.826687799024,-821.397291111419,923.223978910444,272.963237750404,-380.414135161093,653.377372911497,148.986855518851,-262.3176895703,411.304545089151,-13.7159869233,62.56380024,-306.407418546931,-166.658896313927,-139.748522233004,-466.020832713121
