date,gdp,ca,net_ex,export,import,net_fa,fa_in,fa_out,net_fdi,fdi,ofdi,net_fpi,fpi,ofpi,derivative,reserve,other_net,other_in,other_out,err_ommit
2020-03-31,29309.7992174335,-522.5150131823,-379.6302280297,5209.7417182317,-5589.3719462614,-136.0896593361,-852.6938496922,716.6041903561,95.5739926746,-351.3755375789,446.9495302535,-512.0973707913,-449.8049918683,-62.292378923,-42.8925887552,253.15169,323.3263075358,-20.3713239674,343.6976315032,406.3805315532
2020-06-30,35044.5251388765,910.9159572342,1208.7589668685,6571.3037585916,-5362.5447917231,-164.4746867656,-1414.8153325352,1250.3406457696,61.0136558092,-409.5251322697,470.5387880789,442.688892064,-188.8006404079,631.4895324719,-46.7339735431,-192.70658,-621.4432610957,-781.6662729947,160.223011899,-553.5973223868
2020-09-30,38477.1097547959,893.0281124509,1170.3572489032,7464.0777856711,-6293.7205367679,-80.7741576233,-1977.2462836719,1896.4721260486,229.2140193595,-413.8063176618,643.0203370213,593.250414155,-310.8350314816,904.0854456366,-22.1437368153,-97.58205,-881.0948543225,-1244.7811684167,363.6863140942,-714.5556974597
2020-12-31,44806.7943555518,1206.9273828576,1586.2400938582,8143.8566045154,-6557.6165106572,-230.1266278927,-2218.5858830121,1988.4592551194,607.9464093614,-362.5010958707,970.4475052321,431.5482639993,-562.9145733572,994.4628373565,3.5578730768,-251.36803,-1273.1791743302,-1316.3165626653,43.1373883351,-725.856199483
2021-03-31,38437.4440868286,762.3645960931,929.9509728908,7668.7319378585,-6738.7809649677,-428.000140756499,-2650.8050802828,2222.8049395263,573.8877691991,-378.9524341065,952.8402033056,-129.2691763706,-727.9597978949,598.6906215243,37.8342684999,-346.68702,-910.453002084899,-1598.2694395133,687.8164374284,12.6975963819992
2021-06-30,43969.8420594453,554.8678291501,851.3778142764,8394.0525754576,-7542.6747611812,128.4847732662,-1868.4749966206,1996.9597698868,320.8308783046,-466.5467651269,787.3776434315,21.6690688352,-268.8601684908,290.529237326,19.1364328783,-499.94644,-233.1516067519,-1174.1340575353,940.9824507834,-183.6851547037
2021-09-30,45122.4692122996,923.0535093835,1142.8802400158,9210.8373679079,-8067.9571278921,139.352598049199,-855.006093283601,994.3586913328,353.5818150962,-417.0688456243,770.6506607205,248.8034231301,-11.0071542809,259.810577411,20.3408828422,-613.69636,-483.373523019301,-462.189374096901,-21.1841489224,-449.793016778899
2021-12-31,51131.9014073458,1288.5716117196,1690.7339004105,10278.6928991777,-8587.9589987672,-142.715424697446,-1692.50730646715,1549.7918817697,404.4719081961,-525.4093549711,929.8812631672,372.4552529099,-244.7966229153,617.2518758252,25.0563851398,-421.93,-944.698970943246,-962.421148901747,17.7221779585005,-723.875874428754
2022-03-31,42667.5592638966,961.967924804299,1271.835467195,8969.3809896456,-7697.5455224506,-369.0576813615,-814.3361814246,445.2785000631,488.3449462827,-583.7197676256,1072.0647139083,-785.4218244421,-413.1507577677,-372.2710666744,-57.4799801254,-393.24,-14.5008230767,202.6857837686,-217.1866068453,-197.095376052099
2022-06-30,43916.1911340702,839.7086201958,1524.8092983622,9270.4129347758,-7745.6036364136,-528.0203309981,-570.3989437816,42.3786127835001,1.25208757509998,-376.3956859073,377.6477734824,-806.832020621,-429.2062161141,-377.6258045069,-77.4976286411,189.73,355.0572306889,294.0985762995,60.9586543894,-501.7819496815
2022-09-30,44530.762853204,1514.7818186574,1686.5993253494,9773.8957895778,-8087.2964642284,-1005.2730723542,-305.7140021002,-699.559070254,-395.8621785326,-547.6858773686,151.823698836,-1057.2755566394,-675.2592679618,-382.0162886776,-9.2924090194,-373.02,457.1570718372,903.8447835325,-446.6877116953,-135.3787860608
2022-12-31,47070.5561245103,1117.2842075068,1292.8453064194,9179.5087287972,-7886.6634223778,-670.8690919622,-696.3898082695,25.5207163073,-292.1985719904,-592.7002766888,300.5017046984,-241.0078841873,-283.1216754227,42.1137912354,12.2234789299,-387.8267,-149.8861147144,157.2569668537,-307.1430815681,-58.804792786802
2023-03-31,41513.3233758715,767.3663166459,853.6295677416,8270.6379609061,-7417.0083931645,-477.5465069346,-741.9569503689,264.4104434343,-261.3269944513,-496.886089303,235.5590948517,-564.7652332965,-381.6027867209,-183.1624465756,18.0014297528,-219.6738,330.5442910604,128.502696659,202.0415944014,-70.2319166509
2023-06-30,43476.1954007859,592.7999133876,1110.3842114727,8672.9093954962,-7562.5251840235,-284.6673611916,-176.3196536743,-108.3477075173,-252.9698028705,-388.6247187419,135.6549158714,-59.2209646418,-142.5786781127,83.3577134709,-43.8730741374,-134.0051,71.3964804581,387.3615009042,-315.9650204461,-173.289439878
2023-09-30,44232.6857680008,607.7913917284,952.1375387231,8881.5947535645,-7929.4572148414,-996.8238198185,-541.2242033915,-455.599616427,-652.3009000366,-531.6790071054,-120.6218929312,-356.0370784969,-138.2846875969,-217.7523909,-44.4827966632,430.6236,55.9969553781999,161.7932117335,-105.7962563553,-40.1787391404004
2023-12-31,48431.0752867803,561.915091685499,944.480199860699,9287.3354109997,-8342.855211139,-340.3354809287,-774.1617437177,433.826262789,-259.1400083815,-435.824684662,176.6846762805,347.582172807,-110.5433383255,458.1255111325,-5.0001525924,-125.2064,-423.7774927618,-236.6008647658,-187.176627996,-95.5583995110992
