date,xh_initial,qh_initial,R_b,xh_short,xh_mid,xh_long,qh_short,qh_mid,qh_long
2016-05-12,0.00237770086382216,0.00465207705412118,6.05479452054795e-05,0.00731888777403518,-0.00750606826565985,-0.244410970665191,0.00958752052753463,-0.00542634190703147,0.0920392185300821
2016-05-13,-0.00491887098966382,0.000456531663731941,6.05479452054795e-05,0.000116897699620584,-0.00757255745954092,-0.244095757484416,0.00596417117529577,-0.00604214067032259,0.0919469042682712
2016-05-16,0.00662451950281962,0.00469361147327252,6.05479452054795e-05,0.0114224390542518,-0.00730159097761229,-0.243784913489811,0.0103878663232371,-0.00626850374441756,0.0918488790345734
2016-05-17,-0.00300131489253097,-0.000324422527900325,6.07123287671233e-05,0.00116023288212407,-0.006627286502698,-0.243478232595989,0.00505124219430936,-0.00598563050214506,0.0917449707062291
2016-05-18,-0.00582627461908869,-0.00739923411436361,6.10958904109589e-05,-0.00273483412480973,-0.00551464057494958,-0.243175508717563,-0.00291807729734264,-0.0051226327714616,0.091635007160479
2016-05-19,-0.00180571309370148,-0.0145164454325508,6.09041095890411e-05,-0.000121912250105486,-0.00406006573248452,-0.242876535769145,-0.0113807767889192,-0.00380427220083501,0.0915188162745639
2016-05-20,0.00513306122448975,0.00663525977042001,6.09041095890411e-05,0.00523037431233876,-0.00242245564537113,-0.24258110766535,0.00814830993682253,-0.00220422289386092,0.091396225925724
2016-05-23,0.00292376763194313,0.00290027025245543,6.38904109589041e-05,0.00142232969287985,-0.000768604552333586,-0.242289018320788,0.00268742160215013,-0.000496161673625213,0.0912670667106904
2016-05-24,-0.00766385291621585,-0.00473217219848832,6.37260273972603e-05,-0.010609720319458,0.000734693307903959,-0.242000061650074,-0.00660035004061919,0.00114620922853547,0.091131194793404
2016-05-25,-0.0014133883455848,-0.00231129895000992,6.3972602739726e-05,-0.00550201298415126,0.00193987786439485,-0.24171403156782,-0.00560779739482567,0.00256650316994034,0.09098856238509
2016-05-26,0.00162786060544651,0.00145618215514953,6.4054794520548e-05,-0.0032338914437598,0.00277878211648379,-0.241430721988639,-0.002954833339362,0.00367781456704225,0.0908392847972094
2016-05-27,-0.000558055746831987,0.00251156642432249,6.41369863013699e-05,-0.00578440755066655,0.00321229882801816,-0.241149926827144,-0.00263077860314984,0.00441057375440553,0.0906835524232142
2016-05-30,0.00137469387755096,0.000988924050632889,6.4e-05,-0.00377128859275444,0.00320377716202669,-0.240871439997947,-0.00443217902931938,0.00469520093879606,0.0905215657843548
2016-05-31,0.0335375695778211,0.0402423763419615,6.4054794520548e-05,0.0289533669613481,0.00271656628153806,-0.240595055415662,0.035064470653756,0.00446211632697968,0.0903535250393313
2016-06-01,-0.00284266585898352,-0.00854754970241867,6.41095890410959e-05,-0.00635902654851547,0.00172580522892152,-0.240320566994901,-0.0129033882703194,0.00365420980513692,0.0901796288966408
2016-06-02,0.00207242410339958,0.00114949869084868,6.47397260273973e-05,7.82423930260545e-05,0.000283009620242771,-0.240047768650277,-0.00182871870846748,0.00229460122405773,0.0900000757022302
2016-06-03,0.00701903949985794,0.0133954200420998,6.51780821917808e-05,0.00682099069529062,-0.001431646823754,-0.239776454296404,0.0121931875121522,0.000540285101749523,0.0898150638020461
2016-06-06,-0.00330476934026891,-0.00629445458551015,6.56438356164384e-05,-0.00164233149428634,-0.00320877332599016,-0.239506417847893,-0.0055098801397514,-0.0014213927968296,0.0896247915420353
2016-06-07,-0.000547378090405393,0.00082346234243369,6.50958904109589e-05,0.00283029996896665,-0.00483897910938707,-0.239237453219358,0.0036181242757901,-0.00340308670672154,0.0894294572681445
2016-06-08,-0.00411073165357811,-0.0037974683544304,6.51232876712329e-05,0.000627340000118878,-0.00611287339686606,-0.238969354325411,0.000843019983968636,-0.00521745086296818,0.0892292593263203
2016-06-13,-0.0308629294024316,-0.0378653113087675,6.6e-05,-0.0252955861014291,-0.00685439026529773,-0.238701915080666,-0.0317195221489029,-0.00668841659403573,0.0890243960625096
2016-06-14,0.0031438131453132,0.00713153724247229,6.5972602739726e-05,0.0089780768545799,-0.00703250982748553,-0.238434929399734,0.0143365808568967,-0.00771065894608378,0.0888150658226591
2016-06-15,0.0131307745824094,0.0162601626016259,6.58904109589041e-05,0.0187186895033701,-0.00669652353072618,-0.23816819119723,0.0240867119897847,-0.00829267143468099,0.0886014669527153
2016-06-16,-0.00696322965501528,-0.0229677419354838,6.56986301369863e-05,-0.00207410405632342,-0.00590746944245239,-0.237901494387766,-0.0149235024243393,-0.00846858291939221,0.0883837977986253
2016-06-17,0.00507000746444697,0.00250924458531432,6.56164383561644e-05,0.00886873186951436,-0.00472638563009687,-0.237634632885955,0.0104012915987723,-0.00827252225978232,0.0881622569812057
2016-06-20,0.000742679304003291,0.00421551837702538,6.56712328767123e-05,0.00312676011960712,-0.00322085097400161,-0.237367400606409,0.0116194233022013,-0.00773861831541616,0.087937044220754
2016-06-21,-0.00204004921819523,-0.00373868555686729,6.58082191780822e-05,-0.00128838090874451,-0.00149754835814161,-0.237099591463741,0.00287506071950765,-0.0069009999458586,0.0877083595124375
2016-06-22,0.0088979886167555,0.0125748897228257,6.60821917808219e-05,0.00796425280340628,0.000278535512614956,-0.236830999372565,0.0181313121168609,-0.00579471430757816,0.087476402851424
2016-06-23,-0.00530957638259577,-0.00468140442132647,6.60821917808219e-05,-0.00780398988335304,0.00192947318140393,-0.236561418247493,-0.000408802110893998,-0.00446062626233878,0.087241374232881
2016-06-24,-0.0128828609189946,-0.0158087274627646,6.57808219178082e-05,-0.0166434866081001,0.00328531617973193,-0.236290642003138,-0.0129957228496397,-0.00294965022718695,0.0870034736519759
2016-06-27,0.0140974144990835,0.021505376344086,6.57260273972603e-05,0.00946751206132724,0.00424338516213577,-0.236018464554112,0.0227388965403335,-0.0013178729257459,0.0867629011038763
2016-06-28,0.00508245367788907,0.00519818063677713,6.55342465753425e-05,-6.67117947415923e-05,0.00485039244971121,-0.235744679815029,0.00479192491147592,0.00037491459759765,0.0865198565837498
2016-06-29,0.00477936487692898,0.00549450549450548,6.51780821917808e-05,-0.000621324812268061,0.00518840353310109,-0.235469081700502,0.00344888401431557,0.00206781484202402,0.0862745400867638
2016-06-30,0.000802820342769461,6.42880102861287e-05,6.54794520547945e-05,-0.00466392964015421,0.00533948390294821,-0.235191464125143,-0.00355356402854391,0.00369390694845641,0.0860271516080859
